ResID,TAG,SOURCE,TYPE,COUNTRY,DAM_NAME,ACTIVE_FRO,LON_ORG,LAT_ORG,LisfloodX,LisfloodY
4021,ERS,GranD,RESERVOIR_S_EUR,Romania,Gura Apelor,0,22.717083,45.337083,22.725,45.34167
4022,ERS,GranD,RESERVOIR_S_EUR,Romania,Maneciu,1994,25.987917,45.332917,25.99167,45.325
4023,ERS,GranD,RESERVOIR_S_EUR,Romania,Paltinu,1971,25.735417,45.249583,25.74167,45.24167
4024,ERS,GranD,RESERVOIR_S_EUR,Romania,Daesti,1976,24.369583,45.17875,24.375,45.175
4025,ERS,GranD,RESERVOIR_S_EUR,Romania,Cerna Principal,1979,22.732917,45.162083,22.725,45.15833
4026,ERS,GranD,RESERVOIR_S_EUR,Romania,Ramnicu Valcea,1974,24.375417,45.120417,24.375,45.125
4027,ERS,GranD,RESERVOIR_S_EUR,Romania,Zigoneni,1973,24.662917,45.082917,24.65833,45.09167
4028,ERS,GranD,RESERVOIR_S_EUR,Romania,Calimanesti,1981,24.364583,45.074583,24.35833,45.075
4029,ERS,GranD,RESERVOIR_S_EUR,Romania,Vadeni,1989,23.267917,45.057917,23.275,45.05833
4030,ERS,GranD,RESERVOIR_S_EUR,Romania,Govora,1975,24.29625,45.012083,24.30833,45.00833
4031,ERS,GranD,RESERVOIR_S_EUR,Romania,Valcele,1975,24.742083,44.982917,24.74167,44.99167
4032,ERS,GranD,RESERVOIR_S_EUR,Romania,Herculane,1986,22.45125,44.932917,22.45833,44.925
4033,ERS,GranD,RESERVOIR_S_EUR,Romania,Babeni,1978,24.250417,44.920417,24.25833,44.94167
4034,ERS,GranD,RESERVOIR_S_EUR,Romania,Budeasa,1978,24.82125,44.91625,24.825,44.90833
4035,ERS,GranD,RESERVOIR_S_EUR,Romania,Ionesti,1978,24.24625,44.857917,24.24167,44.85833
4036,ERS,GranD,RESERVOIR_S_EUR,Romania,Pitesti,1971,24.900417,44.84875,24.90833,44.84167
4037,ERS,GranD,RESERVOIR_S_EUR,Romania,Golesti,1983,24.99625,44.812917,24.99167,44.80833
4038,ERS,GranD,RESERVOIR_S_EUR,Bosnia and Herzegovina,Drenova,1978,17.634583,44.812083,17.64167,44.80833
4039,ERS,GranD,RESERVOIR_S_EUR,Romania,Zavideni,1979,24.27125,44.774583,24.275,44.775
4040,ERS,GranD,RESERVOIR_S_EUR,Croatia,Sklope,1967,15.267917,44.68875,15.275,44.69167
4041,ERS,GranD,RESERVOIR_S_EUR,Romania,Dragasani,1980,24.292083,44.682917,24.29167,44.69167
4042,ERS,GranD,RESERVOIR_S_EUR,Romania,Zavoiu Orbului,1988,25.38375,44.662083,25.39167,44.65833
4043, ,GranD, ,Bosnia and Herzegovina,Snjeznica,0,0,0,-0.00833,22.75833
4044,ERS,GranD,RESERVOIR_S_EUR,Romania,Strejesti,1978,24.325417,44.537083,24.325,44.54167
4045,ERS,GranD,RESERVOIR_S_EUR,Romania,Arcesti,1980,24.312917,44.449583,24.30833,44.45833
4047,ERS,GranD,RESERVOIR_S_EUR,Romania,Gurbanesti,1985,26.687917,44.395417,26.69167,44.39167
4048, ,GranD, ,Bosnia and Herzegovina,Zvornik,0,0,0,-0.00833,22.75833
4049,ERS,GranD,RESERVOIR_S_EUR,Romania,Mihailesti,1995,25.942083,44.33375,25.94167,44.325
4050,ERS,GranD,RESERVOIR_S_EUR,Romania,Frasinet,1983,26.817083,44.324583,26.825,44.325
4051,ERS,GranD,RESERVOIR_S_EUR,Romania,Iron Gate 2,1984,22.567083,44.307917,22.55833,44.30833
4052,ERS,GranD,RESERVOIR_S_EUR,Croatia,Stikada,1983,15.80875,44.299583,15.80833,44.30833
4053,ERS,GranD,RESERVOIR_S_EUR,Romania,Facau,1983,25.835417,44.295417,25.84167,44.29167
4054,ERS,GranD,RESERVOIR_S_EUR,Romania,Ipotesti,1986,24.400417,44.26625,24.40833,44.25833
4055,ERS,GranD,RESERVOIR_S_EUR,Romania,Iezer,1975,26.929583,44.224583,26.925,44.225
4056,ERS,GranD,RESERVOIR_S_EUR,Romania,Draganesti,1988,24.48375,44.177917,24.475,44.175
4057,ERS,GranD,RESERVOIR_S_EUR,Romania,Frunzaru,1989,24.57125,44.045417,24.575,44.04167
4058,ERS,GranD,RESERVOIR_S_EUR,Romania,Rusanesti,1990,24.625417,43.920417,24.625,43.925
4059,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Kula,1967,22.525417,43.915417,22.525,43.90833
4060,ERS,GranD,RESERVOIR_S_EUR,Serbia,Medjuvrsje,1953,20.235417,43.912083,20.24167,43.90833
4061,ERS,GranD,RESERVOIR_S_EUR,Serbia,Gruza,1984,20.712917,43.88875,20.70833,43.89167
4062,ERS,GranD,RESERVOIR_S_EUR,Serbia,Lazici,1983,19.400417,43.870417,19.40833,43.85833
4063,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Poletkovtzi,1971,22.512917,43.854583,22.50833,43.85833
4064,ERS,GranD,RESERVOIR_S_EUR,Serbia,Vrutci,1984,19.710417,43.847917,19.70833,43.84167
4065,ERS,GranD,RESERVOIR_S_EUR,Romania,Izbiceni,1996,24.69625,43.81625,24.69167,43.80833
4066,ERS,GranD,RESERVOIR_S_EUR,Serbia,Grliste,1988,22.229583,43.815417,22.225,43.80833
4067,ERS,GranD,RESERVOIR_S_EUR,Croatia,Peruca,1958,16.592083,43.799583,16.59167,43.79167
4068,ERS,GranD,RESERVOIR_S_EUR,Bosnia and Herzegovina,Rama,1969,17.57125,43.79125,17.575,43.79167
4069,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Rabisha,1963,22.58625,43.745417,22.59167,43.74167
4070,ERS,GranD,RESERVOIR_S_EUR,Bosnia and Herzegovina,Jablanica,1954,17.730417,43.695417,17.725,43.69167
4071,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Drenovetz,1963,22.912917,43.695417,22.90833,43.69167
4072,ERS,GranD,RESERVOIR_S_EUR,Bosnia and Herzegovina,Busko Blato,1974,17.03375,43.662083,16.975,43.70833
4073,ERS,GranD,RESERVOIR_S_EUR,Serbia,Bovan,1978,21.70625,43.64125,21.70833,43.64167
4074,ERS,GranD,RESERVOIR_S_EUR,Croatia,Ricice,1985,17.132083,43.49875,17.14167,43.49167
4075,ERS,GranD,RESERVOIR_S_EUR,Bosnia and Herzegovina,Salakovac,1982,17.834583,43.449583,17.84167,43.44167
4076,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Baniska,1976,25.887917,43.427083,25.90833,43.425
4077,ERS,GranD,RESERVOIR_S_EUR,Serbia,Celije,1978,21.192917,43.41625,21.19167,43.40833
4078,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Beli Lom,1963,26.67125,43.404583,26.675,43.40833
4079,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Ogosta,1986,23.212917,43.39625,23.20833,43.39167
4080,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Gorni Dabnik,1982,24.329583,43.370417,24.325,43.375
4081,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Saedinenie,1962,26.59625,43.324583,26.60833,43.325
4082,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Telish,1969,24.24625,43.317083,24.25833,43.325
4083,ERS,GranD,RESERVOIR_S_EUR,Serbia,Zavoj,1989,22.63375,43.272083,22.64167,43.275
4084,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Yastrebino,1974,26.272917,43.15375,26.275,43.15833
4085,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Alexendre Stamboliiski,1953,25.17125,43.122917,25.175,43.125
4086,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Ticha,1973,26.79625,43.089583,26.79167,43.09167
4087,ERS,GranD,RESERVOIR_S_EUR,Serbia,Brestovac,1985,21.617083,43.04125,21.625,43.04167
4088,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Tzonevo,1974,27.40875,43.027917,27.40833,43.00833
4089,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Sopot,1961,24.425417,43.007917,24.44167,43.00833
4090,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Eleshnitza,1967,27.465417,43.002917,27.475,43.00833
4091,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Yovkovtzi,1979,25.767083,42.942917,25.75833,42.94167
4092,ERS,GranD,RESERVOIR_S_EUR,Serbia,Gazivode,1977,20.650417,42.939583,20.65833,42.94167
4093,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Kamchia,1974,26.917083,42.882083,26.925,42.875
4094,ERS,GranD,RESERVOIR_S_EUR,Serbia,Batlava,1966,21.275417,42.82875,21.275,42.825
4095,ERS,GranD,RESERVOIR_S_EUR,Serbia,Barje,1991,21.812917,42.81625,21.80833,42.80833
4096,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Hristo Smirnenski,1966,25.265417,42.81625,25.25833,42.80833
4097,ERS,GranD,RESERVOIR_S_EUR,Montenegro,Krupac,1958,18.892917,42.79125,18.89167,42.79167
4098,ERS,GranD,RESERVOIR_S_EUR,Montenegro,Slano,1985,18.879583,42.75375,18.875,42.75833
4099,ERS,GranD,RESERVOIR_S_EUR,Serbia,Vlasina-Vrla 1,1949,22.330417,42.747917,22.325,42.74167
4100,ERS,GranD,RESERVOIR_S_EUR,Bosnia and Herzegovina,Grancarevo,1967,18.49625,42.737083,18.49167,42.74167
4101,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Poroy,1972,27.62125,42.720417,27.625,42.725
4102,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Aheloy,1969,27.517083,42.712917,27.525,42.70833
4103,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Dushantzi,1972,24.287083,42.69875,24.29167,42.69167
4104,ERS,GranD,RESERVOIR_S_EUR,Serbia,Gracanka,1965,21.220417,42.620417,21.225,42.625
4105,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Ognianovo,1994,23.744583,42.61875,23.74167,42.625
4106,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Koprinka,1955,25.317083,42.61625,25.325,42.60833
4107,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Jrebchevo,1970,25.950417,42.594583,25.95833,42.59167
4108,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Domlian,1966,24.92125,42.545417,24.925,42.54167
4109,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Studena,1953,23.145417,42.53625,23.14167,42.54167
4110,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Iskar,1956,23.537917,42.51375,23.54167,42.50833
4111,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Lobosh,1975,22.83375,42.507917,22.84167,42.525
4112,ERS,GranD,RESERVOIR_S_EUR,Serbia,Radonjic,1980,20.43375,42.47875,20.44167,42.475
4113,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Topolnitza,1963,24.00125,42.420417,24.00833,42.425
4114,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Piasachnik,1982,24.567083,42.399583,24.575,42.40833
4115,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Ovtcharitza,1967,26.145417,42.257917,26.14167,42.24167
4116,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Yasna Poliana,1974,27.592083,42.25375,27.59167,42.25833
4117,ERS,GranD,RESERVOIR_S_EUR,Albania,Fierza,1979,20.045417,42.252083,20.04167,42.25833
4118,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Kirilovo,1975,26.632917,42.21625,26.625,42.20833
4119,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Belmeken,1979,23.80875,42.174583,23.80833,42.175
4120,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Rozov Kladenetz,1960,25.890417,42.15125,25.90833,42.15833
4121,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Malko Sharkovo,1966,26.855417,42.120417,26.85833,42.125
4122,ERS,GranD,RESERVOIR_S_EUR,Albania,Komani Dam,1986,19.82625,42.107917,19.825,42.10833
4123,ERS,GranD,RESERVOIR_S_EUR,Albania,Vau-Dejes,1973,19.625417,42.020417,19.64167,42.025
4124,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Batak,1958,24.20125,42.019583,24.19167,42.00833
4125,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Garvanovo,1985,25.425417,41.987083,25.425,41.99167
4126,ERS,GranD,RESERVOIR_S_EUR,Macedonia,Kalimanci,1969,22.582083,41.974583,22.575,41.975
4127,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Antonivanovtzi,1975,24.442083,41.937083,24.44167,41.94167
4128,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Dositeevo,1988,26.015417,41.932083,26.00833,41.925
4129,ERS,GranD,RESERVOIR_S_EUR,Turkey,Armagan,1998,27.43375,41.887083,27.44167,41.89167
4130,ERS,GranD,RESERVOIR_S_EUR,Macedonia,Kozjak,2003,21.192083,41.877917,21.19167,41.875
4131,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Trakietz,1966,25.43375,41.86375,25.44167,41.85833
4132,ERS,GranD,RESERVOIR_S_EUR,Turkey,Suloglu,1979,26.917083,41.79125,26.925,41.79167
4133,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kayalikoy,1985,27.13375,41.79125,27.14167,41.79167
4134,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kirklareli,1995,27.279583,41.74125,27.275,41.74167
4135,ERS,GranD,RESERVOIR_S_EUR,Macedonia,Mavrovo,1956,20.750417,41.695417,20.74167,41.69167
4136,ERS,GranD,RESERVOIR_S_EUR,Albania,Shkopet,1962,19.832917,41.692083,19.825,41.69167
4137,ERS,GranD,RESERVOIR_S_EUR,Albania,Ulza,1967,19.89625,41.682917,19.89167,41.675
4138,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Dosspat,1969,24.152917,41.649583,24.15833,41.64167
4139,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Kardgali,1976,25.337917,41.63125,25.34167,41.625
4140,ERS,GranD,RESERVOIR_S_EUR,Bulgaria,Ivailovgrad,1964,26.107083,41.587083,26.10833,41.59167
4141,ERS,GranD,RESERVOIR_S_EUR,Macedonia,Turija,1970,22.657083,41.557917,22.65833,41.55833
4142,ERS,GranD,RESERVOIR_S_EUR,Macedonia,Spilje,1969,20.507083,41.495417,20.50833,41.49167
4143,ERS,GranD,RESERVOIR_S_EUR,Macedonia,Vodoca,1965,22.562917,41.419583,22.55833,41.425
4144,ERS,GranD,RESERVOIR_S_EUR,Macedonia,Tikves,1968,21.937917,41.402083,21.94167,41.40833
4145,ERS,GranD,RESERVOIR_S_EUR,Greece,Thissavros,1996,24.362917,41.35375,24.375,41.35833
4146,ERS,GranD,RESERVOIR_S_EUR,Greece,Platanovryssi,1997,24.454583,41.337083,24.45833,41.34167
4147,ERS,GranD,RESERVOIR_S_EUR,Macedonia,Globocica,1965,20.63625,41.33625,20.64167,41.34167
4148,ERS,GranD,RESERVOIR_S_EUR,Turkey,Degirmenci,1979,26.72125,41.32875,26.725,41.325
4149,ERS,GranD,RESERVOIR_S_EUR,Macedonia,Strezevo,1982,21.192917,41.144583,21.19167,41.14167
4150,ERS,GranD,RESERVOIR_S_EUR,Turkey,Darlik,1989,29.567083,41.114583,29.575,41.10833
4151,ERS,GranD,RESERVOIR_S_EUR,Turkey,Altinyazi,1968,26.587917,41.07875,26.59167,41.075
4152,ERS,GranD,RESERVOIR_S_EUR,Turkey,Omerli,1972,29.35875,41.062083,29.35833,41.05833
4153,ERS,GranD,RESERVOIR_S_EUR,Turkey,Sultankoy,1995,26.48125,41.037083,26.49167,41.04167
4154,ERS,GranD,RESERVOIR_S_EUR,Turkey,Buyukcekmece,1988,28.567083,41.02875,28.575,41.025
4155,ERS,GranD,RESERVOIR_S_EUR,Turkey,Karaidemir,1982,27.004583,40.95375,27.00833,40.95833
4156,ERS,GranD,RESERVOIR_S_EUR,Italy,Conza,1992,15.32125,40.87875,15.325,40.875
4157,ERS,GranD,RESERVOIR_S_EUR,Italy,Serra del Corvo,1974,16.237917,40.845417,16.24167,40.84167
4158,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kirazdere,1997,29.967083,40.672917,29.975,40.675
4159,ERS,GranD,RESERVOIR_S_EUR,Italy,San Giuliano,1956,16.537917,40.60625,16.54167,40.60833
4160,ERS,GranD,RESERVOIR_S_EUR,Turkey,Gokce,1989,29.200417,40.599583,29.20833,40.60833
4161,ERS,GranD,RESERVOIR_S_EUR,Greece,Assomata,1985,22.242083,40.47375,22.24167,40.475
4162,ERS,GranD,RESERVOIR_S_EUR,Greece,Sfikia,1985,22.19125,40.395417,22.19167,40.39167
4163,ERS,GranD,RESERVOIR_S_EUR,Turkey,Demirtas,1983,29.114583,40.289583,29.10833,40.29167
4164,ERS,GranD,RESERVOIR_S_EUR,Turkey,Golbasi,1938,29.320417,40.220417,29.325,40.225
4165,ERS,GranD,RESERVOIR_S_EUR,Italy,Monte Cotugno,1982,16.350417,40.17875,16.35833,40.175
4166,ERS,GranD,RESERVOIR_S_EUR,Turkey,Atikhisar,1973,26.525417,40.122083,26.525,40.125
4167,ERS,GranD,RESERVOIR_S_EUR,Turkey,Gonen,1996,27.44375,39.969583,27.44167,39.975
4168,ERS,GranD,RESERVOIR_S_EUR,Turkey,Bayramic,1997,26.66875,39.824583,26.675,39.825
4169,ERS,GranD,RESERVOIR_S_EUR,Greece,Pigae Aoos,1989,20.842083,39.687083,20.84167,39.69167
4170,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kayabogazi,1987,29.61625,39.41625,29.60833,39.425
4171,ERS,GranD,RESERVOIR_S_EUR,Italy,Cecita,1951,16.537917,39.397917,16.54167,39.39167
4172,ERS,GranD,RESERVOIR_S_EUR,Turkey,Caygoren,1971,28.217917,39.270417,28.225,39.275
4173,ERS,GranD,RESERVOIR_S_EUR,Turkey,Sevisler,1981,27.554583,39.26625,27.54167,39.25833
4174,ERS,GranD,RESERVOIR_S_EUR,Greece,Plastiras,1959,21.747917,39.24125,21.74167,39.24167
4175,ERS,GranD,RESERVOIR_S_EUR,Greece,Pournari,1981,21.02625,39.187083,21.025,39.19167
4176,ERS,GranD,RESERVOIR_S_EUR,Turkey,Cavdarhisar,1990,29.579583,39.174583,29.575,39.175
4177,ERS,GranD,RESERVOIR_S_EUR,Greece,Smokovo,1994,22.062917,39.14625,22.05833,39.14167
4178,ERS,GranD,RESERVOIR_S_EUR,Italy,Passante,1976,16.52125,39.095417,16.525,39.09167
4179,ERS,GranD,RESERVOIR_S_EUR,Turkey,Guzelhisar,1982,27.10625,38.79125,27.10833,38.79167
4180,ERS,GranD,RESERVOIR_S_EUR,Greece,Kastraki,1969,21.365417,38.74125,21.35833,38.75833
4181,ERS,GranD,RESERVOIR_S_EUR,Greece,Stratos,1988,21.325417,38.67875,21.325,38.675
4182,ERS,GranD,RESERVOIR_S_EUR,Greece,Evinos,1998,21.837083,38.670417,21.84167,38.675
4183,ERS,GranD,RESERVOIR_S_EUR,Greece,Mornos,1976,22.12125,38.52875,22.125,38.525
4184,ERS,GranD,RESERVOIR_S_EUR,Greece,Marathon,1931,23.904583,38.16625,23.90833,38.15833
4185,ERS,GranD,RESERVOIR_S_EUR,Turkey,Tahtali,1996,27.06625,38.11625,27.04167,38.09167
4186,ERS,GranD,RESERVOIR_S_EUR,Greece,Pinios Ilias,1968,21.44375,37.907917,21.44167,37.90833
4187,ERS,GranD,RESERVOIR_S_EUR,Greece,Ladhon,1955,21.982917,37.765417,21.975,37.75833
4188,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kemer,1954,28.52875,37.574583,28.525,37.575
4189,ERS,GranD,RESERVOIR_S_EUR,Turkey,Karamanli,1974,29.834583,37.399583,29.84167,37.39167
4190,ERS,GranD,RESERVOIR_S_EUR,Greece,Bramianos,1986,25.69625,35.037083,25.69167,35.04167
4191,ERS,GranD,RESERVOIR_S_EUR,Finland,Pamilo,1955,30.529583,62.807917,30.44167,62.80833
4192,ERS,GranD,RESERVOIR_S_EUR,Ukraine,Krasno-Oskol,1958,37.472917,49.17875,37.475,49.175
4193,ERS,GranD,RESERVOIR_S_EUR,Ukraine,Simferopol,1956,34.14375,44.935417,34.14167,44.94167
4194,ERS,GranD,RESERVOIR_S_EUR,Turkey,Suat Ugurlu,1981,36.67125,41.07375,36.675,41.075
4195,ERS,GranD,RESERVOIR_S_EUR,Turkey,Hasan Ugurlu,1981,36.64625,40.934583,36.64167,40.94167
4196,ERS,GranD,RESERVOIR_S_EUR,Turkey,Hasanlar,1972,31.277083,40.910417,31.275,40.90833
4197,ERS,GranD,RESERVOIR_S_EUR,Turkey,Yedikir,1985,35.562917,40.77875,35.55833,40.775
4198,ERS,GranD,RESERVOIR_S_EUR,Turkey,Golkoy,1970,31.529583,40.699583,31.525,40.69167
4199,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kurtun,1998,39.12875,40.682083,39.125,40.675
4200,ERS,GranD,RESERVOIR_S_EUR,Turkey,Egrekkaya,1992,32.662917,40.499583,32.65833,40.50833
4201,ERS,GranD,RESERVOIR_S_EUR,Turkey,Cubuk 2,1964,33.01875,40.29125,33.025,40.29167
4202,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kurtbogazi,1967,32.700417,40.270417,32.70833,40.275
4203,ERS,GranD,RESERVOIR_S_EUR,Turkey,Camligoze,1998,38.077917,40.22875,38.075,40.225
4204,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kuzgun,1995,41.062917,40.19125,41.05833,40.19167
4205,ERS,GranD,RESERVOIR_S_EUR,Turkey,Belpinar,1984,35.950417,40.182917,35.95833,40.175
4206,ERS,GranD,RESERVOIR_S_EUR,Turkey,Boztepe,1983,35.867083,40.174583,35.875,40.175
4207,ERS,GranD,RESERVOIR_S_EUR,Turkey,Asartepe,1980,32.387083,40.144583,32.39167,40.14167
4208,ERS,GranD,RESERVOIR_S_EUR,Turkey,Yenice,1998,30.857083,40.062917,30.85833,40.05833
4210,ERS,GranD,RESERVOIR_S_EUR,Turkey,Cubuk 1,1936,32.932083,40.00375,32.925,40.00833
4211,ERS,GranD,RESERVOIR_S_EUR,Turkey,Tercan,1989,40.402917,39.755417,40.40833,39.75833
4212,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kapulukaya,1989,33.48375,39.729583,33.49167,39.725
4213,ERS,GranD,RESERVOIR_S_EUR,Turkey,Porsuk,1972,30.275417,39.635417,30.275,39.64167
4214,ERS,GranD,RESERVOIR_S_EUR,Turkey,Gelingullu,1993,35.044583,39.612083,35.04167,39.60833
4215,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kesikkopru,1966,33.42125,39.394583,33.425,39.39167
4216,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kunduzlar,1983,30.567083,39.357083,30.55833,39.35833
4217,ERS,GranD,RESERVOIR_S_EUR,Turkey,Catoren,1987,30.579583,39.322917,30.575,39.325
4218,ERS,GranD,RESERVOIR_S_EUR,Turkey,Ozluce,1997,40.087917,39.132917,40.09167,39.125
4219,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kockopru,1992,43.32625,39.124583,43.325,39.125
4220,ERS,GranD,RESERVOIR_S_EUR,Turkey,Gayt,1991,40.339583,39.024583,40.34167,39.025
4221,ERS,GranD,RESERVOIR_S_EUR,Turkey,Sarimehmet,1991,43.742083,38.795417,43.74167,38.79167
4222,ERS,GranD,RESERVOIR_S_EUR,Turkey,Seyitler,1963,30.78875,38.787083,30.79167,38.79167
4223,ERS,GranD,RESERVOIR_S_EUR,Turkey,Selevir,1965,30.717083,38.512083,30.725,38.50833
4224,ERS,GranD,RESERVOIR_S_EUR,Turkey,Mamasin,1962,34.132917,38.40375,34.125,38.40833
4225,ERS,GranD,RESERVOIR_S_EUR,Turkey,Zernek,1988,43.657083,38.355417,43.65833,38.35833
4226,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kralkizi,1997,40.017917,38.349583,40.025,38.34167
4227,ERS,GranD,RESERVOIR_S_EUR,Turkey,Sultansuyu,1992,38.050417,38.317917,38.05833,38.325
4228,ERS,GranD,RESERVOIR_S_EUR,Turkey,Dicle,1997,40.175417,38.232917,40.175,38.225
4229,ERS,GranD,RESERVOIR_S_EUR,Turkey,Karakaya,1987,39.135417,38.22875,39.14167,38.225
4230,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kovali,1988,35.14625,38.169583,35.14167,38.175
4231,ERS,GranD,RESERVOIR_S_EUR,Turkey,Cat,1996,38.309583,38.069583,38.30833,38.075
4232,ERS,GranD,RESERVOIR_S_EUR,Turkey,Devegecidi,0,0,0,-0.00833,22.75833
4233,ERS,GranD,RESERVOIR_S_EUR,Turkey,Surgu,1969,37.880417,38.032917,37.875,38.04167
4234,ERS,GranD,RESERVOIR_S_EUR,Turkey,Altinapa,1967,32.300417,37.887083,32.30833,37.875
4235,ERS,GranD,RESERVOIR_S_EUR,Turkey,Menzelet,1993,36.847083,37.67875,36.84167,37.675
4236,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kozan,1972,35.832917,37.51875,35.825,37.525
4237,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kesiksuyu,1971,36.017917,37.51125,36.025,37.50833
4238,ERS,GranD,RESERVOIR_S_EUR,Turkey,Sir,1991,36.59625,37.50375,36.59167,37.50833
4239,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kartalkaya,1971,37.24125,37.469583,37.24167,37.475
4240,ERS,GranD,RESERVOIR_S_EUR,Turkey,Ivriz,1985,34.162083,37.44875,34.15833,37.44167
4241,ERS,GranD,RESERVOIR_S_EUR,Turkey,Apa,1962,32.542083,37.362083,32.54167,37.35833
4242,ERS,GranD,RESERVOIR_S_EUR,Turkey,Ayranci,1958,33.729583,37.335417,33.725,37.34167
4243,ERS,GranD,RESERVOIR_S_EUR,Turkey,Godet,1988,33.27875,37.11625,33.275,37.10833
4244,ERS,GranD,RESERVOIR_S_EUR,Turkey,Korkuteli,1975,30.164583,37.082917,30.15833,37.075
4245,ERS,GranD,RESERVOIR_S_EUR,Turkey,Birecik,2000,37.887917,37.057917,37.89167,37.05833
4246,ERS,GranD,RESERVOIR_S_EUR,Turkey,Berdan,1984,34.887917,36.96625,34.89167,36.975
4247,ERS,GranD,RESERVOIR_S_EUR,Turkey,Hancagiz,1989,37.887917,36.957917,37.89167,36.95833
4248,ERS,GranD,RESERVOIR_S_EUR,Turkey,Oymapinar,1984,31.532917,36.912083,31.525,36.90833
4249,ERS,GranD,RESERVOIR_S_EUR,Turkey,Karkamis,1999,38.03375,36.870417,38.04167,36.875
4250,ERS,GranD,RESERVOIR_S_EUR,Turkey,Tahtakopru,1975,36.687917,36.857917,36.69167,36.85833
4251,ERS,GranD,RESERVOIR_S_EUR,Turkey,Manavgat,1987,31.517083,36.837083,31.525,36.84167
4252,ERS,GranD,RESERVOIR_S_EUR,Turkey,Kayacik,1997,37.562917,36.824583,37.575,36.825
4253,ERS,GranD,RESERVOIR_S_EUR,Turkey,Alakir,1971,30.237917,36.432917,30.24167,36.425
4254,ERS,GranD,RESERVOIR_S_EUR,Cyprus,Evretou,1986,32.47125,34.972917,32.475,34.975
4255,ERS,GranD,RESERVOIR_S_EUR,Cyprus,Yermasoyia,1968,33.084583,34.745417,33.09167,34.74167
4256,ERS,GranD,RESERVOIR_S_EUR,Cyprus,Asprokremmos,1982,32.555417,34.72875,32.55833,34.725
4257,ERS,GranD,RESERVOIR_S_EUR,Cyprus,Kouris,1988,32.917083,34.72875,32.925,34.725
4258,ERS,GranD,RESERVOIR_S_EUR,Lebanon,Karaoun,1965,35.687917,33.549583,35.69167,33.54167
