ResID,GLWD_ID,GRAND_ID,Source,LAKE_NAME,DAM_NAME,LONG_DEG,LAT_DEG,LONG_OUTLE,LAT_OUTLET,VOLUME_Gra,VOL_SRC,COUNTRY,SEC_CNTRY,RIVER,NEAR_CITY,DAM_YEAR,note,X_coord,Y_coord,X_CORRECT,Y_CORRECT,LisfloodX3,LisfloodY3,remap_com
135,3678,NA,GLWD,,Jim Gray Intake(Shute Des George- Intake),-71.16,48.79,NA,NA,NA,ICOLD_LRs,Canada,,Shipshaw,Chicoutimi,1953,,-71.15,48.75,-71.15,48.75,-71.175,48.675,correct position - centered in pixel
136,1138,NA,GLWD,,Nijam Sugar,78,18.14,NA,NA,NA,LRs,India,,Manjira,Hyderabad,1931,,77.95,18.15,77.95,18.15,77.975,18.125,remapped
137,2568,NA,GLWD,,,-37.88,-7.1,NA,NA,NA,Statistics,Brazil,,,,0,GloFAS station downsteam G1210,-37.95,-7.05,-37.95,-7.05,-37.925,-7.025,remapped
138,3636,NA,GLWD,,Ribeirao Da Prata,-43.96,-22.77,NA,NA,NA,LRs,Brazil,,Prata,Mangaratiba,1958,,-43.95,-22.75,-43.88292,-22.70042,-43.875,-22.725,remapped
139,3675,NA,GLWD,,Pedu Dam,100.82,6.24,NA,NA,NA,ICOLD_LRs,Malaysia,,S. Pedu,Alor Star,1969,"cat2, very small upstream area",100.85,6.25,100.76708,6.24125,100.775,6.225,remapped
140,1180,NA,GLWD,Dale Hollow Lake,Dale Hollow,-85.29,36.58,NA,NA,NA,ICOLD_LRs,United States,,Obey,Celina,1948,,-85.45,36.55,-85.45,36.55,-85.425,36.525,remapped
141,2551,NA,GLWD,,,-5.28,38.94,NA,NA,NA,Statistics,Spain,,,,0,GloFAS station below G1572,-5.45,38.95,-5.45,38.95,-5.475,38.925,remapped
142,1400,NA,GLWD,,Narayanpur,76.31,16.19,NA,NA,NA,ICOLD,India,,Krishna,Bijapur,1982,,76.35,16.25,76.35,16.25,76.325,16.225,shift 1 pixel west
143,2430,NA,GLWD,Lake Meredith,Sanford (Lake Meredith[res]),-101.7,35.59,NA,NA,NA,LRs,United States,,Canadian,Borger,1965,GloFAS station downsteam G0820,-101.55,35.75,-101.55,35.75,-101.575,35.725,remapped
144,3705,NA,GLWD,,Xidayang,114.77,38.75,NA,NA,NA,ICOLD_LRs,China,,Tang He,Baoding,1971,,114.75,38.75,114.75,38.75,114.775,38.725,remapped
145,2744,NA,GLWD,Almus Baraji,Ayvacik,37.02,40.36,NA,NA,NA,LRs_cor,Turkey,,Yesilirmak,Samsun,1981,"cat2, not mr, not fc",36.95,40.45,36.85,40.45,36.875,40.425,remapped
146,2481,NA,GLWD,Boysen Reservoir,,-108.2,43.3,NA,NA,NA,Statistics,United States,,,,0,"GloFAS station at dam G0642, downstream G0610",-108.15,43.45,-108.15,43.35,-108.175,43.425,remapped
147,3691,NA,GLWD,,Yuecheng,114.15,36.29,NA,NA,NA,ICOLD_LRs,China,,Zhang He,Cixian,1970,,114.15,36.25,114.15,36.25,114.225,36.275,correct position - centered in pixel
148,1183,NA,GLWD,Kemijarvi,Seitakorva,27.53,66.62,NA,NA,NA,ICOLD,Finland,,Kemijoki,Kemijarvi,1968,,27.35,66.55,27.35,66.55,27.375,66.475,remapped
149,1554,NA,GLWD,Stockton Lake,Stockton,-93.7,37.56,NA,NA,NA,ICOLD,United States,,Sac,Stockton,1969,,-93.75,37.65,-93.75,37.75,-93.775,37.675,remapped
150,2045,NA,GLWD,,McNary,-118.93,46.06,NA,NA,NA,LRs,United States,,Columbia,Umatilla,1953,,-119.25,45.95,-119.25,45.95,-119.275,45.925,remapped
151,3613,NA,GLWD,,Castelo de Bode,-8.23,39.66,NA,NA,NA,ICOLD_LRs,Portugal,,Zezere,Tomar,1951,GloFAS station downsteam G0737,-8.25,39.55,-8.25,39.55,-8.325,39.525,remapped
152,1165,NA,GLWD,Ayame,Ayame I,-3.21,5.73,NA,NA,NA,ICOLD,Ivory Coast,,Bia,Aboisso,1959,"cat2, cts",-3.15,5.55,-3.15,5.55,-3.175,5.625,remapped
153,3535,NA,GLWD,,Colbun (Cipreses Hydroelec. Sta),-71.26,-35.69,NA,NA,NA,ICOLD,Chile,,Maule,Linares,1985,,-71.35,-35.65,-71.35,-35.65,-71.325,-35.675,remapped
154,2461,NA,GLWD,,Alarcon,-2.23,39.68,NA,NA,NA,ICOLD_LRs,Spain,,Jucar,Alarcon,1955,GloFAS station below G1575,-2.15,39.55,-2.15,39.55,-2.125,39.575,remapped
155,1501,NA,GLWD,Matatila,Matatila,78.32,25.05,NA,NA,NA,ICOLD_LRs,India,,Betwa,Jhansi,1958,,78.35,25.05,78.35,25.05,78.375,25.075,remapped
156,2736,NA,GLWD,Broken Bow Lake,Broken Bow,-94.69,34.22,NA,NA,NA,ICOLD_LRs,United States,,Mountian Fork,Eagletown,1968,,-94.65,34.15,-94.65,34.15,-94.675,34.175,remapped
157,3686,NA,GLWD,,Chengbihe,106.64,23.98,NA,NA,NA,ICOLD_LRs,China,,Chengbi He,Bose,1966,,106.65,23.95,106.65,23.95,106.675,23.975,remapped
158,2395,NA,GLWD,Yardi,,40.5,10.21,NA,NA,NA,Statistics,Ethiopia,,,,0,"remove, looks like lake",40.55,10.25,40.55,10.25,40.525,10.225,remapped
159,3707,NA,GLWD,,Hub,67.14,25.28,NA,NA,NA,ICOLD,Pakistan,,Hub,Karachi,1979,"cat2, cts 3 pixels",67.15,25.25,67.05,25.25,67.125,25.275,correct position - centered in pixel
160,1218,NA,GLWD,Kikuletwa,Nyumba Ya Mungu (Nym Dam),37.41,-3.68,NA,NA,NA,ICOLD_LRs,Tanzania,,Pangani,,1966,"cat2, not fc",37.45,-3.75,37.45,-3.75,37.475,-3.775,remapped
161,1085,NA,GLWD,Walter F. George Reservoir,Walter F. George (Lock and  Dam),-85.14,31.81,NA,NA,NA,ICOLD,United States,,Chattahoochee,Fort Gains,1962,,-85.05,31.65,-85.05,31.65,-85.075,31.625,remapped
162,1693,NA,GLWD,,Wivenhoe,152.56,-27.29,NA,NA,NA,ICOLD_LRs,Australia,,Brisbane,Ipswich,1984,GloFAS station downstream G1448,152.55,-27.35,152.55,-27.35,152.625,-27.375,remapped
163,2381,NA,GLWD,,,-44.53,-21.4,NA,NA,NA,Statistics,Brazil,,,,0,,-44.55,-21.35,-44.55,-21.35,-44.625,-21.325,correct position - centered in pixel
164,2364,NA,GLWD,,,-2.75,31.57,NA,NA,NA,Statistics,Algeria,,,,0,"cat2, not mr, not fc, lake below",-2.75,31.55,-2.75,31.55,-2.775,31.525,remapped
165,841,NA,GLWD,,Ivankovo,36.38,56.69,NA,NA,NA,ICOLD_LRs,Russia,,Volga,Kalinin,1937,"cat2, many reservoirs downstream",37.15,56.75,37.15,56.75,37.125,56.725,move 1 pixel west
166,NA,413,GranD,,Minidoka,0,0,-113.48375,42.66875,117.4,GranD,United States,,Snake River,,1905,added from GranD,0,0,-113.35,42.65,-113.425,42.675,remapped
167,1916,NA,GLWD,Torrojen,Torron,13,63.88,NA,NA,NA,ICOLD_LRs,Sweden,,Indalsalven,Ostersund,1936,"cat2, not mr not fc",13.05,63.75,13.05,63.75,13.075,63.775,remapped
168,2728,NA,GLWD,,Sigalda(Thorisvatn {res}),-18.89,64.27,NA,NA,NA,LRs,Iceland,,Tungnaa,Selfoss,1977,,-18.85,64.35,-18.85,64.35,-18.925,64.325,remapped
169,2930,NA,GLWD,Tiber Reservoir,Tiber/Fresno Res?,-111.31,48.36,NA,NA,NA,ICOLD,United States,,Marias,Fresno,1956,GloFAS station below G0481,-111.15,48.35,-111.15,48.35,-111.125,48.325,remapped
170,2588,NA,GLWD,,Adiguzel,29.21,38.25,NA,NA,NA,ICOLD_LRs,Turkey,,B. Menderes,Denizli,1993,,29.25,38.15,29.15,38.15,29.225,38.175,remapped
171,3654,NA,GLWD,,Idriss,-4.65,34.14,NA,NA,NA,ICOLD,Morocco,,Inqouene,Fes,1973,"cat2, not mr, not fc",-4.75,34.15,-4.75,34.15,-4.725,34.175,remapped
172,1553,NA,GLWD,,Burrendong,149.17,-32.75,NA,NA,NA,ICOLD_LRs,Australia,,Macquarie,Wellington,1967,GloFAS station G1485,149.15,-32.75,149.05,-32.65,149.125,-32.675,remapped
173,1836,NA,GLWD,Camatague,Embalse de Guarico,-67.02,9.82,NA,NA,NA,LRs,Venezuela,,Guarico,Camatagua,1967,,-66.95,9.75,-66.95,9.75,-66.975,9.825,remapped
174,2294,NA,GLWD,Lake Keowee,,-82.89,34.87,NA,NA,NA,Statistics,United States,,,,0,,-82.95,34.75,-82.95,34.75,-82.875,34.725,res getsWaterFromWestRiverShiftTo -82.875and34_725
175,2653,NA,GLWD,,La Grande 1,-78.54,53.74,NA,NA,NA,LRs,Canada,,La Grande,Fort George,1994,"cat2, cts, 5 pixels",-78.65,53.75,-78.56708,53.73625,-78.575,53.725,remapped
176,3701,NA,GLWD,,Maroun,50.25,30.67,NA,NA,NA,ICOLD_LRs,Iran,,Maroun,Behbahan,1998,"cat2, not mr, not fc",50.25,30.65,50.25,30.65,50.375,30.725,remapped
177,1939,NA,GLWD,,Moxoto,-38.21,-9.37,NA,NA,NA,ICOLD_LRs,Brazil,,Sao Francisco,Paulo Afonso,1974,,-38.15,-9.45,-38.25,-9.35,-38.225,-9.375,correct position - centered in pixel
178,2251,NA,GLWD,Allegheny Reservoir,,-78.93,41.96,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0711,-78.95,41.85,-78.95,41.85,-78.975,41.875,remapped
179,2253,NA,GLWD,Clear Lake Reservoir,,-121.15,41.86,NA,NA,NA,Statistics,United States,,,,0,,-121.15,41.95,-121.05,41.95,-121.175,41.825,remapped
180,3674,NA,GLWD,,Hiangbizuang,114.25,38.27,NA,NA,NA,LRs,China,,Hutuo He,Huolu,1968,,114.25,38.25,114.25,38.25,114.275,38.275,remapped
181,3663,NA,GLWD,,Solis,-100.58,20.06,NA,NA,NA,ICOLD_LRs,Mexico,,Lerma,Acambaro,1949,,-100.65,20.05,-100.65,20.05,-100.675,20.075,remapped
182,3247,NA,GLWD,,Wyangala,148.98,-33.95,NA,NA,NA,ICOLD_LRs,Australia,,lachlan,Cowra,1971,,149.05,-33.95,148.95,-33.95,148.925,-33.975,remapped
183,3327,NA,GLWD,,Yahekou,112.55,33.34,NA,NA,NA,ICOLD_LRs,China,,Bai He,Nanzhao,1959,,112.65,33.25,112.65,33.25,112.625,33.325,remapped
184,3627,NA,GLWD,,Karacaoren,30.79,37.27,NA,NA,NA,LRs,Turkey,,Asagiaksu,Burdur,1989,,30.75,37.25,30.75,37.25,30.825,37.325,remapped
185,3708,NA,GLWD,Pine Flat Reservoir,Pine Flat Reservoir,-119.28,36.88,NA,NA,NA,ICOLD_LRs,United States,,Kings,Piedra,1954,,-119.35,36.85,-119.35,36.85,-119.325,36.825,remapped
186,965,NA,GLWD,,Uglich,37.89,57.28,NA,NA,NA,ICOLD,Russia,,Volga,Uglich,1940,"cat2, many reservoirs downstream",38.25,57.45,38.25,57.45,38.275,57.525,remapped
187,2215,NA,GLWD,,,80.74,7.25,NA,NA,NA,Statistics,Sri Lanka,,,,0,,80.75,7.25,80.75,7.25,80.775,7.275,remapped
188,2218,NA,GLWD,,,-5.81,41.72,NA,NA,NA,Statistics,Spain,,,,0,,-5.95,41.55,-5.95,41.55,-5.975,41.575,remapped
189,2221,NA,GLWD,Lake Corpus Christi,,-97.92,28.15,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0919,-97.85,28.05,-97.85,28.05,-97.875,28.075,remapped
190,3003,NA,GLWD,,Santa Rita,-75.18,6.28,NA,NA,NA,ICOLD_LRs,Colombia,,Nare,Medellin,1978,,-75.15,6.25,-75.15,6.25,-75.175,6.325,remapped
191,2973,NA,GLWD,,Salto Osorio,-52.68,-25.65,NA,NA,NA,ICOLD_LRs,Brazil,,Iguacu,Quedas do Iguacu,1975,GloFAS station G1438,-52.75,-25.65,-52.85,-25.65,-52.975,-25.575,remapped
192,1646,NA,GLWD,,Batman,41.16,38.22,NA,NA,NA,ICOLD,Turkey,,Batman,Diyarbakir,1999,,41.15,38.15,41.15,38.15,41.225,38.175,shift 1 pxl east
193,1974,NA,GLWD,Pathfinder Reservoir,Pathfinder,-106.94,42.39,NA,NA,NA,ICOLD_LRs,United States,,North Platte,Casper,1909,GloFAS station downstream G0662,-106.85,42.45,-106.85,42.35,-106.875,42.475,remapped
194,2208,NA,GLWD,Nong Han,,104.21,17.18,NA,NA,NA,Statistics,Thailand,,,,0,"cat2, not mr, not fc",104.25,17.15,104.25,17.15,104.275,17.175,remapped
195,2681,NA,GLWD,Seminoe Reservoir,Seminoe,-106.85,42.03,NA,NA,NA,ICOLD_LRs,United States,,North Platte,Rawlins,1939,,-106.85,42.05,-106.85,42.05,-106.875,42.125,remapped
196,3081,NA,GLWD,,An Dong,128.85,36.64,NA,NA,NA,ICOLD_LRs,South Korea,,Nakdong,Andong,1976,GloFAS station below G0816,128.85,36.55,128.85,36.65,128.775,36.575,remapped
197,3610,NA,GLWD,,Folsom,-121.12,38.77,NA,NA,NA,ICOLD_LRs,United States,,American,Sacramento,1956,,-121.15,38.75,-121.15,38.75,-121.125,38.725,remapped
198,3658,NA,GLWD,,Bailianhe,115.51,30.63,NA,NA,NA,ICOLD_LRs,China,,Xi Shui,Xishui,1960,"cat2, not mr, not fc",115.45,30.55,115.45,30.55,115.475,30.575,remapped
199,1440,NA,GLWD,,Satishaure,17.66,67.67,NA,NA,NA,ICOLD,Sweden,,Lule alv,Kiruna,1966,,18.15,67.55,18.15,67.55,18.125,67.575,remapped
200,2183,NA,GLWD,Karatomarskoye,,62.88,52.82,NA,NA,NA,Statistics,Kazakhstan,,,,0,,62.95,52.85,63.05,52.95,63.025,52.925,remapped
201,3711,NA,GLWD,,New Exchequer,-120.28,37.64,NA,NA,NA,ICOLD,United States,,Merced,Snelling,1926,,-120.25,37.55,-120.25,37.55,-120.275,37.575,remapped
202,1001,NA,GLWD,Red Indian,Exploits,-56.93,48.69,NA,NA,NA,ICOLD_LRs,Canada,,Exploits,Millertown,1928,"cat2, Newfoundland",-56.65,48.75,-56.65,48.75,-56.625,48.775,remapped
203,1522,NA,GLWD,Richard B. Russell Lake,Richard B. Russell,-82.73,34.17,NA,NA,NA,ICOLD,United States,,Savannah,Augusta,1982,,-82.65,34.05,-82.65,34.05,-82.625,34.025,remapped
204,2173,NA,GLWD,,,-86.52,33,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0876,-86.45,32.85,-86.45,32.85,-86.425,32.825,remapped
205,3687,NA,GLWD,,Serre-poncon,6.31,44.51,NA,NA,NA,ICOLD_LRs,France,,Durance,Cap,1960,"cat2, not mr, not fc",6.25,44.45,6.25,44.45,6.275,44.475,remapped
206,763,NA,GLWD,Bloemhofdam,Bloemhofdam (Oppermansdrift),25.67,-27.69,NA,NA,NA,ICOLD_LRs,South Africa,,Vaal,Bloemhof,1970,,25.65,-27.65,25.65,-27.65,25.625,-27.675,remapped
207,2143,NA,GLWD,Lake Limestone,,-96.36,31.41,NA,NA,NA,Statistics,United States,,,,0,,-96.35,31.35,-96.35,31.35,-96.325,31.375,remapped
208,3635,NA,GLWD,,Des Joachims,-77.46,46.09,NA,NA,NA,ICOLD_LRs,Canada,,Ottawa,Ottawa,1950,GloFAS station below G0581,-77.35,46.05,-77.65,46.15,-77.725,46.175,remapped
209,3710,NA,GLWD,,Stinca Costesti,27.26,47.76,NA,NA,NA,ICOLD,Romania,Moldova,Prut,Botosani,1979,,27.25,47.75,27.25,47.75,27.225,47.825,remapped
210,392,NA,GLWD,Cabonga,Cabonga,-76.56,47.29,NA,NA,NA,ICOLD_LRs,Canada,,Genes de Terre,Mt. Laurier,1957,,-76.35,47.15,-76.45,47.25,-76.475,47.325,remapped
211,1963,NA,GLWD,Repressa Billings,Rio Grande (Billings Res.),-46.59,-23.79,NA,NA,NA,ICOLD,Brazil,,Grande,Sao Paulo,1928,,-46.65,-23.75,-46.65,-23.75,-46.625,-23.775,remapped
212,3324,NA,GLWD,San Carlos Reservoir,Coolidge,-110.32,33.2,NA,NA,NA,ICOLD,United States,,Gila,Winkelman,1929,,-110.45,33.15,-110.45,33.15,-110.475,33.175,remapped
213,3625,NA,GLWD,,Demirkopru,28.39,38.68,NA,NA,NA,LRs,Turkey,,Gediz,Manisa,1960,GloFAS station downstream G0765,28.35,38.65,28.35,38.65,28.325,38.625,remapped
214,2072,NA,GLWD,,,77.49,23.48,NA,NA,NA,Statistics,India,,,,0,"cat2, not mr, not fc",77.55,23.45,77.55,23.45,77.525,23.475,remapped
215,2063,NA,GLWD,Buendia,,-2.72,40.39,NA,NA,NA,Statistics,Spain,,,,0,GloFAS station below G1576,-2.75,40.45,-2.75,40.35,-2.775,40.375,remapped
216,911,NA,GLWD,Porttipahta,Porttipahdan/Tekorjarvi Lake,26.67,68.07,NA,NA,NA,ICOLD_LRs,Finland,,Kitinen,Ivalo,1970,,26.75,67.95,26.75,67.95,26.725,67.975,remapped
217,1203,NA,GLWD,,Aras,45.22,39.2,NA,NA,NA,ICOLD_LRs,Iran,Azerbaijan,Aras,,1970,GloFAS station below G0728,45.35,39.15,45.35,39.15,45.375,39.125,remapped
218,2039,NA,GLWD,Senanayake Samudra,,81.49,7.18,NA,NA,NA,Statistics,Sri Lanka,,,,0,"cat2, cts, 2 pixels",81.55,7.25,81.55,7.25,81.525,7.225,remapped
219,2043,NA,GLWD,Maramsilli,,81.45,20.56,NA,NA,NA,Statistics,India,,,,0,,81.45,20.55,81.55,20.65,81.575,20.625,remapped
220,2133,NA,GLWD,Strawberry Reservoir,Soldier Creek,-111.15,40.18,NA,NA,NA,ICOLD,United States,,Strawberry,Duchesne,1973,GloFAS station below G0724,-111.05,40.15,-111.05,40.15,-111.025,40.125,remapped
221,2704,NA,GLWD,,Mactaquac,-66.01,45.76,NA,NA,NA,ICOLD,Canada,,St. John,Fredericton,1968,GloFAS station below G0561,-66.05,45.65,-66.85,45.95,-66.875,45.975,remapped
222,3316,NA,GLWD,,Copeton,150.97,-29.94,NA,NA,NA,ICOLD_LRs,Australia,,GWydir,Inverell,1976,GloFAS station below G1463,150.95,-29.95,150.95,-29.95,150.925,-29.925,remapped
223,1782,NA,GLWD,Khrishnaraja,Krisharaja Sagar,76.49,12.47,NA,NA,NA,ICOLD_LRs,India,,Cauvery,Mysore,1932,,76.55,12.45,76.55,12.45,76.525,12.425,remapped
224,3547,NA,GLWD,,Maithon Res.,86.79,23.84,NA,NA,NA,ICOLD_LRs,India,,Barakar,Asansol,1957,,86.75,23.85,86.75,23.85,86.825,23.825,remapped
225,3586,NA,GLWD,,Bin El Ouidane,-6.41,32.1,NA,NA,NA,ICOLD,Morocco,,El Abid,Beni Mellal,1953,"cat2, not mr, not fc, other rd",-6.45,32.05,-6.45,32.05,-6.475,32.125,remapped
226,3671,NA,GLWD,Lake Owyhee,Owyhee,-117.35,43.48,NA,NA,NA,ICOLD_LRs,United States,,Owyhee,Nyssa,1932,GloFAS station G0636,-117.25,43.65,-117.25,43.65,-117.225,43.625,remapped
227,3698,NA,GLWD,,Yellowtail,-108.08,45.23,NA,NA,NA,ICOLD,United States,,Bighorn,Hardin,1966,GloFAS station downstream G0556,-108.05,45.25,-107.95,45.35,-107.975,45.325,remapped
228,1507,NA,GLWD,Lake McConaughy,Kingsley,-101.85,41.26,NA,NA,NA,ICOLD,United States,,North Platte,Keystone,1941,GloFAS station below G0695,-101.65,41.25,-101.75,41.25,-101.725,41.225,remapped
229,3614,NA,GLWD,,Venustiano Carranza(Dn. Martin),-100.67,27.49,NA,NA,NA,ICOLD_LRs,Mexico,,Salado,Anahuac,1932,,-100.65,27.45,-100.65,27.45,-100.625,27.475,remapped
230,2830,NA,GLWD,,Kilickaya,38.11,40.23,NA,NA,NA,ICOLD_LRs,Turkey,,Kelkit,Sivas,1989,"cat2, not mr, not fc",38.05,40.25,38.05,40.25,38.075,40.225,remapped
231,3492,NA,GLWD,,Jaguari Dike (Jaguari Res.),-46.1,-23.2,NA,NA,NA,ICOLD_LRs,Brazil,,Jaguari,Jacarei,1972,,-46.05,-23.25,-46.05,-23.25,-46.025,-23.175,remapped
232,3611,NA,GLWD,,Bang Lang,101.3,6.09,NA,NA,NA,ICOLD,Thailand,,Pattani,Yala,1981,,101.25,6.15,101.25,6.15,101.275,6.175,remapped
233,3640,NA,GLWD,,Prado,-74.85,3.8,NA,NA,NA,ICOLD_LRs,Colombia,,Prado,Ibague,1971,,-74.85,3.75,-74.85,3.75,-74.875,3.775,correct position - centered in pixel
234,1288,NA,GLWD,Smith Mountain Lake,Smith Mountain,-79.65,37.11,NA,NA,NA,ICOLD_LRs,United States,,Roanoke,Altavista,1963,,-79.45,37.05,-79.45,37.05,-79.525,37.025,remapped
235,1610,NA,GLWD,,Pavlovskay,56.74,55.62,NA,NA,NA,ICOLD_LRs,Russia,,Ufa,Ufa,1959,"cat2, not mr not fc many rd",56.55,55.45,56.55,55.45,56.575,55.425,remapped
236,546,NA,GLWD,Lake Pend Oreille,Albeni Falls,-116.44,48.13,NA,NA,NA,ICOLD_LRs,United States,,Pend Oreille,"Newport, WA",1955,"Glofas station below G0432, above G0474",-116.65,48.25,-116.95,48.15,-116.975,48.175,remapped
237,2237,NA,GLWD,,Estreito,-47.25,-20.14,NA,NA,NA,ICOLD_LRs,Brazil,,Grande,Pedregulho,1969,,-47.45,-20.05,-47.45,-20.05,-47.275,-20.175,remapped
238,2785,NA,GLWD,,Laguna Del Maule,-70.51,-36.06,NA,NA,NA,ICOLD_LRs,Chile,,Maule,Talca,1957,"cat2, very small upsteam area",-70.55,-36.05,-70.55,-36.05,-70.575,-36.025,correct position - centered in pixel
239,686,NA,GLWD,Lam Pao,Lam Pao,103.47,16.77,NA,NA,NA,ICOLD_LRs,Thailand,,Lam Pao,Udon Thani,1970,,103.45,16.55,103.45,16.65,103.475,16.625,remapped
240,1947,NA,GLWD,Lake Havasu,,-114.34,34.45,NA,NA,NA,Statistics,United States,,,,0,,-114.25,34.35,-114.35,34.45,-114.125,34.275,relocate-144_125and34_275WaterFromEastToo
241,3357,NA,GLWD,,CerronGrande (Silencio),-88.51,13.72,NA,NA,NA,ICOLD_LRs,El Salvador,,Lempa,Hutyapa,1973,,-88.55,13.75,-88.55875,13.62375,-88.525,13.675,remapped
242,2108,NA,GLWD,Kyle,Kyle,30.92,-20.19,NA,NA,NA,ICOLD_LRs,Zimbabwe,,Mtilikwe,Masvingo,1960,"cat2, not main river, not flood control purpose",31.05,-20.25,31.05,-20.25,31.025,-20.225,remapped
243,1936,NA,GLWD,Moyingyi,,96.61,17.55,NA,NA,NA,Statistics,Burma,,,,0,"cat2, cts",96.65,17.55,96.65,17.55,96.675,17.525,remapped
244,3474,NA,GLWD,,Hidkal (Chataprabha Project),74.96,15.79,NA,NA,NA,ICOLD,India,,Chataprabha,Belgaum,1979,,74.95,15.75,75.15,15.85,75.075,15.825,remapped
245,1406,NA,GLWD,Fairbairn,Fairbairn,148.03,-23.71,NA,NA,NA,ICOLD_LRs,Australia,,Nogoa,Emerald,1972,GloFAS station downstream G1421,148.05,-23.65,148.05,-23.65,148.075,-23.675,remapped
246,1938,NA,GLWD,McIlwaine,,30.52,-17.81,NA,NA,NA,Statistics,Zimbabwe,,,,0,"cat2, other reservoir downstream",30.55,-17.85,30.55,-17.85,30.525,-17.825,correct position - centered in pixel
247,2597,NA,GLWD,Lake Travis,Marshall Ford,-98.09,30.46,NA,NA,NA,LRs,United States,,Colorado,Austin,1942,GloFAS station below G0904,-97.95,30.35,-97.95,30.35,-97.925,30.375,remapped
248,2992,NA,GLWD,Valdecanas,Valdecanas,-5.38,39.82,NA,NA,NA,ICOLD_LRs,Spain,,Tajo,Belvis,1964,,-5.45,39.85,-5.55,39.85,-5.575,39.775,remapped
249,376,NA,GLWD,Lokan Terkojarvi,Lokka,27.77,67.97,NA,NA,NA,ICOLD_LRs,Finland,,Luiro,Ivalo,1967,,27.55,67.85,27.55,67.85,27.775,67.825,shift 1 pixel east
250,3721,NA,GLWD,,New Melones,-120.52,37.98,NA,NA,NA,ICOLD,United States,,Stanislaus,Modesto,1979,,-120.55,37.95,-120.55,37.95,-120.525,37.975,correct position
251,1890,NA,GLWD,Falls Lake Reservoir,,-78.71,36.03,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0827,-78.65,35.95,-78.65,35.85,-78.575,35.975,remapped
252,1882,NA,GLWD,,,33.3,-24.46,NA,NA,NA,Statistics,Mozambique,,,,0,"cat2, close to sea",33.45,-24.55,33.45,-24.55,33.425,-24.525,remapped
253,375,NA,GLWD,Flathead Lake,Keer,-114.18,47.89,NA,NA,NA,LRs,United States,,Flathead,Dixon,1938,GloFAS station G0494,-114.15,47.75,-114.15,47.75,-114.175,47.725,remapped
254,1316,NA,GLWD,,Panchet Hill Res.,86.61,23.65,NA,NA,NA,ICOLD_LRs,India,,Damodar,Asansol,1959,,86.75,23.65,86.65804,23.65833,86.725,23.675,remapped
255,1842,NA,GLWD,Lake Ray Hubbard,,-96.5,32.9,NA,NA,NA,Statistics,United States,,,,0,,-96.55,32.85,-96.55,32.85,-96.525,32.825,remapped
256,1844,NA,GLWD,Krasnooskol'skoye,,37.55,49.35,NA,NA,NA,Statistics,Ukraine,,,,0,,37.55,49.25,37.55,49.25,37.525,49.225,remapped
257,3690,NA,GLWD,,Mequinenza,0.11,41.35,NA,NA,NA,ICOLD_LRs,Spain,,Ebro,Mequinenza,1966,GloFAS station downstream G1577,0.15,41.35,0.15,41.35,0.225,41.375,remapped
258,1455,NA,GLWD,Norfork Lake,Norfork,-92.23,36.42,NA,NA,NA,LRs,United States,,N. Fork of White,Northfork,1944,,-92.25,36.25,-92.25,36.25,-92.225,36.275,remapped
259,1833,NA,GLWD,Vileiskoye,,27.13,54.48,NA,NA,NA,Statistics,Belarus,,,,0,"cat2, not mr, not fc",26.95,54.45,26.95,54.45,26.975,54.475,remapped
260,2230,NA,GLWD,,Kadana Dam,73.75,23.27,NA,NA,NA,ICOLD_LRs,India,,Mahi,Santrampur,1978,,73.75,23.25,73.75,23.25,73.825,23.275,remapped
261,1014,NA,GLWD,Revue,Chicamba Real,33.08,-19.12,NA,NA,NA,ICOLD_LRs,Mozambique,,Revue,Chimoio,1959,,33.15,-19.15,33.15,-19.15,33.175,-19.175,gathers h20 from south too
262,813,NA,GLWD,Petit Manicouagan,Hart Jaune,-67.78,51.85,NA,NA,NA,ICOLD_LRs,Canada,,Hart Jaune,Gagnon,1960,,-67.95,51.75,-67.85,51.85,-67.775,51.825,remapped
263,1824,NA,GLWD,,,-92.3,44.51,NA,NA,NA,Statistics,United States,,,,0,"remove, not a reservoir",-92.15,44.45,-92.15,44.45,-92.075,44.425,res is after inflow of river
264,1777,NA,GLWD,Quabbin Reservoir,Quabbin Reservoir,-72.31,42.41,NA,NA,NA,ICOLD_LRs,United States,,Beaver Brook,Ware,1938,,-72.35,42.35,-72.35,42.35,-72.325,42.325,remapped
265,1177,NA,GLWD,Tana,Masinga,37.46,-0.87,NA,NA,NA,ICOLD_LRs,Kenya,,Tana,Embu,1980,,37.65,-0.85,37.65,-0.85,37.575,-0.875,remapped
266,3677,NA,GLWD,,Quiminha,13.71,-8.99,NA,NA,NA,ICOLD_LRs,Angola,,Bengo,Cabiri,1975,"cat2, close to sea",13.65,-8.95,13.65,-8.95,13.825,-8.975,shift res to 13.825 and -8_975
267,1866,NA,GLWD,Banks Lake,North (Banks Lake),-119.22,47.78,NA,NA,NA,LRs,United States,,Offstam,Grand Coulee,1951,,-119.05,47.95,-119.05,47.95,-119.025,47.925,remapped
