ResID,GLWD_ID,GRAND_ID,Source,LAKE_NAME,DAM_NAME,LONG_DEG,LAT_DEG,LONG_OUTLE,LAT_OUTLET,VOLUME_Gra,VOL_SRC,COUNTRY,SEC_CNTRY,RIVER,NEAR_CITY,DAM_YEAR,note,X_coord,Y_coord,X_CORRECT,Y_CORRECT,LisfloodX3,LisfloodY3,remap_com
399,379,NA,GLWD,Cerros Colorados,Loma De La Lata (Los Barreales Res.),-68.73,-38.58,NA,NA,NA,ICOLD_cor,Argentina,,Neuquen,Centenario,1977,"cat2, ldd wrong, too small uparea",-68.55,-38.55,-68.64931,-38.55485,-68.675,-38.525,remapped
400,1104,NA,GLWD,Lake Norman,,-80.96,35.61,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0845,-80.95,35.45,-80.95,35.45,-80.925,35.475,remapped
401,2234,NA,GLWD,,Koyna (Shivaji Sagar),73.76,17.6,NA,NA,NA,ICOLD_LRs,India,,Koyna,Karad,1961,"cat2, not mr, not fc",73.75,17.45,73.75,17.45,73.775,17.425,remapped
402,1097,NA,GLWD,,,-68.76,-35.05,NA,NA,NA,Statistics,Argentina,,,,0,,-68.65,-35.05,-68.65,-35.05,-68.675,-35.025,remapped
403,1219,NA,GLWD,Jayakwadi,Paithan (Jayakvadi Stage I),75.21,19.54,NA,NA,NA,LRs,India,,Godavari,Aurangabad,1976,,75.35,19.45,75.35,19.45,75.375,19.475,remapped
404,585,NA,GLWD,,Princon del Bonete,-57.36,-33.1,NA,NA,NA,ICOLD_LRs,Uruguay,,Negro,Mercedes,1983,,-57.45,-33.05,-57.45,-33.05,-57.425,-33.075,remapped
405,1657,NA,GLWD,,Siruar,99.23,2.5,NA,NA,NA,ICOLD,Indonesia,,Asahan,Medan,1981,,99.25,2.55,99.25,2.55,99.275,2.525,remapped
406,441,NA,GLWD,Eufaula Lake,Eufaula,-95.69,35.21,NA,NA,NA,ICOLD,United States,,Canadian,Whitefield,1964,GloFAS station below G0829,-95.45,35.25,-95.45,35.25,-95.375,35.325,remapped
407,2835,NA,GLWD,,So Yang Gang,127.92,37.96,NA,NA,NA,ICOLD_LRs,South Korea,,Han,Chuncheon,1973,,127.85,37.95,127.85,37.95,127.825,37.925,remapped
408,3704,NA,GLWD,,Panjiakou,118.28,40.46,NA,NA,NA,ICOLD_LRs,China,,Luan He,Tangshan,1979,,118.25,40.45,118.25,40.45,118.275,40.425,remapped
409,1052,NA,GLWD,Banda Nwanta,,-2.29,8.32,NA,NA,NA,Statistics,Ghana,,,,0,GloFAS station below G1078,-2.15,8.15,-2.15,8.15,-2.225,8.275,remapped
410,1043,NA,GLWD,Chozrayskoye,,44.4,45.55,NA,NA,NA,Statistics,Russia,,,,0,"cat2, not mr, not fc",44.65,45.45,44.65,45.45,44.625,45.475,remapped
411,192,NA,GLWD,Il'Men',Volkhov,31.3,58.3,NA,NA,NA,ICOLD_LRs,Russia,,Volkhov,Volkhov,1926,"remove, looks like a lake",31.25,58.45,31.25,58.45,31.275,58.475,remapped
412,1460,NA,GLWD,,Dniester,28.98,47.73,NA,NA,NA,ICOLD_LRs,Moldova,Ukraine,Dniester,Mogilev-Podol'sk,0,GloFas station below G0525,29.05,47.35,29.15,47.25,29.125,47.275,remapped
413,1591,NA,GLWD,,Derbendikhan,45.84,35.19,NA,NA,NA,ICOLD_LRs,Iraq,Iran,Diyala,Sulaymaniya,1961,,45.75,35.15,45.75,35.15,45.725,35.125,remapped
414,2758,NA,GLWD,,Xijin,109.26,22.68,NA,NA,NA,ICOLD,China,,Yu Jiang,Hengxian,1964,,109.25,22.65,109.25,22.65,109.275,22.675,correct position
415,2772,NA,GLWD,,Pantabangan,121.14,15.85,NA,NA,NA,ICOLD_LRs,Philippines,,Upper Pamanga,Cabanatuan,1977,,121.15,15.85,121.15,15.85,121.125,15.825,remapped
416,2229,NA,GLWD,,Segredo,-52.08,-25.93,NA,NA,NA,ICOLD_LRs,Brazil,,Iguaca,Pinhao,1993,,-52.15,-25.95,-52.15,-25.95,-52.075,-25.925,correct position
417,2267,NA,GLWD,Clair Engle Lake,Trinity,-122.69,40.94,NA,NA,NA,ICOLD_LRs,United States,,Trinity,Redding,1962,,-122.75,40.85,-122.75,40.85,-122.775,40.825,remapped
418,1026,NA,GLWD,American Falls Reservoir,,-112.75,42.92,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0658,-112.85,42.85,-112.85,42.85,-112.875,42.775,remapped
419,1131,NA,GLWD,Novillo,Plutarco Elias Calles (el Novillo),-109.57,29.15,NA,NA,NA,ICOLD_LRs,Mexico,,El Yaqui,Hermosillo,1964,,-109.65,29.05,-109.65,29.05,-109.625,29.025,remapped
420,996,NA,GLWD,Hume,Hume,147.05,-36.1,NA,NA,NA,ICOLD_LRs,Australia,,Murray,Albury,1936,,147.05,-36.05,146.95,-36.15,147.025,-36.075,remapped
421,601,NA,GLWD,Tshchikskoye,Krasnodar,39.34,45.04,NA,NA,NA,ICOLD_LRs,Russia,,Kuban,Krasnodar,1975,"GloFAS station G0594, other below G0592",39.05,44.95,39.25,44.95,39.175,44.975,remapped
422,NA,405,GranD,,C.J. Strike,0,0,-115.97375,42.949583,304.7,GranD,United States,,Snake River,,1952,"added from GranD, GloFAS station below G0647",0,0,-116.05,42.95,-115.975,42.925,"shift S, gets waters from river arriving from se"
423,598,NA,GLWD,J. Strom Thurmond Lake,Clark Hill,-82.3,33.79,NA,NA,NA,LRs,United States,,Savannah,Augusta,1953,,-82.25,33.65,-82.25,33.65,-82.225,33.675,remapped
424,3656,NA,GLWD,,Wuyaowu,103.57,29.44,NA,NA,NA,LRs,China,,Dadu He,Leshan,1972,"remove, cannot see in googlemaps, not GranD",103.65,29.55,103.65,29.55,103.625,29.475,remapped
425,183,NA,GLWD,Bariri,Nova Avanhandava,-49.29,-21.6,NA,NA,NA,ICOLD_LRs,Brazil,,Tiete,Birigui,1982,,-50.15,-21.15,-50.15,-21.15,-50.175,-21.125,improve recieves water from nord
426,1343,NA,GLWD,Cabra Corral,Gral. M. Gelgrano(Cabra Corral Res.),-65.39,-25.29,NA,NA,NA,ICOLD_LRs,Argentina,,Juramento,Coronel Moldes,1973,,-65.35,-25.25,-65.35,-25.25,-65.325,-25.275,correct position
427,1005,NA,GLWD,,,-56.63,-32.78,NA,NA,NA,Statistics,Uruguay,,,,0,,-56.75,-32.85,-56.75,-32.85,-56.825,-32.875,remapped
428,1775,NA,GLWD,,Karoon,49.66,32.18,NA,NA,NA,ICOLD,Iran,,Karun,Masjed Sociman,1975,"cat2, not mr, not fc",49.65,32.05,49.65,32.05,49.625,32.075,remapped
429,703,NA,GLWD,Hartwell Lake,Hartwell,-82.85,34.51,NA,NA,NA,LRs,United States,,Savannah,Augusta,1960,,-82.85,34.35,-82.85,34.35,-82.825,34.375,remapped
430,1543,NA,GLWD,,Pte. Adolfo Lopez Mateos (Humaya),-107.42,25.21,NA,NA,NA,ICOLD_LRs,Mexico,,Humaya,Culiacan,1964,GloFAS station downsteam G0929,-107.45,25.15,-107.45,25.15,-107.375,25.125,remapped
431,809,NA,GLWD,,Jose Maria Oriol (Alcantara II),-6.81,39.76,NA,NA,NA,ICOLD_LRs,Spain,,Tajo,Alcantara,1969,,-6.85,39.75,-6.85,39.75,-6.875,39.725,remapped
432,3646,NA,GLWD,,Lazaro Cardenas (El Palmito),-105.05,25.62,NA,NA,NA,ICOLD_LRs,Mexico,,Nazas,C.Lerdo,1947,,-105.05,25.55,-105.05,25.55,-105.025,25.575,remapped
433,638,NA,GLWD,Tiete,Barra Bonita,-48.24,-22.7,NA,NA,NA,ICOLD_LRs,Brazil,,Tiete,Barra Bonita,1963,,-48.45,-22.55,-48.45,-22.55,-48.425,-22.575,remapped
434,581,NA,GLWD,Split,Jenpeg,-96.25,56.18,NA,NA,NA,ICOLD_cor,Canada,,Nelson,Thompson,1975,GloFAS station G0238,-95.85,56.25,-96.05,56.25,-95.975,56.275,remapped
435,348,NA,GLWD,,Mape,11.31,6.18,NA,NA,NA,ICOLD_LRs,Cameroon,,Mape,Banyo,1988,"remove, cat2, not mr, not fc",11.25,6.05,11.25,6.05,11.275,6.025,remapped
436,1434,NA,GLWD,Alvara  Obregon,Alvaro Obregon (Oviachic),-109.8,27.97,NA,NA,NA,ICOLD_LRs,Mexico,,Yaqui,Obregon,1952,,-109.85,27.85,-109.85,27.85,-109.875,27.875,remapped
437,1284,NA,GLWD,R.K.Roux,P K Le Roux,24.89,-30.18,NA,NA,NA,ICOLD_LRs,South Africa,,Orange,Petrusville,1977,,24.75,-30.05,24.75,-30.05,24.775,-29.975,remapped
438,655,NA,GLWD,Iriklinskoye,Irika,58.82,51.95,NA,NA,NA,ICOLD_LRs,Russia,,Ural,Orsk,1958,GloFAS station downstream G0342,58.65,51.65,58.65,51.65,58.625,51.675,remapped
439,2921,NA,GLWD,,John Day,-120.13,45.78,NA,NA,NA,LRs,United States,,Columbia,Arlington,1968,,-120.55,45.75,-120.65,45.75,-120.725,45.725,remapped
440,1834,NA,GLWD,,Lac Ste. Anne South Dyke,-67.84,50.2,NA,NA,NA,ICOLD,Canada,,Toulnustouc,Godbout,1958,,-67.95,50.15,-67.95,50.15,-67.925,50.125,remapped
441,567,NA,GLWD,Falcon Reservoir,International Falcon Lake,-99.26,26.76,NA,NA,NA,ICOLD,Mexico,United States,Rio Grande,Rio Grande City,1954,GloFAS station below G0926,-99.15,26.55,-99.15,26.55,-99.175,26.575,remapped
442,589,NA,GLWD,Lake Texoma,Denison,-96.64,33.92,NA,NA,NA,LRs,United States,,Red,Hedrix,1944,GloFAS station G0854,-96.55,33.85,-96.65,33.85,-96.625,33.875,remapped
443,2666,NA,GLWD,Miguel Hidalgo,Miguel Hidalgo (El Mahone),-108.53,26.63,NA,NA,NA,ICOLD_LRs,Mexico,,Rio Fuerte,El Fuerte,1956,GloFAS station below G0925,-108.55,26.55,-108.55,26.55,-108.575,26.525,remapped
444,945,NA,GLWD,Kayrakkumskoye,,61.32,37.18,NA,NA,NA,Statistics,Turkmenistan,,,,0,"cat2, not mr, not fc",61.35,37.25,61.35,37.25,61.275,37.225,remapped
445,823,NA,GLWD,,Dnieper,35.21,48.24,NA,NA,NA,ICOLD,Ukraine,,Dnieper,Zaporozhie,1932,GloFAS station below G0483,35.15,47.95,35.15,47.95,35.125,47.925,remapped
446,842,NA,GLWD,Table Rock Lake,Table Rock,-93.57,36.59,NA,NA,NA,ICOLD_LRs,United States,,White,Branson,1959,GloFAS station     below G0800,-93.25,36.55,-93.25,36.55,-93.325,36.625,remapped
447,937,NA,GLWD,Rana Pratap,,75.6,24.82,NA,NA,NA,Statistics,India,,,,0,,75.55,24.95,75.55,24.95,75.575,24.925,remapped
448,1170,NA,GLWD,Great,Miena rockfill (Great Lake (res)),146.75,-41.89,NA,NA,NA,ICOLD_LRs,Australia,,Shannon,Launceston,1967,,146.75,-41.95,146.75,-41.95,146.725,-41.975,remapped
449,931,NA,GLWD,Robert S. Kerr Reservoir,,-94.95,35.38,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0835,-94.75,35.35,-94.75,35.35,-94.775,35.325,remapped
450,1374,NA,GLWD,,Eildon,145.88,-37.18,NA,NA,NA,ICOLD_LRs,Australia,,Goulburn,Alexandra,1927,"cat2, not mr, not fc",145.95,-37.25,145.95,-37.25,145.925,-37.225,remapped
451,2505,NA,GLWD,,Geheyin,111.07,30.43,NA,NA,NA,ICOLD_LRs,China,,Qingjiang,Changyang,1994,,111.15,30.45,111.15,30.45,111.125,30.475,remapped
452,926,NA,GLWD,Calueque,,14.61,-17.24,NA,NA,NA,Statistics,Angola,Namibia,,,0,,14.25,-17.35,14.25,-17.35,14.225,-17.375,remapped
453,258,NA,GLWD,Paduskoye More,Kniazaya Guba,30.86,68.38,NA,NA,NA,ICOLD_LRs,Russia,,Kovda,Murmansk,1955,"cat2, cts",31.65,68.65,31.65,68.65,31.725,68.625,remapped
454,2479,NA,GLWD,,Dez,48.49,32.7,NA,NA,NA,ICOLD,Iran,,Dez,Dezful,1962,"cat2, not mr, not fc",48.45,32.65,48.45,32.65,48.475,32.625,remapped
455,2046,NA,GLWD,,Zhexi,110.98,28.16,NA,NA,NA,ICOLD_LRs,China,,Zi Shui,Yiyang,1961,,111.15,28.35,111.15,28.35,111.125,28.325,remapped
456,362,NA,GLWD,Sam Rayburn Reservoir,Sam Rayburn,-94.36,31.26,NA,NA,NA,ICOLD_LRs,United States,,Angelina,Evadale,1965,GloFAS station below G0901,-94.15,31.05,-94.15,31.05,-94.125,31.075,remapped
457,NA,NA,GLWD,,Salto Caxias,0,0,NA,NA,NA,,,,Iguacu,,1999,"GloFAS station below G1439, added from GranD",0,0,-53.45,-25.55,-53.525,-25.525,remapped
458,984,NA,GLWD,Real,Passo Real,-53.15,-28.88,NA,NA,NA,ICOLD_LRs,Brazil,,Jacui,Cruz Alta,1973,,-53.15,-29.05,-53.15,-29.05,-53.175,-29.075,res gets water from NW too
459,553,NA,GLWD,,Jupia,-51.53,-20.59,NA,NA,NA,ICOLD_LRs,Brazil,,Parana,Tres Lagoas,1968,,-51.65,-20.75,-51.65,-20.75,-51.625,-20.775,remapped
460,436,NA,GLWD,Kiyevskoye,Kiev,30.48,50.82,NA,NA,NA,ICOLD_LRs,Ukraine,,Dnieper,Kiev,1964,,30.45,50.65,30.45,50.65,30.525,50.625,remapped
461,528,NA,GLWD,Tungabhadra,Tungabhadra,76.13,15.2,NA,NA,NA,ICOLD,India,,Tungabhadra,Hospet,1957,,76.35,15.25,76.35,15.25,76.325,15.275,remapped
462,659,NA,GLWD,Bull Shoals Lake,Bull Shoals,-92.63,36.54,NA,NA,NA,ICOLD_LRs,United States,,White,Cotter,1951,GloFAS station below G0825,-92.55,36.35,-92.55,36.35,-92.575,36.375,remapped
463,1490,NA,GLWD,,Al Wahda,-5.34,34.77,NA,NA,NA,ICOLD_LRs,Morocco,,Ouegha,Lel Rhouiba,1996,,-5.25,34.75,-5.25,34.55,-5.175,34.625,remapped
464,3029,NA,GLWD,,Xingo,-37.72,-9.66,NA,NA,NA,ICOLD_LRs,Brazil,,Sao Francisco,Caninde,1994,,-37.65,-9.65,-37.75,-9.65,-37.775,-9.625,remapped
465,824,NA,GLWD,Lake Moultrie,,-80.07,33.31,NA,NA,NA,Statistics,United States,,,,0,"cat2, ldd not repres., should get inflow from ups",-79.95,33.25,-80.05,33.25,-80.025,33.275,remapped
466,770,NA,GLWD,Adjuntas,Vicente Guerrero,-98.78,23.96,NA,NA,NA,ICOLD_LRs,Mexico,,Soto la Marina,Padilla,1971,,-98.75,24.05,-98.66625,23.95875,-98.675,23.975,remapped
467,1851,NA,GLWD,,Yunfeng,127.42,42.57,NA,NA,NA,ICOLD_LRs,China,,Yalu Jiang,Jian,1970,,127.25,42.65,127.25,42.65,127.225,42.725,remapped
468,3237,NA,GLWD,,La Boquilla,-105.51,27.53,NA,NA,NA,ICOLD_LRs,Mexico,,C.Camargo,Chihuahua,1916,,-105.45,27.55,-105.45,27.55,-105.425,27.525,remapped
469,401,NA,GLWD,,Bayano,-78.65,9.1,NA,NA,NA,ICOLD_LRs,Panama,,Bayano,Panama City,1975,GloFAS station G1069,-78.85,9.15,-78.85,9.15,-78.875,9.175,remapped
470,802,NA,GLWD,,,-12.62,16.15,NA,NA,NA,Statistics,Mauritania,,,,0,"cat2, not mr, not fc",-12.65,16.15,-12.65,16.15,-12.675,16.175,remapped
471,2711,NA,GLWD,,Dartmouth,147.62,-36.63,NA,NA,NA,ICOLD_LRs,Australia,,Mitta-Mitta,Tallangatta,1979,,147.55,-36.55,147.55,-36.55,147.525,-36.575,remapped
472,461,NA,GLWD,Kayrakkumskoye,Kairakkum,70.06,40.32,NA,NA,NA,ICOLD_LRs,Tajikistan,,Syr-Daria,Leninabad,1957,,69.85,40.25,69.85,40.25,69.825,40.275,remapped
473,923,NA,GLWD,,Serebrianka N 1,35.36,68.46,NA,NA,NA,ICOLD_LRs,Russia,,Voroniya,Murmansk,1970,"cat2, cts",35.55,68.85,35.55,68.85,35.525,68.825,remapped
474,775,NA,GLWD,,,-7.34,38.43,NA,NA,NA,Statistics,Portugal,Spain,,,0,GloFAS station below G0779,-7.45,38.25,-7.45,38.25,-7.475,38.225,remapped
475,1101,NA,GLWD,,Wuqiangxi,110.74,28.7,NA,NA,NA,LRs,China,,Yuan Shui,Yuanling,1996,,110.75,28.75,110.75,28.75,110.925,28.775,remapped
476,774,NA,GLWD,,,35.34,-6.76,NA,NA,NA,Statistics,Tanzania,,,,0,"cat2,not mr, not fc",35.45,-6.65,35.45,-6.65,35.925,-7.125,shift res to 35_925 and -7_125
477,1346,NA,GLWD,,Manicouagan 2,-68.42,49.48,NA,NA,NA,LRs,Canada,,Manicouagan,Baie Comeau,1964,GloFAS station G0425,-68.35,49.35,-68.35,49.35,-68.375,49.325,remapped
478,2123,NA,GLWD,Hungry Horse Reservoir,Hungry Horse,-113.78,48.18,NA,NA,NA,ICOLD_LRs,United States,,S. Fork Flathead,Columbia,1953,,-113.95,48.25,-113.95,48.25,-114.025,48.325,remapped
479,2194,NA,GLWD,Dworshak Reservoir,Dworshak,-116,46.69,NA,NA,NA,ICOLD,United States,,Clearwater,Orofino,1973,GloFAS station below G0539,-116.25,46.55,-116.25,46.55,-116.275,46.525,remapped
480,660,NA,GLWD,,Acaray,-55.23,-25.22,NA,NA,NA,ICOLD,Paraguay,,Acaray,Hernandaries Mal lorquin,1976,,-54.95,-25.35,-55.05,-25.35,-55.025,-25.375,remapped
481,2626,NA,GLWD,Lake Oroville,Oroville,-121.49,39.62,NA,NA,NA,ICOLD,United States,,Feather,Oroville,1968,,-121.45,39.55,-121.45,39.55,-121.475,39.575,remapped
482,747,NA,GLWD,Ujjani,,75.03,18.2,NA,NA,NA,Statistics,India,,,,0,,75.15,18.05,75.15,18.05,75.125,18.075,remapped
483,788,NA,GLWD,Amistad Reservoir,Internacional La Amistad,-101.23,29.53,NA,NA,NA,ICOLD_LRs,Mexico,United States,Brovo,Acuna,1968,GloFAS station G0923,-101.05,29.45,-101.05,29.45,-101.075,29.475,remapped
484,1618,NA,GLWD,Miyun Shuiku,Baihe(res. Miyun),116.94,40.51,NA,NA,NA,ICOLD_LRs,China,,Bai He,Beijing,1960,,116.85,40.55,116.85,40.55,116.875,40.525,remapped
485,1072,NA,GLWD,Linganamakki,Linganamakki (Sharavathy Project),74.93,14.03,NA,NA,NA,ICOLD,India,,Sharavathy,Shimoga,1965,"cat2, cts",74.85,14.15,74.85,14.15,74.825,14.175,remapped
486,2455,NA,GLWD,,Kremasta (King Paul),21.51,38.94,NA,NA,NA,ICOLD,Greece,,Acheloos,Agrinion,1966,"cat2,cts",21.55,38.85,21.55,38.85,21.525,38.875,remapped
487,906,NA,GLWD,Flaming Gorge Reservoir,Flaming Gorge,-109.53,41.18,NA,NA,NA,ICOLD_LRs,United States,,Green,Vernal,1964,,-109.45,40.95,-109.45,40.95,-109.475,40.925,remapped
488,571,NA,GLWD,Lake Francis Case,Fort Randall,-99.3,43.55,NA,NA,NA,ICOLD,United States,,Missouri,Pickstown,1952,,-98.55,43.05,-98.55,43.05,-98.575,43.075,remaped
489,1142,NA,GLWD,Eucumbene,Eucumbene,148.67,-36.08,NA,NA,NA,ICOLD_LRs,Australia,,Eucumbene,Cooma,1958,GloFAS station downsteam G1510,148.65,-36.15,148.65,-36.15,148.625,-36.125,remapped
490,850,NA,GLWD,Lake Murray,Lake Murray,-81.46,34.09,NA,NA,NA,LRs,United States,,Saluda,Columbia,1930,,-81.25,34.15,-81.25,34.05,-81.225,34.025,remapped
491,663,NA,GLWD,"Lakes Wheeler, Wilson",,-87.14,34.72,NA,NA,NA,Statistics,United States,,,,0,GloFAS station below G0830,-87.55,34.85,-87.55,34.85,-87.375,34.825,remapped
492,661,NA,GLWD,,,-46.81,-20.44,NA,NA,NA,Statistics,Brazil,,,,0,,-47.05,-20.35,-47.05,-20.35,-47.025,-20.325,remapped
493,651,NA,GLWD,Umtreville,,-94.81,50.22,NA,NA,NA,Statistics,Canada,,,,0,"remove, no dam in GranD nor googleEarth",-95.05,50.15,-95.05,50.15,-95.025,50.175,remapped
494,510,NA,GLWD,Grajau,Boa Esperanca,-44.21,-6.94,NA,NA,NA,ICOLD,Brazil,,Parnaiba,Floriano,1970,GloFAS station below G1168,-43.55,-6.75,-43.55,-6.75,-43.625,-6.725,remapped
495,1254,NA,GLWD,Barragem Passo Pundo,Ita,-52.74,-27.72,NA,NA,NA,ICOLD_LRs,Brazil,,Uruguay,Ita,1997,,-52.75,-27.55,-52.75,-27.55,-52.775,-27.575,remapped
496,89,NA,GLWD,Ijsselmeer,Afsluidijk,5.42,52.66,NA,NA,NA,ICOLD_LRs,Netherlands,,Zuiderzee,Den Oever,1932,"cat2, cts",5.65,52.65,5.65,52.65,5.275,52.975,remapped
497,717,NA,GLWD,Peribonca,Passes Dangereuses,-71.27,50.14,NA,NA,NA,ICOLD_LRs,Canada,,Peribonka,Arvida,1943,GloFAS station below G0443,-71.25,49.95,-71.25,49.95,-71.225,49.925,remapped
498,2870,NA,GLWD,,Revelstoke,-118.55,51.55,NA,NA,NA,ICOLD_LRs,Canada,,Columbia,Revelstoke,1984,,-118.25,51.25,-118.25,51.05,-118.225,51.025,remapped
499,1210,NA,GLWD,,La Vueltosa,-71.43,7.77,NA,NA,NA,LRs,Venezuela,,Caparo,Santa Maria de Caparo,1993,,-71.45,7.75,-71.45,7.75,-71.525,7.675,improve to -71.525 and 7.675
500,602,NA,GLWD,,Baishan,127.15,43.43,NA,NA,NA,ICOLD,China,,Songhua Jiang,Huadian,1983,,126.65,43.75,126.65,43.75,126.675,43.725,remapped
501,614,NA,GLWD,,,114.54,23.91,NA,NA,NA,Statistics,China,,,,0,,114.55,23.75,114.55,23.75,114.625,23.725,remapped
502,158,NA,GLWD,St. Jean,Isle Maligne Powerhouse Dam,-72.02,48.66,NA,NA,NA,ICOLD_LRs,Canada,,Sequenay,Alma,1925,GloFAS station below G0451,-71.75,48.65,-71.85,48.65,-71.675,48.575,remapped
503,161,NA,GLWD,Grande,Salto Grande,-57.86,-30.83,NA,NA,NA,ICOLD,Argentina,Uruguay,Uruguay,Concordia,1979,GloFAS station downstream G1477,-57.95,-31.25,-57.95,-31.25,-57.925,-31.225,remapped
504,243,NA,GLWD,Toledo Bend Reservoir,Toledo Bend,-93.81,31.55,NA,NA,NA,ICOLD_LRs,United States,,Sabine,Burr Ferry,1968,,-93.55,31.15,-93.55,31.15,-93.575,31.175,remapped
505,111,NA,GLWD,Saimmaa,Tainionkoski,28.2,61.39,NA,NA,NA,ICOLD_LRs,Finland,,Vuoksa,Imatra,1948,GloFAS station below G0138,28.35,61.05,28.35,61.05,28.775,61.225,remapped
506,3620,NA,GLWD,,Futaleufu (Amutui Quimei res.),-71.64,-42.83,NA,NA,NA,ICOLD_LRs,Argentina,,Futaleufu,Trevelin,1976,,-71.75,-42.85,-71.75,-43.05,-71.725,-43.025,remapped
507,1780,NA,GLWD,Shasta Lake,Shasta,-122.28,40.82,NA,NA,NA,ICOLD,United States,,Sacramento,Redding,1945,,-122.45,40.75,-122.45,40.75,-122.425,40.725,remapped
508,480,NA,GLWD,Chlew Larn,Chiew Larn and Dike No. 1 Saddle Dam,98.67,9.12,NA,NA,NA,ICOLD_LRs,Thailand,,Khlong Saeng,Surat Thani,1987,,98.85,8.95,98.85,8.85,98.825,8.975,remapped
509,460,NA,GLWD,Hendrik Verwoerd,Hendrik Verwoerd,25.92,-30.58,NA,NA,NA,ICOLD,South Africa,,Orange,Novals Pont,1972,,25.55,-30.65,25.55,-30.65,25.525,-30.625,remapped
510,1548,NA,GLWD,,Altinkaya,35.64,41.32,NA,NA,NA,LRs,Turkey,,Kizilirmak,Samsun,1988,GloFAS station below G0689,35.65,41.35,35.65,41.35,35.725,41.375,remapped
511,811,NA,GLWD,Stora Lullevaten,Suorva (eastern dam),19.12,67.28,NA,NA,NA,ICOLD_LRs,Sweden,,Lule alv,Porjus,1972,GloFAS station below G0056,19.75,67.05,19.75,67.05,19.825,66.975,remapped
512,556,NA,GLWD,Lake Marion,,-80.47,33.53,NA,NA,NA,Statistics,United States,,,,0,,-80.15,33.45,-80.15,33.45,-80.175,33.475,remapped
513,1110,NA,GLWD,Hirfanli,Hirfanli,33.69,39.16,NA,NA,NA,ICOLD_LRs,Turkey,,Kizilirmak,Kirsehir,1959,,33.45,39.25,33.55,39.25,33.525,39.275,remapped
514,308,NA,GLWD,,Daule-Peripa,-79.53,-0.69,NA,NA,NA,ICOLD_LRs,Ecuador,,Daule,Quevedo,1990,,-79.75,-0.95,-79.75,-0.95,-79.725,-0.925,remapped
515,863,NA,GLWD,,Temengor,101.45,5.52,NA,NA,NA,ICOLD_LRs,Malaysia,,Perak,Gerik,1978,,101.35,5.45,101.35,5.45,101.325,5.425,remapped
516,1310,NA,GLWD,,Foz Do Arcia,-51.53,-26.05,NA,NA,NA,ICOLD_LRs,Brazil,,Iguacu,Bituruna,1980,,-51.55,-26.05,-51.65,-26.05,-51.625,-26.025,remapped
517,1813,NA,GLWD,,Liujianxia,103.18,35.84,NA,NA,NA,ICOLD,China,,Huang He,Lanzhou,1968,,103.25,35.85,103.25,35.85,103.275,35.875,remapped
518,217,NA,GLWD,,Marimbondo,-49.12,-20.28,NA,NA,NA,ICOLD,Brazil,,Grande,Fronteiras/Icem,1975,,-49.15,-20.35,-49.15,-20.35,-49.175,-20.325,remapped
519,532,NA,GLWD,Te Anau,,167.67,-45.18,NA,NA,NA,Statistics,New Zealand,,,,0,,167.65,-45.45,167.75,-45.35,167.675,-45.425,remapped
520,934,NA,GLWD,Pukaki,Pukaki Lake Control,170.15,-43.97,NA,NA,NA,ICOLD_LRs,New Zealand,,Pukaki,Timaru,1976,,170.15,-44.15,170.15,-44.15,170.125,-44.175,remapped
521,518,NA,GLWD,Mhisa,,10.99,60.82,NA,NA,NA,Statistics,Norway,,,,0,GloFAS station below G0170,11.25,60.45,11.25,60.45,11.225,60.425,remapped
522,372,NA,GLWD,Barkal,Karnafuli(Kaptai),92.26,22.75,NA,NA,NA,ICOLD_LRs,Bangladesh,,Karnafuli,Chittagong,1962,,92.25,22.55,92.25,22.55,92.225,22.475,remapped
523,1118,NA,GLWD,Vaso Marte R.Gomez,Presidente Aleman Temascal,-99,26.17,NA,NA,NA,LRs,Mexico,,Rio Tonto,Ciudad Aleman,1955,GloFAS station below G0926,-98.95,26.25,-98.95,26.25,-98.925,26.225,remapped
524,360,NA,GLWD,Barra Bonita,Jurumirim Dike,-48.69,-23.34,NA,NA,NA,ICOLD_LRs,Brazil,,Paranapan,Poraju,1962,,-49.25,-23.25,-49.25,-23.25,-49.225,-23.225,remapped
525,296,NA,GLWD,Chardarinskoye,Chardara,68.17,41.15,NA,NA,NA,LRs,Kazakhstan,Uzbekistan,Syrdarya,Tashkent,1965,GloFAS station below G0629,67.95,41.25,67.95,41.25,67.975,41.275,remapped
526,899,NA,GLWD,,Salto Santiago(Main Dam),-53.2,-25.56,NA,NA,NA,ICOLD,Brazil,,Iguacu,Laranjeiras,1980,GloFAS station downsteam G1439,-53.25,-25.55,-52.65,-25.65,-52.625,-25.625,remapped
527,1076,NA,GLWD,Dukan,Dokan,44.9,36.11,NA,NA,NA,ICOLD_LRs,Iraq,,Lesser Zab,Sulaymaniya,1959,,44.95,36.05,44.95,36.05,44.975,36.025,remapped
528,1447,NA,GLWD,,Aguamilpa,-104.74,21.82,NA,NA,NA,ICOLD_LRs,Mexico,,Santiago,Tepi,1994,GloFAS station downstream G0936,-104.75,21.85,-104.75,21.85,-104.775,21.825,remapped
