station_id,version__origin__name,version__version,StationName,StationLon,StationLat,Alive,CAL_TYPE,Calibration ID,Catchment,Country code,DrainingArea.km2.LDD,DrainingArea.km2.Provider,EC_Catchments,EC_calib,Exclude,FixedRepPoint,HasD,HasHD,HasHWL,HasRTD,HasRTWL,HasWL,Height,LSFCalib,LisfloodX,LisfloodY,MdlStep,ModelFile,Notes,ObsID,PostProcess,Provider ID,RealTime,River,KGE,correlation,bias,variability
1576,EFAS,12,Burton Coggles,-0.536693,52.823395,1,,,Welland,UK,75.0,,Welland,,0,True,1,1,1,1,1,1,,False,3612500.0,3352500.0,6.0,ID_1576.mod,Not enough discarge data available for calibration period,1576,True,1038,True,West Glen,,,,
1577,EFAS,12,Ryhall Ps,-0.461996,52.684377,1,,,Welland,UK,150.0,,Welland,,0,True,1,1,0,1,0,0,,False,3617500.0,3337500.0,6.0,ID_1577.mod,Not enough discarge data available for calibration period Same coordinates as 1583 Very low quality data this stations must be excluded  Do not use,1577,True,1038,True,Gwash,,,,
1578,EFAS,12,Irnham,-0.460655,52.833221,1,,,Welland,UK,75.0,,Welland,,0,True,1,1,1,1,1,1,,False,3617500.0,3352500.0,6.0,ID_1578.mod,Not enough discarge data available for calibration period,1578,True,1038,True,East Glen,,,,
1579,EFAS,12,St Andrews Bypass,-0.907242,52.248411,1,,,Nene,UK,275.0,,Nene,,0,True,0,1,1,0,1,1,,False,3577500.0,3297500.0,,,No discharge data available for calibration period,1579,False,1038,False,Nene - Brampton Branch,,,,
1580,EFAS,12,Tinwell Gs,-0.498408,52.64221,1,,,Welland,UK,500.0,,Welland,,0,True,1,1,1,1,0,0,,False,3612500.0,3332500.0,6.0,ID_1580.mod,Not enough discarge data available for calibration period,1580,True,1038,True,Welland,0.324,0.812,1.411,0.497
1581,EFAS,12,North Brook Gs Empingham,-0.586211,52.669363,1,,,Welland,UK,125.0,,Welland,,0,True,1,1,1,1,0,0,,False,3607500.0,3337500.0,6.0,ID_1581.mod,Not enough discarge data available for calibration period,1581,True,1038,True,North Brook,,,,
1582,EFAS,12,Barrowden Gs,-0.602096,52.588637,1,,,Welland,UK,400.0,,Welland,,0,True,1,1,0,1,0,0,,False,3607500.0,3327500.0,6.0,ID_1582.mod,Not enough discarge data available for calibration period,1582,True,1038,True,Welland,,,,
1583,EFAS,12,Belmesthorpe Gs Gsm,-0.466665,52.675258,1,,,Welland,UK,150.0,,Welland,,0,True,1,1,0,1,0,0,,False,3612500.0,3337500.0,6.0,ID_1583.mod,Not enough discarge data available for calibration period,1583,True,1038,True,Gwash,,,,
1584,EFAS,12,Chapel St Leonards Gs,0.330271,53.228157,1,,,Anglian,UK,200.0,,Anglian,,0,True,1,1,0,1,0,0,,False,3677500.0,3387500.0,6.0,ID_1584.mod,Not enough discarge data available for calibration period,1584,True,1038,True,Anglian,,,,
1585,EFAS,12,Eye Brook Gs Caldecott,-0.737853,52.538917,1,,,Welland,UK,75.0,,Welland,,0,True,1,1,0,1,0,0,,False,3592500.0,3327500.0,,,Not enough discarge data available for calibration period,1585,False,1038,True,Eye brook,,,,
1586,EFAS,12,King Street Gs Stowe,-0.360954,52.681746,1,,,Welland,UK,175.0,,Welland,,0,True,1,1,0,1,0,0,,False,3622500.0,3337500.0,6.0,ID_1586.mod,Not enough discarge data available for calibration period,1586,True,1038,True,Greatford cut,,,,
1587,EFAS,12,Doncaster,-1.141573,53.529564,1,,,Ouse,UK,1300.0,1256.2,Ouse,,0,False,0,0,1,0,1,1,,False,3582500.0,3432500.0,,,No discharge data available for calibration period,1587,False,1038,False,Don,,,,
1588,EFAS,12,Beal Weir Bridge,-1.198257,53.723209,1,,,Ouse,UK,1975.0,1932.1,Ouse,,0,False,0,0,1,0,1,1,,False,3587500.0,3457500.0,,,No discharge data available for calibration period,1588,False,1038,False,Aire,,,,
1589,EFAS,12,Skelton,-1.135153,53.991515,1,HIST_24h,C677,Ouse,UK,3250.0,3315.0,Ouse,3.0,0,True,0,1,1,0,1,1,,True,3592500.0,3487500.0,24.0,ID_1589.mod,,1589,False,1038,False,Ouse,0.714,0.739,0.915,0.919
1590,EFAS,12,Low Moor,-1.439612,54.488525,1,,,Tees,UK,1325.0,1264.0,Tees,,0,False,0,0,1,0,1,1,,False,3582500.0,3547500.0,,,No discharge data available for calibration period,1590,False,1038,False,Tees,,,,
1591,EFAS,12,Chester-Le-Street,-1.560716,54.854785,1,,,Wear,UK,1075.0,1008.3,Wear,,0,False,0,0,1,0,1,1,,False,3582500.0,3587500.0,,,No discharge data available for calibration period,1591,False,1038,False,Wear,,,,
1592,EFAS,12,Bywell,-1.940633,54.94992,1,HIST_24h,C675,Tyne,UK,2225.0,2175.6,Tyne,3.0,0,True,0,1,1,0,1,1,,True,3562500.0,3602500.0,24.0,ID_1592.mod,,1592,False,1038,False,Tyne,0.827,0.834,1.036,0.968
1593,EFAS,12,Reaverhill,-2.148665,55.053183,1,,,Tyne,UK,1025.0,1007.5,Tyne,,0,False,0,0,1,0,1,1,,False,3547500.0,3617500.0,,,No discharge data available for calibration period,1593,False,1038,False,North Tyne,,,,
1594,EFAS,12,Surazh,30.70915,55.40743,1,,,Daugava,BY,25475.0,20300.0,Daugava,,0,False,0,0,0,0,1,1,135.96,False,5612500.0,3777500.0,,,No discharge data available for calibration period Cannot be located correctly,1594,False,1053,False,Daugava,,,,
1595,EFAS,12,Verhnedvinsk,27.92141,55.75909,1,,,Daugava,BY,51775.0,52900.0,Daugava,,0,True,0,0,0,1,1,1,99.38,False,5432500.0,3767500.0,,,No discharge data available for calibration period,1595,False,1053,False,Daugava,,,,
1596,EFAS,12,Loev,30.80438,51.94884,1,,,Dnieper,BY,103850.0,102000.0,Dnieper,,0,False,0,0,0,0,1,1,108.03,False,5727500.0,3407500.0,,,No discharge data available for calibration period,1596,False,1053,False,Dnieper,,,,
1597,EFAS,12,Berezino,29.00313,53.81961,1,,,Dnieper,BY,11150.0,10800.0,Dnieper,,0,False,0,0,0,0,1,1,143.49,False,5552500.0,3577500.0,,,No discharge data available for calibration period,1597,False,1053,False,Berezina,,,,
1598,EFAS,12,Svetlogorsk,29.7139,52.65137,1,,,Dnieper,BY,24500.0,23300.0,Dnieper,,0,True,0,0,0,1,1,1,120.37,False,5637500.0,3462500.0,,,No discharge data available for calibration period,1598,False,1053,False,Berezina,,,,
1599,EFAS,12,Petrikov,28.48592,52.11078,1,,,Dnieper,BY,83350.0,87800.0,Dnieper,,0,False,0,0,0,0,1,1,112.55,False,5572500.0,3382500.0,,,No discharge data available for calibration period,1599,False,1053,False,Pripyat,,,,
1600,EFAS,12,Narovlya,29.51138,51.80179,1,,,Dnieper,BY,102200.0,103000.0,Dnieper,,0,False,0,0,0,0,1,1,109.09,False,5647500.0,3367500.0,,,No discharge data available for calibration period,1600,False,1053,False,Pripyat,,,,
1601,EFAS,12,Pinsk,26.10141,52.10793,1,,,Dnieper,BY,2475.0,,Dnieper,,0,False,0,0,0,0,1,1,132.29,False,5412500.0,3342500.0,,,No discharge data available for calibration period,1601,False,1053,False,Pina,,,,
1602,EFAS,12,Lopatino,25.98977,52.2548,1,,,Dnieper,BY,5075.0,,Dnieper,,0,False,0,0,0,0,1,1,132.38,False,5402500.0,3357500.0,,,No discharge data available for calibration period,1602,False,1053,False,Styr,,,,
1603,EFAS,12,Korotichi,27.5471,52.00525,1,,,Dnieper,BY,3100.0,4690.0,Dnieper,,0,False,0,0,0,0,1,1,121.0,False,5512500.0,3357500.0,,,No discharge data available for calibration period Possibly wrong uparea,1603,False,1053,False,Stviga,,,,
1604,EFAS,12,Novoselki,30.84156,55.55732,1,,,Daugava,BY,1650.0,2150.0,Daugava,,0,True,1,0,0,1,1,1,141.2,False,5612500.0,3792500.0,24.0,ID_1604.mod,Not enough discarge data available for calibration period,1604,True,1053,True,Usvyacha,,,,
1605,EFAS,12,Bocheykovo,29.15428,55.01528,1,,,Daugava,BY,3425.0,3330.0,Daugava,,0,True,1,0,0,1,1,1,119.52,False,5527500.0,3712500.0,24.0,ID_1605.mod,Not enough discarge data available for calibration period  Wrong coord or wrong uparea from provider,1605,True,1053,True,Ulla,0.535,0.667,1.073,1.316
1606,EFAS,12,Obol,29.28028,55.35479,1,,,Daugava,BY,2375.0,2520.0,Daugava,,0,True,1,0,0,1,1,1,119.66,False,5517500.0,3747500.0,24.0,ID_1606.mod,Not enough discarge data available for calibration period,1606,True,1053,True,Obol,0.812,0.839,0.917,0.951
1607,EFAS,12,Sharkovshchina,27.44664,55.35716,1,,,Daugava,BY,5125.0,4720.0,Daugava,,0,True,1,0,0,1,1,1,116.52,False,5407500.0,3707500.0,24.0,ID_1607.mod,Not enough discarge data available for calibration period,1607,True,1053,True,Dysna,0.774,0.815,1.126,1.034
1608,EFAS,12,Dernovichi,28.44777,55.70762,1,,,Daugava,BY,4600.0,4580.0,Daugava,,0,True,1,0,0,1,1,1,109.5,False,5457500.0,3767500.0,24.0,ID_1608.mod,Not enough discarge data available for calibration period,1608,True,1053,True,Drissa,0.593,0.674,0.834,1.177
1609,EFAS,12,Stolbtsy,26.71434,53.47973,1,,,Neman,BY,3025.0,3070.0,Nemunas,,0,True,1,0,0,1,1,1,145.05,False,5422500.0,3497500.0,24.0,ID_1609.mod,Not enough discarge data available for calibration period,1609,True,1053,True,Neman,0.468,0.511,0.901,0.816
1610,EFAS,12,Belitsa,25.31799,53.63797,1,,,Neman,BY,16850.0,16700.0,Nemunas,,0,True,1,0,0,1,1,1,116.03,False,5327500.0,3497500.0,24.0,ID_1610.mod,Not enough discarge data available for calibration period,1610,True,1053,True,Neman,0.557,0.617,1.177,0.866
1611,EFAS,12,Mosty,24.52003,53.40779,1,,,Neman,BY,27675.0,25600.0,Nemunas,,0,True,1,0,0,1,1,1,104.8,False,5277500.0,3462500.0,24.0,ID_1611.mod,Not enough discarge data available for calibration period,1611,True,1053,True,Neman,0.572,0.639,1.172,0.849
1612,EFAS,12,Lubinyata,25.6437,53.98995,1,,,Neman,BY,975.0,920.0,Nemunas,,0,True,1,0,0,1,1,1,133.46,False,5337500.0,3542500.0,24.0,ID_1612.mod,Not enough discarge data available for calibration period,1612,True,1053,True,Gavya,0.623,0.726,0.91,1.243
1613,EFAS,12,Slonim,25.32512,53.10178,1,,,Neman,BY,5050.0,4860.0,Nemunas,,0,True,1,0,0,1,1,1,128.88,False,5342500.0,3432500.0,24.0,ID_1613.mod,Not enough discarge data available for calibration period,1613,True,1053,True,Shchara,0.371,0.412,1.116,0.809
1614,EFAS,12,Studenets,24.41512,53.29579,1,,,Neman,BY,950.0,974.0,Nemunas,,0,True,1,0,0,1,1,1,117.32,False,5277500.0,3447500.0,24.0,ID_1614.mod,Not enough discarge data available for calibration period,1614,True,1053,True,Ross,-0.33,0.141,0.618,1.94
1615,EFAS,12,Dinevichi,23.86211,53.23898,1,,,Neman,BY,625.0,700.0,Nemunas,,0,True,1,0,0,1,1,1,118.13,False,5242500.0,3432500.0,24.0,ID_1615.mod,Not enough discarge data available for calibration period,1615,True,1053,True,Svisloch,-2.733,-0.042,1.129,4.582
1616,EFAS,12,Sakhkombinat,24.19165,53.58253,1,,,Neman,BY,1625.0,2000.0,Nemunas,,0,True,1,0,0,1,1,1,101.84,False,5257500.0,3472500.0,24.0,ID_1616.mod,Not enough discarge data available for calibration period  Wrong LDD do not use,1616,True,1053,True,Kotra,0.386,0.525,0.633,0.874
1617,EFAS,12,Steshitsy,27.39286,54.56296,1,,,Neman,BY,1225.0,1230.0,Nemunas,,0,True,1,0,0,1,1,1,159.06,False,5437500.0,3632500.0,24.0,ID_1617.mod,Not enough discarge data available for calibration period,1617,True,1053,True,Neris,0.561,0.67,0.741,0.873
1618,EFAS,12,Mikhalishki,26.16599,54.81492,1,,,Neman,BY,10325.0,10300.0,Nemunas,,0,True,1,0,0,1,1,1,118.22,False,5347500.0,3642500.0,24.0,ID_1618.mod,Not enough discarge data available for calibration period,1618,True,1053,True,Neris,0.616,0.737,0.963,0.723
1619,EFAS,12,Brest ,23.82874,52.08842,1,,,Vistula,BY,5800.0,6590.0,Vistula,,0,True,1,0,0,1,1,1,129.9,False,5262500.0,3307500.0,24.0,ID_1619.mod,Not enough discarge data available for calibration period,1619,True,1053,True,Muchavets,0.542,0.613,1.127,0.79
1620,EFAS,12,Kamenets,23.80496,52.40544,1,,,Vistula,BY,2150.0,1920.0,Vistula,,0,True,1,0,0,1,1,1,138.63,False,5257500.0,3347500.0,24.0,ID_1620.mod,Not enough discarge data available for calibration period,1620,True,1053,True,Lesnaya,0.4,0.423,1.093,0.863
1621,EFAS,12,Nemerzha,24.03678,52.84137,1,,,Vistula,BY,325.0,326.0,Vistula,,0,True,1,0,0,1,1,1,149.07,False,5247500.0,3397500.0,24.0,ID_1621.mod,Provider upArea too small to be included in calibration,1621,True,1053,True,Narev,-0.559,0.153,2.309,0.981
1622,EFAS,12,Orsha,30.43048,54.5073,1,,,Dnieper,BY,18300.0,18000.0,Dnieper,,0,True,1,0,0,1,1,1,148.96,False,5622500.0,3672500.0,24.0,ID_1622.mod,Not enough discarge data available for calibration period,1622,True,1053,True,Dnieper,0.615,0.702,1.191,0.849
1623,EFAS,12,Mogilev,30.39505,53.97999,1,,,Dnieper,BY,20700.0,20800.0,Dnieper,,0,True,1,0,0,1,1,1,138.4,False,5637500.0,3607500.0,24.0,ID_1623.mod,Not enough discarge data available for calibration period,1623,True,1053,True,Dnieper,0.715,0.733,1.056,0.915
1624,EFAS,12,Zhlobin,30.04568,52.92921,1,,,Dnieper,BY,29975.0,30300.0,Dnieper,,0,True,1,0,0,1,1,1,122.65,False,5652500.0,3492500.0,24.0,ID_1624.mod,Not enough discarge data available for calibration period,1624,True,1053,True,Dnieper,0.806,0.816,1.052,0.965
1625,EFAS,12,Rechitsa,30.44987,52.35576,1,,,Dnieper,BY,60275.0,58200.0,Dnieper,,0,True,1,0,0,1,1,1,114.47,False,5692500.0,3447500.0,24.0,ID_1625.mod,Not enough discarge data available for calibration period,1625,True,1053,True,Dnieper,0.8,0.802,1.001,0.974
1626,EFAS,12,Gorodishche,29.82023,53.73259,1,,,Dnieper,BY,2900.0,2850.0,Dnieper,,0,True,1,0,0,1,1,1,145.41,False,5612500.0,3577500.0,24.0,ID_1626.mod,Not enough discarge data available for calibration period,1626,True,1053,True,Drut,0.532,0.576,0.822,0.917
1627,EFAS,12,Borisov,28.50157,54.23517,1,,,Dnieper,BY,5425.0,5690.0,Dnieper,,0,True,1,0,0,1,1,1,150.46,False,5512500.0,3612500.0,24.0,ID_1627.mod,Not enough discarge data available for calibration period,1627,True,1053,True,Berezina,0.571,0.643,0.791,0.887
1628,EFAS,12,Bobruisk,29.24917,53.17798,1,,,Berezina,BY,20400.0,20300.0,Dnieper,,0,True,1,0,0,1,1,1,132.17,False,5582500.0,3517500.0,24.0,ID_1628.mod,Not enough discarge data available for calibration period,1628,True,1053,True,Berezina,0.774,0.777,0.977,1.031
1629,EFAS,12,Terebuty,28.3717,53.39266,1,,,Dnieper,BY,6200.0,,Dnieper,,0,True,1,0,0,1,1,1,146.38,False,5527500.0,3517500.0,24.0,ID_1629.mod,Not enough discarge data available for calibration period,1629,True,1053,True,Svisloch,,,,
1630,EFAS,12,Krichev,31.74431,53.70468,1,,,Dnieper,BY,10250.0,10200.0,Dnieper,,0,True,1,0,0,1,1,1,138.95,False,5732500.0,3612500.0,24.0,ID_1630.mod,Not enough discarge data available for calibration period,1630,True,1053,True,Sozh,0.676,0.698,1.112,1.036
1631,EFAS,12,Slavgorod,31.01301,53.44214,1,,,Dnieper,BY,17875.0,17700.0,Dnieper,,0,True,1,0,0,1,1,1,128.19,False,5697500.0,3572500.0,24.0,ID_1631.mod,Not enough discarge data available for calibration period,1631,True,1053,True,Sozh,0.712,0.771,1.093,0.852
1632,EFAS,12,Gomel,31.0817,52.46142,1,,,Dnieper,BY,38775.0,38900.0,Dnieper,,0,True,1,0,0,1,1,1,113.91,False,5727500.0,3457500.0,24.0,ID_1632.mod,Not enough discarge data available for calibration period  Wrong coords or wrong uparea from provider,1632,True,1053,True,Sozh,0.759,0.903,1.197,0.9
1633,EFAS,12,Mstislavl,31.76049,54.02544,1,,,Dnieper,BY,2225.0,2200.0,Dnieper,,0,True,1,0,0,1,1,1,150.24,False,5722500.0,3647500.0,24.0,ID_1633.mod,Not enough discarge data available for calibration period,1633,True,1053,True,Vihra,0.459,0.613,1.278,0.742
1634,EFAS,12,Letyagi,30.93714,53.60703,1,,,Dnieper,BY,4575.0,4570.0,Dnieper,,0,True,1,0,0,1,1,1,132.12,False,5682500.0,3587500.0,24.0,ID_1634.mod,Not enough discarge data available for calibration period,1634,True,1053,True,Pronya,0.67,0.712,0.841,1.033
1635,EFAS,12,Svetilovichi,31.32391,52.79352,1,,,Dnieper,BY,5075.0,5010.0,Dnieper,,0,True,1,0,0,1,1,1,122.29,False,5732500.0,3512500.0,24.0,ID_1635.mod,Not enough discarge data available for calibration period,1635,True,1053,True,Besed,0.526,0.811,1.272,0.66
1636,EFAS,12,Dobrush,31.30855,52.40803,1,,,Dnieper,BY,9900.0,10100.0,Dnieper,,0,True,1,0,0,1,1,1,119.04,False,5747500.0,3467500.0,24.0,ID_1636.mod,Not enough discarge data available for calibration period,1636,True,1053,True,Iput,0.687,0.831,1.187,0.815
1637,EFAS,12,Pinsk,26.15771,52.07437,1,,,Dnieper,BY,12650.0,,Dnieper,,0,True,1,0,0,1,1,1,133.18,False,5417500.0,3332500.0,24.0,ID_1637.mod,Not enough discarge data available for calibration period,1637,True,1053,True,Pripyat,0.395,0.491,1.303,0.878
1638,EFAS,12,Chernichi,27.83026,52.0793,1,,,Dnieper,BY,74325.0,74000.0,Dnieper,,0,True,1,0,0,1,1,1,119.23,False,5512500.0,3367500.0,24.0,ID_1638.mod,Not enough discarge data available for calibration period,1638,True,1053,True,Pripyat,-0.012,0.581,1.863,0.678
1639,EFAS,12,Mozyr,29.25131,52.05513,1,,,Dnieper,BY,100875.0,101000.0,Dnieper,,0,True,1,0,0,1,1,1,110.93,False,5632500.0,3382500.0,24.0,ID_1639.mod,Not enough discarge data available for calibration period,1639,True,1053,True,Pripyat,0.132,0.586,1.68,0.653
1640,EFAS,12,Senin,25.00122,52.54073,1,,,Dnieper,BY,1625.0,5110.0,Dnieper,,0,True,1,0,0,1,1,1,134.39,False,5332500.0,3367500.0,24.0,ID_1640.mod,Not enough discarge data available for calibration period,1640,True,1053,True,Yaselda,0.241,0.335,0.661,0.865
1641,EFAS,12,Dyatlovichi,26.34513,52.01293,1,,,Dnieper,BY,425.0,1100.0,Dnieper,,0,True,1,0,0,1,1,1,134.96,False,5457500.0,3352500.0,24.0,ID_1641.mod,Not enough discarge data available for calibration period  Wrong coords from provider of wrong uparea,1641,True,1053,True,Tsna,,,,
1642,EFAS,12,M.Vikorovichi,26.87467,51.86428,1,,,Dnieper,BY,26900.0,27000.0,Dnieper,,0,True,1,0,0,1,1,1,129.67,False,5472500.0,3332500.0,24.0,ID_1642.mod,Not enough discarge data available for calibration period,1642,True,1053,True,Goryn,0.416,0.788,1.464,0.715
1643,EFAS,12,Mokrovo,27.2519,52.23644,1,,,Dnieper,BY,2125.0,2160.0,Dnieper,,0,True,1,0,0,1,1,1,127.5,False,5482500.0,3382500.0,24.0,ID_1643.mod,Not enough discarge data available for calibration period,1643,True,1053,True,Lan,-0.179,0.601,2.093,0.812
1644,EFAS,12,Lenin,27.49868,52.3301,1,,,Dnieper,BY,250.0,4480.0,Dnieper,,0,True,1,0,0,1,1,1,129.97,False,5497500.0,3372500.0,24.0,ID_1644.mod,Not enough discarge data available for calibration period,1644,True,1053,True,Slutch,-0.065,0.432,0.119,0.814
1645,EFAS,12,Krasnoberezhie,28.44565,51.8765,1,,,Dnieper,BY,5200.0,5260.0,Dnieper,,0,True,1,0,0,1,1,1,126.26,False,5577500.0,3362500.0,24.0,ID_1645.mod,Not enough discarge data available for calibration period,1645,True,1053,True,Ubort,-1.638,0.542,3.55,0.502
1646,EFAS,12,Daraganovo,28.48316,53.16984,1,,,Pripyat,BY,650.0,2030.0,Dnieper,,0,True,1,0,0,1,1,1,150.0,False,5552500.0,3492500.0,24.0,ID_1646.mod,Not enough discarge data available for calibration period  Wrong LDD,1646,True,1053,True,Ptich,,,,
1647,EFAS,12,1-ya Slobodka,28.81718,52.30104,1,,,Dnieper,BY,6975.0,9160.0,Dnieper,,0,True,1,0,0,1,1,1,117.42,False,5592500.0,3392500.0,24.0,ID_1647.mod,Not enough discarge data available for calibration period,1647,True,1053,True,Ptich,0.513,0.58,1.245,0.991
1648,EFAS,12,Trimeristis,23.332239,41.273213,0,,,Strimonas,GR,11050.0,6759.0,Strimonas,,0,False,1,0,0,0,0,1,,False,5437500.0,2117500.0,,,No discharge data available for calibration period,1648,False,1051,False,Strimonas,,,,
1649,EFAS,12,Chrysoupoli,24.742885,40.991277,0,,,Nestos,GR,6200.0,6200.0,Nestos,,0,False,1,0,0,0,0,0,,False,5557500.0,2107500.0,,,No discharge data available for calibration period,1649,False,1051,False,Nestos,,,,
1650,EFAS,12,Therapion,26.18599,41.572622,0,,,Martisa\Evros,GR,5250.0,,Evros,,0,False,1,0,0,0,0,1,60.55,False,5662500.0,2197500.0,,,No discharge data available for calibration period,1650,False,1051,False,Arda,,,,
1651,EFAS,12,Kastanies,26.455876,41.655097,0,,,Martisa\Evros,GR,5600.0,,Evros,,0,False,1,0,0,0,0,1,,False,5682500.0,2207500.0,,,No discharge data available for calibration period,1651,False,1051,False,Martisa\Evros,,,,
1652,EFAS,12,Gjonaj,20.649397,42.254275,1,,,Drin-Bojana,XK,4100.0,3951.0,Drin-Bojana,,0,True,1,0,0,0,1,1,306.0,False,5197500.0,2182500.0,,,No discharge data available for calibration period,1652,False,1048,True,White Drin,,,,
1653,EFAS,12,Këpuz,20.530772,42.50705,1,,,Drin-Bojana,XK,2350.0,2116.0,Drin-Bojana,,0,True,1,0,0,0,1,1,355.0,False,5187500.0,2217500.0,,,No discharge data available for calibration period,1653,False,1048,True,White Drin,,,,
1654,EFAS,12,Gjakovë,20.420861,42.369539,0,,,,XK,425.0,455.0,Drin-Bojana,,0,False,1,0,0,0,0,1,341.0,False,5182500.0,2197500.0,,,No discharge data available for calibration period,1654,False,1048,False,,,,,
1655,EFAS,12,Deqan,20.254911,42.550194,0,,,,XK,150.0,114.0,Drin-Bojana,,0,False,1,0,0,0,0,1,678.0,False,5162500.0,2217500.0,,,No discharge data available for calibration period,1655,False,1048,False,,,,,
1656,EFAS,12,Grykë,20.250233,42.661642,1,,,Drin-Bojana,XK,275.0,264.0,Drin-Bojana,,0,True,1,0,0,0,1,1,581.0,False,5162500.0,2232500.0,,,No discharge data available for calibration period,1656,False,1048,True,Pec Bistrica,,,,
1657,EFAS,12,Drelaj,20.142061,42.700447,0,,,,XK,125.0,160.0,Drin-Bojana,,0,False,1,0,0,0,0,1,965.0,False,5147500.0,2232500.0,,,No discharge data available for calibration period,1657,False,1048,False,,,,,
1658,EFAS,12,Vllashnje,20.652089,42.193153,0,,,,XK,225.0,561.0,Drin-Bojana,,0,False,1,0,0,0,0,1,313.0,False,5202500.0,2182500.0,,,No discharge data available for calibration period,1658,False,1048,False,,,,,
1659,EFAS,12,Prizren,20.773903,42.1943,0,,,,XK,150.0,158.0,Drin-Bojana,,0,False,1,0,0,0,0,1,525.0,False,5207500.0,2187500.0,,,No discharge data available for calibration period,1659,False,1048,False,,,,,
1660,EFAS,12,Piranë,20.674975,42.287828,0,,,,XK,525.0,512.0,Drin-Bojana,,0,False,1,0,0,0,0,1,299.0,False,5202500.0,2197500.0,,,No discharge data available for calibration period,1660,False,1048,False,,,,,
1661,EFAS,12,Këpuz,20.564428,42.521783,0,,,,XK,325.0,336.0,Drin-Bojana,,0,False,1,0,0,0,0,1,366.0,False,5192500.0,2217500.0,,,No discharge data available for calibration period,1661,False,1048,False,,,,,
1662,EFAS,12,Klinë,20.577356,42.615167,0,,,,XK,450.0,423.0,Drin-Bojana,,0,False,1,0,0,0,0,1,380.0,False,5192500.0,2232500.0,,,No discharge data available for calibration period,1662,False,1048,False,,,,,
1663,EFAS,12,Berkovë,20.521225,42.677544,0,,,,XK,400.0,432.0,Drin-Bojana,,0,False,1,0,0,0,0,1,401.0,False,5182500.0,2237500.0,,,No discharge data available for calibration period,1663,False,1048,False,,,,,
1664,EFAS,12,Leposaviç,20.799481,43.097431,1,HIST_24h,,Ibar,XK,4725.0,4701.0,Danube,3.0,0,True,1,0,0,0,1,1,456.0,True,5202500.0,2277500.0,24.0,ID_1664.mod,,1664,False,1048,True,Ibar,0.692,0.72,0.952,1.119
1665,EFAS,12,Prelez,20.750494,42.903236,0,,,IBRI,XK,1150.0,1109.0,Danube,,0,False,1,0,0,0,0,1,557.0,False,5192500.0,2267500.0,,,No discharge data available for calibration period,1665,False,1048,False,Ibri,,,,
1666,EFAS,12,Vragoli,21.061711,42.609031,0,,,,XK,675.0,666.5,Danube,,0,False,1,0,0,0,0,1,536.0,False,5227500.0,2227500.0,,,No discharge data available for calibration period,1666,False,1048,False,,,,,
1667,EFAS,12,Nedakovc,20.990214,42.798047,1,,,Ibar,XK,2625.0,2590.0,Ibar,,0,False,0,0,0,0,1,1,517.0,False,5222500.0,2252500.0,,,No discharge data available for calibration period,1667,False,1048,False,Sitnica,,,,
1668,EFAS,12,Caralevë,20.990158,42.456608,0,,,,XK,25.0,43.5,Danube,,0,False,0,0,0,0,0,1,631.0,False,5222500.0,2217500.0,,,No discharge data available for calibration period,1668,False,1048,False,,,,,
1669,EFAS,12,Drenas,20.899722,42.616981,0,,,,XK,325.0,326.3,Danube,,0,False,1,0,0,0,0,1,573.0,False,5212500.0,2232500.0,,,No discharge data available for calibration period,1669,False,1048,False,,,,,
1670,EFAS,12,Milloshev,21.076647,42.726336,0,,,,XK,900.0,923.0,Danube,,0,False,1,0,0,0,0,1,534.0,False,5232500.0,2252500.0,,,No discharge data available for calibration period,1670,False,1048,False,,,,,
1671,EFAS,12,Lluzhan,21.168183,42.819692,0,,,,XK,750.0,694.0,Danube,,0,False,1,0,0,0,0,1,565.0,False,5232500.0,2257500.0,,,No discharge data available for calibration period,1671,False,1048,False,,,,,
1672,EFAS,12,Konqul,21.666678,42.495056,1,,,Danube,XK,1675.0,1639.0,Binacka Morava,,0,True,1,0,0,0,1,1,428.0,False,5282500.0,2222500.0,,,No discharge data available for calibration period,1672,False,1048,True,Binacka Morava,,,,
1673,EFAS,12,Viti,21.359478,42.317822,0,,,,XK,100.0,111.2,Danube,,0,False,1,0,0,0,0,1,506.0,False,5257500.0,2202500.0,,,No discharge data available for calibration period,1673,False,1048,False,,,,,
1674,EFAS,12,Domarovc,21.6321,42.510153,0,,,,XK,600.0,612.5,Danube,,0,False,1,0,0,0,0,1,429.0,False,5277500.0,2232500.0,,,No discharge data available for calibration period,1674,False,1048,False,,,,,
1675,EFAS,12,Hani Elezit,21.297417,42.141464,1,,,Lepenac,XK,625.0,621.5,Lepenac,,0,True,1,0,0,0,1,1,354.0,False,5247500.0,2192500.0,,,No discharge data available for calibration period,1675,False,1048,True,Lepenac,,,,
1676,EFAS,12,Brod,21.133378,42.272697,0,,,,XK,225.0,241.0,Vardar,,0,True,1,1,0,0,0,1,642.0,False,5232500.0,2197500.0,,,Provider upArea too small to be included in calibration,1676,False,1048,False,,,,,
1677,EFAS,12,Kaçanik,21.256661,42.229339,0,,,,XK,550.0,214.0,Vardar,,0,False,1,0,0,0,0,1,478.0,False,5247500.0,2197500.0,,,No discharge data available for calibration period  Wrong uparea from provider or wrong location,1677,False,1048,False,,,,,
