id,name,river,subcatchment,catchment,country,area,strahler,pfafstetter,calibrated,X,Y,notes,KGE,correlation,bias,variability
3108,La Sarre à Sarreguemines et à Sarreinsming,Saar,Moselle,Rhine,FR,3700,,4211.0,False,4107500,2892500,,-0.233,0.838,2.205,0.792
3109,La Meuse à Domrémy-la-Pucelle,Meuse,Meuse,Rhine,FR,1500,,2791.0,False,4002500,2822500,,0.701,0.869,1.267,0.978
3110,La Meuse à Commercy,Meuse,Meuse,Rhine,FR,2400,,2791.0,False,3997500,2862500,,0.732,0.753,1.029,1.102
3111,La Meuse à Saint-Mihiel,Meuse,Meuse,Rhine,FR,2675,,2791.0,False,3992500,2872500,,0.748,0.759,0.936,1.035
3112,La Meuse à Stenay,Meuse,Meuse,Rhine,FR,3975,,2791.0,False,3972500,2942500,,0.705,0.756,0.86,1.089
3113,L'Ouanne à Charny,Ouanne,Loing,Seine,FR,625,3.0,821.0,False,3802500,2777500,,0.712,0.768,0.95,0.837
3114,Le Loing à Châlette-sur-Loing [Gué de Lancy],Loing,Loing,Seine,FR,2425,2.0,811.0,False,3782500,2797500,,0.757,0.85,0.875,0.855
3115,Le Loing à Épisy,Loing,Loing,Seine,FR,3550,2.0,811.0,False,3777500,2827500,Same location as 1929,0.74,0.873,0.81,1.125
3116,L'Essonne à la Ferté-Alais et à Guigneville-sur-Essonne,Essonne,"Seine, below Yonne",Seine,FR,1100,2.0,721.0,False,3757500,2847500,,-0.035,0.658,1.848,1.484
3117,La Seine à Alfortville et à Villeneuve-Saint-Georges et à Vi,Seine,"Seine, below Marne",Seine,FR,43400,1.0,511.0,False,3762500,2882500,,0.468,0.922,1.525,0.962
3118,La Seine à Paris,Seine,"Seine, below Yonne",Seine,FR,30725,1.0,711.0,False,3762500,2877500,,0.681,0.915,0.697,0.95
3119,La Seine à Nod-sur-Seine,Seine,,Seine,FR,450,,,False,3912500,2752500,,0.525,0.834,1.034,0.556
3120,La Seine à Plaines-Saint-Lange,Seine,"Seine, headwaters",Seine,FR,775,1.0,1133.0,False,3907500,2782500,,0.561,0.888,0.666,0.738
3121,L'Ource à Autricourt,Ource,"Seine, headwaters",Seine,FR,575,2.0,1132.0,False,3917500,2777500,,0.587,0.881,0.847,0.635
3122,La Seine à Bar-sur-Seine,Seine,"Seine, headwaters",Seine,FR,2325,1.0,1131.0,False,3902500,2792500,,,,,
3123,La Seine à Courtenot,Seine,"Seine, headwaters",Seine,FR,2600,1.0,1131.0,False,3897500,2797500,,0.533,0.866,1.375,0.756
3124,L'Aube à Bar-sur-Aube,Aube,"Seine, headwaters",Seine,FR,1300,2.0,1121.0,False,3927500,2802500,,0.396,0.765,0.892,0.454
3125,L'Aube à Arcis-sur-Aube,Aube,"Seine, headwaters",Seine,FR,3575,2.0,1121.0,False,3887500,2842500,,0.637,0.852,0.929,0.676
3126,Le Cousin à Avallon,Cousin,,Seine,FR,325,,,False,3862500,2727500,,0.684,0.773,1.001,0.781
3127,Le Serein à Dissangis,Serein,Yonne,Seine,FR,675,3.0,1041.0,False,3867500,2737500,,0.267,0.77,1.5,0.516
3128,L'Armançon à Quincy-le-Vicomte,Armançon,,Seine,FR,475,,,False,3887500,2737500,,0.354,0.755,1.534,0.731
3129,L'Armançon à Aisy-sur-Armançon [aval],Armancon,Yonne,Seine,FR,1425,3.0,1021.0,False,3887500,2747500,,,,,
3130,L'Armançon à Brienon-sur-Armançon,Armancon,Yonne,Seine,FR,2900,3.0,1021.0,False,3847500,2782500,Same location as 1927,0.816,0.851,0.896,0.969
3131,L'Epte à Fourges,Epte,"Seine, below Oise",Seine,FR,1450,2.0,321.0,False,3712500,2922500,,0.663,0.789,0.854,1.219
3132,L'Eure à Saint-Luperce,Eure,,Seine,FR,375,,,False,3677500,2852500,,0.189,0.639,0.847,0.29
3133,L'Eure à Charpont,Eure,Eure,Seine,FR,2000,2.0,251.0,False,3692500,2877500,,0.604,0.814,1.137,0.678
3134,L'Avre à Acon,Avre,,Seine,FR,475,,,False,3667500,2887500,,0.588,0.786,0.654,0.93
3135,L'Avre à Muzy,Avre,Eure,Seine,FR,875,3.0,241.0,False,3682500,2887500,,0.546,0.698,0.815,0.717
3136,L'Eure à Cailly-sur-Eure,Eure,Eure,Seine,FR,4500,2.0,231.0,False,3682500,2927500,,0.589,0.73,0.739,1.166
3137,L'Iton à Normanville,Iton,Eure,Seine,FR,1125,3.0,221.0,False,3677500,2922500,,0.529,0.751,1.375,1.139
3138,L'Eure à Louviers,Eure,Eure,Seine,FR,5875,2.0,211.0,False,3677500,2937500,,0.76,0.8,0.876,1.047
3139,La Marne à Marnay-sur-Marne,Marne,,Seine,FR,375,,,False,3967500,2777500,,0.563,0.805,1.27,0.717
3140,Le Rognon à Doulaincourt-Saucourt,Rognon,Marne,Seine,FR,600,3.0,632.0,False,3967500,2812500,,0.535,0.828,0.897,0.58
3141,La Saulx à Mognéville,Saulx,Marne,Seine,FR,500,3.0,623.0,False,3957500,2862500,,0.559,0.863,0.696,0.71
3142,L'Ornain à Tronville-en-Barrois,Ornain,Marne,Seine,FR,700,4.0,622.0,False,3972500,2857500,,0.483,0.822,0.962,0.517
3143,La Saulx à Vitry-en-Perthois,Saulx,Marne,Seine,FR,2050,3.0,621.0,False,3927500,2862500,,0.634,0.893,0.889,0.668
3144,La Marne à Châlons-en-Champagne,Marne,Marne,Seine,FR,6250,2.0,611.0,False,3907500,2887500,,0.775,0.855,1.012,0.829
3145,L'Aire à Chevières,Aire,Oise,Seine,FR,1025,3.0,441.0,False,3952500,2927500,,0.756,0.915,0.836,0.842
3146,L'Aisne à Mouron,Aisne,Oise,Seine,FR,2425,2.0,441.0,False,3942500,2922500,,0.888,0.928,0.963,0.923
3147,L'Aisne à Givry,Aisne,Oise,Seine,FR,3075,2.0,441.0,False,3922500,2947500,Same location as 1933,0.868,0.91,0.969,0.908
3148,L'Oise à Origny-Sainte-Benoite,Oise,Oise,Seine,FR,1200,2.0,433.0,False,3852500,2992500,,,,,
3149,La Serre à Pont-à-Bucy,Seine,Oise,Seine,FR,1625,1.0,432.0,False,3852500,2972500,,0.544,0.829,0.994,1.423
3150,L'Oise à Sempigny,Oise,Oise,Seine,FR,4200,2.0,431.0,False,3817500,2962500,Same location as 1934,0.888,0.907,0.939,1.013
3151,L'Orne à May-sur-Orne,Orne,Orne,Orne,FR,2525,1.0,1.0,False,3567500,2942500,,0.771,0.861,0.974,0.82
3152,L'Aulne à Châteauneuf-du-Faou,Aulne,Aulne,Aulne,FR,1200,1.0,1.0,False,3297500,2877500,,0.712,0.851,0.865,0.794
3153,La Vilaine à Guichen,Vilaine,Vilaine,Vilaine,FR,3175,1.0,1.0,False,3447500,2832500,,0.854,0.9,1.106,0.993
3154,La Loire à Bas-en-Basset,Loire,Loire,Loire,FR,3325,,9511.0,False,3857500,2482500,,0.501,0.64,1.158,1.308
3155,La Loire à Digoin,Loire,Loire,Loire,FR,9400,,9511.0,False,3862500,2612500,,0.609,0.788,1.303,1.129
3156,L'Arroux à Étang-sur-Arroux,Arroux,Loire,Loire,FR,1925,,9411.0,False,3877500,2652500,,0.806,0.851,0.978,0.877
3157,L'Arroux à Rigny-sur-Arroux,Arroux,Arroux,Loire,FR,2275,,9411.0,False,3867500,2627500,,0.834,0.846,0.946,0.967
3158,L'Arroux à Digoin,Arroux,Arroux,Loire,FR,3125,,9411.0,False,3862500,2617500,,0.832,0.844,0.982,0.94
3159,La Loire à Gilly-sur-Loire,Loire,Loire,Loire,FR,13950,,9311.0,False,3842500,2622500,,0.729,0.807,1.19,0.993
3160,L'Aron à Verneuil,Aron,Aron,Loire,FR,1525,,9211.0,False,3832500,2657500,,0.719,0.813,0.9,0.816
3161,La Loire à Nevers,Loire,Loire,Loire,FR,18275,,9111.0,False,3802500,2677500,,0.787,0.831,1.127,0.971
3162,L'Alagnon à Lempdes-sur-Allagnon,Alagnon,Allier,Loire,FR,1100,,8611.0,False,3792500,2497500,,0.646,0.707,1.195,0.963
3163,L'Allier à Coudes,Allier,Allier,Loire,FR,5350,,8511.0,False,3792500,2522500,,0.619,0.656,1.062,1.152
3164,L'Allier à Limons,Allier,Allier,Loire,FR,7100,,8511.0,False,3812500,2562500,,0.601,0.647,1.07,1.173
3165,L'Allier à Saint-Yorre,Allier,Allier,Loire,FR,8950,,8311.0,False,3817500,2572500,,0.677,0.687,0.928,1.029
3166,La Sioule à Saint-Pourçain-sur-Sioule,Sioule,Allier,Loire,FR,2475,,8211.0,False,3802500,2602500,,0.325,0.391,1.27,0.892
3167,L'Allier à Châtel-de-Neuvre,Allier,Allier,Loire,FR,12825,,8111.0,False,3807500,2612500,,0.646,0.664,1.109,1.012
3168,L'Allier à Moulins,Allier,Allier,Loire,FR,13100,,8111.0,False,3807500,2627500,,0.655,0.683,1.135,0.989
3169,L'Allier à Cuffy,Allier,Allier,Loire,FR,14300,,8111.0,False,3792500,2667500,,0.626,0.674,1.183,0.994
3170,La Loire à Cours-les-Barres,Loire,Loire,Loire,FR,32800,,7111.0,False,3792500,2682500,,,,,
3171,La Loire à Saint-Martin-sur-Ocre et à Gien,Loire,Loire,Loire,FR,35900,,7111.0,False,3767500,2757500,,0.633,0.802,1.306,0.959
3172,La Loire à Orléans,Loire,Loire,Loire,FR,37250,,7111.0,False,3717500,2787500,,0.547,0.812,1.398,0.895
3173,La Loire à Blois,Loire,Loire,Loire,FR,38375,,7111.0,False,3672500,2757500,,0.754,0.816,1.16,0.968
3174,Le Cher à Saint-Amand-Montrond,Cher,Cher,Loire,FR,3900,,6511.0,False,3747500,2652500,,0.586,0.754,1.012,0.667
3175,L'Yèvre à Savigny-en-Septaine,Yevre,Cher,Loire,FR,550,,6411.0,False,3757500,2687500,,0.775,0.871,0.91,0.84
3176,Le Cher à Selles-sur-Cher,Cher,Cher,Loire,FR,9275,,6311.0,False,3692500,2717500,Difficult to locate  It may be on the wrong branch,,,,
3177,Le Cher à Châtillon-sur-Cher,Cher,Cher,Loire,FR,12800,,6111.0,False,3677500,2722500,,0.874,0.923,0.998,0.9
3178,Le Cher à Tours,Cher,Cher,Loire,FR,13650,,6111.0,False,3617500,2737500,,0.862,0.919,0.921,0.92
3179,La Loire à Langeais,Loire,Loire,Loire,FR,56675,,5311.0,False,3597500,2737500,,0.824,0.873,1.101,0.933
3180,L'Indre à Saint-Cyran-du-Jambot,Indre,Loire,Loire,FR,1775,,5211.0,False,3647500,2697500,,0.799,0.874,0.848,0.96
3181,Le Clain à Poitiers,Clain,Vienne,Loire,FR,2450,,4411.0,False,3582500,2657500,,0.794,0.864,1.122,0.906
3182,La Vienne à Ingrandes,Vienne,Vienne,Loire,FR,10250,,4311.0,False,3602500,2687500,,0.846,0.905,1.082,0.911
3183,La Creuse à Ciron [Scoury],Creuse,Vienne,Loire,FR,3500,,4231.0,False,3652500,2652500,Same location as 1909,0.816,0.834,0.947,0.942
3184,La Gartempe à Montmorillon,Gartempe,Vienne,Loire,FR,1825,,4223.0,False,3622500,2632500,,0.788,0.827,0.881,0.969
3185,L'Anglin à Mérigny,Anglin,Vienne,Loire,FR,1625,,4222.0,False,3627500,2657500,,0.682,0.736,1.127,0.876
3186,La Creuse à Leugny,Creuse,Vienne,Loire,FR,7950,,4211.0,False,3617500,2682500,,0.84,0.856,0.978,0.933
3187,La Vienne à Nouâtre et à Pouzay,Vienne,Vienne,Loire,FR,20075,,4111.0,False,3602500,2707500,,0.86,0.906,1.076,0.93
3188,La Loire à Montsoreau et à Saumur,Loire,Loire,Loire,FR,81450,,3311.0,False,3562500,2732500,,0.824,0.902,1.086,0.882
3189,Le Thouet à Missé [Missé],Thouet,Thouet,Loire,FR,1150,,3211.0,False,3547500,2702500,,,,,
3190,La Sarthe à Neuville-sur-Sarthe et à Souillé [Montreuil],Sarthe,Maine,Loire,FR,2675,,2451.0,False,3592500,2827500,Same location as 2921,,,,
3191,L'Huisne à Nogent-le-Rotrou [Pont de bois],Huisne,Maine,Loire,FR,950,,2441.0,False,3642500,2842500,,0.192,0.64,0.814,1.699
3192,L'Huisne à Montfort-le-Gesnois [La Pécardière],Huisne,Maine,Loire,FR,1925,,2441.0,False,3607500,2817500,,0.266,0.721,0.767,1.638
3193,La Sarthe à Spay [Ecluse de Prélandon],Sarthe,Maine,Loire,FR,5525,,2431.0,False,3587500,2802500,,0.733,0.834,0.978,1.207
3194,La Sarthe à Saint-Denis-d'Anjou [Beffes],Sarthe,Maine,Loire,FR,7450,,2431.0,False,3547500,2797500,,0.799,0.832,0.971,1.106
3195,Le Loir à Saint-Maur-sur-le-Loir,Loir,Maine,Loire,FR,1150,,2400.0,False,3682500,2822500,,0.518,0.678,0.955,0.644
3196,Le Loir à Flée [Port-Gautier],Loir,Maine,Loire,FR,6575,,2421.0,False,3607500,2777500,,0.838,0.873,1.059,0.917
3197,Le Loir à Durtal,Loir,Maine,Loire,FR,8100,,2421.0,False,3552500,2782500,,0.894,0.926,1.077,0.996
3198,La Mayenne à Saint-Fraimbault-de-Prières,Mayenne,Maine,Loire,FR,1950,,2431.0,False,3537500,2862500,,0.827,0.828,0.992,0.996
3199,La Mayenne à l'Huisserie [Bonne],Mayenne,Maine,Loire,FR,3675,,2431.0,False,3522500,2822500,,0.761,0.846,1.182,1.026
3200,L'Oudon à Châtelais [Marcillé],Oudon,Maine,Loire,FR,750,,2421.0,False,3502500,2802500,,0.693,0.827,0.987,0.747
3201,L'Oudon à Segré [écluse de Maingué],Oudon,Maine,Loire,FR,1475,,2421.0,False,3512500,2787500,,0.682,0.839,1.103,0.746
3202,La Loire à Chalonnes-sur-Loire et à Ingrandes et à Montjean-,Loire,Loire,Loire,FR,110750,,1511.0,False,3502500,2757500,,0.818,0.911,1.115,0.89
3203,La Sèvre Nantaise à Clisson,Sevre,La Sevre,Loire,FR,1400,,1431.0,False,3467500,2727500,,0.753,0.785,0.885,1.043
3204,La Maine à Remouillé,Maine,La Sevre,Loire,FR,625,,1421.0,False,3462500,2727500,,0.728,0.796,0.986,0.821
3205,La Garonne à Arlos et à Saint-Béat,Garonne,"Garonne, headwaters",Garonne,FR,700,1.0,571.0,False,3562500,2247500,,0.345,0.584,0.498,1.065
3206,Le Salat à Roquefort-sur-Garonne,Salat,Salat,Garonne,FR,4425,2.0,551.0,False,3587500,2272500,,-0.157,0.774,2.116,0.792
3207,La Garonne à Portet-sur-Garonne,Garonne,"Garonne, below Ariege",Garonne,FR,10000,1.0,531.0,False,3627500,2307500,,0.798,0.816,0.941,0.941
3208,Le Tarn à Millau,Tarn,Tarn,Garonne,FR,2100,2.0,431.0,False,3767500,2357500,,0.672,0.735,1.122,1.148
3209,L'Aveyron à Laguépie [1],Aveyron,Tarn,Garonne,FR,1575,3.0,421.0,False,3677500,2377500,,0.655,0.792,0.964,0.727
3210,L'Aveyron à Montauban [Loubéjac],Aveyron,Tarn,Garonne,FR,5300,3.0,421.0,False,3627500,2372500,,0.593,0.804,1.026,0.644
3211,La Garonne à Lamagistère,Garonne,"Garonne, below Tarn",Garonne,FR,32325,1.0,351.0,False,3587500,2377500,,0.842,0.862,1.02,0.926
3212,Le Célé à Orniac [Les Amis du Célé],Cele,Lot,Garonne,FR,1175,3.0,221.0,False,3667500,2417500,,0.822,0.826,0.993,0.964
3213,La Dordogne à Lanzac et à Souillac,Dordogne,"Dordogne, headwaters",Dordogne,FR,8250,1.0,5.0,False,3647500,2457500,,0.711,0.778,0.866,0.873
3214,La Dordogne à Cénac-et-Saint-Julien,Dordogne,"Dordogne, headwaters",Dordogne,FR,8550,1.0,5.0,False,3632500,2452500,,0.722,0.78,0.855,0.912
3215,La Vézère à Larche,Vezere,Vezere,Dordogne,FR,2525,2.0,4.0,False,3647500,2482500,,,,,
3216,La Vézère à Campagne,Vezere,Vezere,Dordogne,FR,3675,2.0,4.0,False,3607500,2462500,,0.802,0.832,1.093,0.95
3217,L'Isle à Périgueux,Isle,Isle,Dordogne,FR,2150,2.0,2.0,False,3592500,2497500,,0.853,0.891,1.1,0.993
3218,L'Isle à Abzac,Isle,Isle,Dordogne,FR,3825,2.0,2.0,False,3522500,2487500,,,,,
3219,Le Luy à Saint-Pandelon,Luy,Adour,Adour,FR,1050,2.0,32.0,False,3432500,2352500,,0.513,0.869,1.178,0.566
3220,Le Gave d'Oloron à Oloron-Sainte-Marie [Pont SNCF],Gave d'Oloron,Les Gaves Runis,Adour,FR,1300,2.0,23.0,False,3457500,2292500,,0.613,0.63,1.005,1.113
3221,Le Gave d'Oloron à Escos,Gave d'Oloron,Les Gaves Runis,Adour,FR,2600,2.0,23.0,False,3432500,2322500,,0.705,0.768,1.118,0.861
3222,Le Coney à Fontenoy-le-Château,Côney,,Rhône,FR,375,,,False,4037500,2767500,,0.78,0.787,1.046,1.031
3223,La Saône à Cendrecourt,Saone,Saone,Rhone,FR,1225,2.0,675.0,False,4017500,2757500,,0.778,0.816,1.063,0.892
3224,La Lanterne à Fleurey-lès-Faverney,Lanterne,Saone,Rhone,FR,1000,3.0,674.0,False,4027500,2742500,,0.709,0.835,0.767,1.056
3225,La Saône à Ray-sur-Saône,Saone,Saone,Rhone,FR,3775,2.0,673.0,False,4012500,2727500,,0.845,0.866,0.967,0.928
3226,L'Ognon à Chassey-lès-Montbozon [Bonnal],Ognon,Saone,Rhone,FR,850,3.0,661.0,False,4047500,2717500,,0.805,0.902,0.836,0.959
3227,L'Ognon à Beaumotte-Aubertans,Ognon,Saone,Rhone,FR,1250,3.0,661.0,False,4032500,2707500,,0.833,0.914,0.856,0.999
3228,L'Ognon à Pesmes,Ognon,Saone,Rhone,FR,2000,3.0,661.0,False,3987500,2692500,Same location as 2950,0.871,0.918,0.902,0.989
3229,La Saône à Auxonne,Saone,Saone,Rhone,FR,8825,2.0,655.0,False,3972500,2687500,,0.848,0.875,0.965,1.079
3230,La Tille à Cessey-sur-Tille,Tille,Saone,Rhone,FR,1100,3.0,654.0,False,3957500,2697500,,0.381,0.883,1.592,0.861
3231,L'Ouche à la Bussière-sur-Ouche,Ouche,,Rhône,FR,300,,,False,3922500,2692500,,0.824,0.854,0.901,1.003
3232,L'Ouche à Sainte-Marie-sur-Ouche [Pont de Pany],Ouche,Saone,Rhone,FR,525,3.0,652.0,False,3927500,2702500,,,,,
3233,La Saône à Pagny-la-Ville [Lechatelet],Saone,Saone,Rhone,FR,11650,2.0,651.0,False,3957500,2672500,Same location as 1918,0.921,0.93,0.988,0.964
3234,Le Doubs à la Cluse-et-Mijoux [Pontarlier amont],Doubs,,Rhône,FR,350,,,False,4042500,2647500,,0.671,0.86,1.297,0.998
3235,Le Doubs à Goumois,Doubs,Saone,Rhone,FR,1200,3.0,647.0,False,4092500,2687500,,0.818,0.884,1.14,0.991
3236,Le Doubs à Glère [Courclavon],Doubs,Saone,Rhone,FR,1350,3.0,647.0,False,4097500,2697500,,,,,
3237,Le Dessoubre à Saint-Hippolyte,Dessoubre,Saone,Rhone,FR,550,4.0,646.0,False,4077500,2687500,,0.8,0.88,0.89,0.884
3238,Le Doubs à Mathay,Doubs,Saone,Rhone,FR,2275,3.0,645.0,False,4077500,2707500,,0.868,0.908,0.976,0.909
3239,L'Allan à Courcelles-lès-Montbéliard,Allaine,Saone,Rhone,FR,1075,4.0,644.0,False,4077500,2717500,,0.761,0.885,0.791,1.019
3240,Le Doubs à Voujeaucourt,Doubs,Saone,Rhone,FR,3600,3.0,643.0,False,4072500,2712500,,0.879,0.92,0.93,0.942
3241,Le Doubs à Besançon,Doubs,Saone,Rhone,FR,4675,3.0,643.0,False,4022500,2687500,,0.852,0.924,0.876,0.976
3242,Le Doubs à Rochefort-sur-Nenon,Doubs,Saone,Rhone,FR,5225,3.0,643.0,False,3982500,2677500,,0.857,0.916,0.885,0.982
3243,La Loue à Chenecey-Buillon,Loue,Saone,Rhone,FR,1100,4.0,642.0,False,4012500,2677500,,0.611,0.881,0.631,1.033
3244,La Loue à Champagne-sur-Loue,Loue,Saone,Rhone,FR,1350,4.0,642.0,False,4002500,2667500,,0.695,0.882,0.719,0.978
3245,Le Doubs à Neublans-Abergement,Doubs,Saone,Rhone,FR,7475,3.0,641.0,False,3967500,2657500,,0.889,0.928,0.93,0.954
3246,La Dheune à Palleau,Dheune,Saone,Rhone,FR,1000,3.0,632.0,False,3942500,2662500,,0.619,0.782,0.695,0.933
3247,La Saône à Chalon-sur-Saône [port fluvial],Saone,Saone,Rhone,FR,21400,2.0,631.0,False,3927500,2642500,,0.801,0.855,0.932,1.118
3248,La Saône à Tournus,Saone,Saone,Rhone,FR,23100,2.0,631.0,False,3932500,2617500,,0.916,0.916,0.999,1.008
3249,La Seille à Saint-Usuge,Seille,Saone,Rhone,FR,900,3.0,621.0,False,3957500,2632500,Same location as 2942,0.775,0.82,0.867,1.017
3250,La Bourbre à Tignieu-Jameyzieu,Bourbre,"Rhone, headwaters",Rhone,FR,725,2.0,921.0,False,3942500,2522500,,-0.355,0.561,1.445,2.202
3251,La Bienne à Jeurre,Bienne,Ain,Rhone,FR,575,3.0,821.0,False,3992500,2592500,,0.591,0.831,0.634,1.064
3252,L'Ardèche à Saint-Martin-d'Ardèche [Sauze-Saint-Martin],Ardeche,Rhone,Rhone,FR,2225,2.0,321.0,False,3872500,2377500,Best possible location because of error in LDD,0.466,0.762,0.644,1.319
3253,Le Rhône à Tarascon,Rhone,Rhone,Rhone,FR,95975,1.0,111.0,False,3887500,2307500,Same location as 1922,0.846,0.899,0.89,1.039
3254,L'Agly à Estagel [Mas de Jau],Agly,Agly,Agly,FR,975,1.0,1.0,False,3727500,2212500,,0.149,0.757,1.724,0.624
3255,L'Aude à Carcassonne,Aude,Aude,Aude,FR,1825,1.0,1.0,False,3697500,2262500,,0.755,0.777,0.906,0.961
3256,L'Aude à Moussan [Moussoulens - écluse],Aude,Aude,Aude,FR,4900,1.0,1.0,False,3747500,2262500,,0.503,0.702,1.365,1.157
3257,L'Hérault à Agde,Herault,Herault,Herault,FR,2625,1.0,1.0,False,3787500,2272500,,0.73,0.795,1.142,1.103
3258,L'Orb à Béziers [Tabarka],Orb,Orb,Orb,FR,1325,1.0,1.0,False,3767500,2277500,,0.739,0.833,0.85,0.868
3259,Le Var à Entrevaux [Pont-levis],Var,Var,Var,FR,675,1.0,1.0,False,4062500,2322500,,0.689,0.749,0.854,1.112
3265,Strekkur,Nordura,,Nordur,IS,450,,,False,2867500,4962500,,0.28,0.635,0.565,0.558
3266,Haukadalsvatn,Haukadalsa,,Haukadals,IS,250,,,False,2882500,4997500,,0.557,0.68,0.918,0.705
3267,Faxi,Tungufljot,Tungufljot,Oelfusa,IS,2825,3.0,2.0,False,2897500,4887500,,,,,
3268,Below Djúpárdalur,Djupa,,Djlp,IS,250,,,False,2997500,4807500,,,,,
3269,Geithellur,Geithellnaa,,Geithellna,IS,175,,,False,3157500,4822500,Moved upstream because of error in LDD,0.089,0.443,0.327,0.74
3270,Flögubrú,Sanda,,Sand,IS,300,,,False,3187500,4997500,,,,,
3271,Above Árbugsár,Fnjoska,Fnjoska,Fnjcsk,IS,1125,1.0,1.0,False,3077500,5002500,,0.409,0.601,0.596,1.162
3272,Forsæludalur,Vatnsdalsa,Vatnsdalsa,Vatnsdals,IS,2100,1.0,1.0,False,2957500,4987500,,,,,
3273,Óp,Hvala,,Hval,IS,125,,,False,2927500,5102500,,-0.235,0.098,0.183,0.793
3274,Dynjandi,Dynjandisa,,Dynjandis,IS,75,,,False,2857500,5097500,,,,,
3275,Vatnsfjörður-brú (bridge),Vatnsdalsa,,Vatnsdals,IS,50,,,False,2852500,5077500,,,,,
3276,Nauteyri,Haffjardara,,Ever,IS,50,,,False,2847500,4997500,,,,,
3277,Viðvíkursveit,Hjaltadalsa,,Hjaltadals,IS,150,,,False,2967500,4922500,,,,,
3278,Hróaldarstaðir,Sela,Sela,Sela,IS,725,1.0,1.0,False,3202500,4947500,,,,,
3279,Grímsstaðir,Jokulsa A Fjollum,Bakkahlaup,Jkuls Fjllum,IS,5850,1.0,1.0,False,3137500,4947500,Difficulet to locate  It may be in the wrong catchment,0.314,0.39,0.781,1.225
3280,Upptyppingar,Jokulsa A Fjollum,Bakkahlaup,Jkuls Fjllum,IS,1975,1.0,3.0,False,3097500,4887500,Difficulet to locate  It may be in the wrong catchment,,,,
3281,Lónshnjúkur,Kreppa,Bakkahlaup,Jkuls Fjllum,IS,1375,2.0,2.0,False,3107500,4882500,,0.572,0.668,0.87,1.237
3282,Ofan Ullarfossbrúar,Svarta,Skjalfandafljot,Svarta I Brdardal,IS,925,1.0,1.0,False,3087500,4942500,Difficult to locate  may be in the wrong catchment,,,,
3283,Aldeyjarfoss,Skjalfandafljot,Skjalfandafljot,Skjalfandafljot,IS,2450,1.0,1.0,False,3077500,4942500,,,,,
3284,Kjáfoss,Hvi­ta,Hvi­ta,Hvita,IS,1750,1.0,1.0,False,2877500,4952500,,,,,
3286,Haukadalsheiði,Sanda,Sanda,Oelfusa,IS,625,3.0,4.0,False,2912500,4897500,,,,,
3287,Dynjandi,Bruara,Bruara,Oelfusa,IS,650,2.0,2.0,False,2882500,4882500,,,,,
3289,Emstrur,Markarfljot,,Markarfljct,IS,475,,,False,2912500,4822500,,,,,
3290,Flathylur,Geirlandsá,,Geirlands,IS,250,,,False,3022500,4902500,,,,,
3291,Eyjólfsstaðir,Fossa,,Foss,IS,125,,,False,3177500,4832500,,,,,
3293,Lainate SP109,Lura,,Po,IT,125,,,False,4247500,2497500,,,,,
3298,Paderno Dugnano - Palazzolo Parco Borghetto,Seveso,,Po,IT,225,,,False,4252500,2502500,,,,,
3300,Caslino d'Erba - v. 4 novembre,Lambro,,Po,IT,75,,,False,4262500,2527500,,,,,
3301,Milano - v. Feltre,Lambro,,Po,IT,425,,,False,4262500,2487500,,-0.103,0.715,1.561,1.906
3302,Costa Masnaga - Lambrugo,Lambro,,Po,IT,200,,,False,4262500,2517500,,-0.278,0.49,1.641,1.982
3304,Lesmo - Peregallo,Lambro,,Po,IT,325,,,False,4267500,2502500,,-0.687,0.592,2.619,1.239
3306,Chiavenna - Inferno,Liro,,Po,IT,200,,,False,4272500,2582500,,,,,
3307,Salerano sul Lambro - SP115,Lambro,Lambro,Po,IT,625,,5411.0,False,4272500,2467500,,-1.324,0.778,0.649,3.286
3308,Gera Lario - Fuentes,Adda,Adda,Po,IT,2600,,4511.0,False,4277500,2557500,,-0.045,0.691,0.52,1.875
3309,Olginate - S.Maria Lavello,Adda,Adda,Po,IT,4600,,4511.0,False,4277500,2517500,,0.328,0.821,0.63,1.532
3310,Lodi - v. X Maggio,Adda,Adda,Po,IT,6175,,4311.0,False,4282500,2467500,,0.831,0.832,0.988,0.989
3311,Camerata Cornello - via Orbrembo 37,Brembo,,Po,IT,475,,,False,4292500,2532500,,0.615,0.626,0.98,0.909
3313,Montodine - via Bodesine,Serio,Adda,Po,IT,1100,,4211.0,False,4297500,2472500,,,,,
3314,Cene - Ponte,Serio,Adda,Po,IT,525,,4211.0,False,4307500,2517500,,0.054,0.606,0.453,1.663
3315,Sondrio - Ponte Eifell,Mallero,,Po,IT,325,,,False,4312500,2567500,,0.462,0.747,0.842,1.447
3317,Capriolo - SP12,Oglio,Oglio,Po,IT,1875,,2511.0,False,4312500,2502500,,0.384,0.493,0.963,0.653
3318,Gandellino - Grabiasca,Serio,,Po,IT,125,,,False,4317500,2542500,,,,,
3320,Teglio - S. Giacomo,Adda,Adda,Po,IT,1375,,4511.0,False,4322500,2562500,,-0.506,0.311,0.411,2.202
3321,Manerbio - v. Dante,Mella,Oglio,Po,IT,900,,2411.0,False,4332500,2472500,,0.666,0.699,0.899,1.103
3322,Darfo Boario Terme - Cav. Vittorio Venteto,Oglio,Oglio,Po,IT,1375,,2511.0,False,4332500,2527500,,,,,
