ObsID,National_Station_Identifier,StationName,Provider ID,Country code,StationLon,StationLat,Height,DrainingArea.km2.Provider,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD5k,LisfloodX5k,LisfloodY5k,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,FixedRepPoint,LSFCalib,HasWL,HasD,HasOpWL,HasOpD,Alive,HasRTWL,HasRTD,HasHWL,HasHD,Exclude5k,CAL_TYPE5k,Notes5k,EC_calib5k,Notes,QC,EC_issue,EC_calib,send_to_partners,first_valid_date_24H,last_valid_date_24H,data_count_24H,first_valid_date_6H,last_valid_date_6H,data_count_6H,HRES_cal_step_24,HRES_cal_step_6,first_valid_date_calib,last_valid_date_calib,data_count_calib,CAL_TYPE,Spinup_days,Min_calib_days,Cal_head,Cal_single,Cal_area,CalRes,CalLakes,DP_comment,calc_start_date,calc_end_date,calc_steps,KGE,KGE_r,KGE_B,KGE_y,NS,NSLOG,MAE,RMSE,CORR,BIAS,PC_BIAS,PC_BIAS2,APB,APB2,RSR,VR
1,10062000,Schwabelweis,1004,DE,12.13873,49.023585,324.49,35399,Danube,Danube,Danube,-,35525,4477500.0,2882500.0,35439.5,12.14167,49.025,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Oscillations in lower flow  use 3,1,,3,,1,0,01/01/1991,31/12/2021,10233.0,01/07/2013 00:00,31/12/2021 18:00,12235.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3058.75,6.0,1095.0,1460.0,0.0,,2140.281216,,,,2013-07-01 00:00:00,2021-12-31 18:00:00,12235.0,0.8606325746918906,0.8742687440965594,1.0561849836978217,0.9785949040452858,0.7257145574169823,0.6636215130252507,74.19783774827542,99.00427448816116,0.8742687440965594,21.761790209710615,5.618498369782195,5.6184983697821576,19.15653199542502,5.6184983697821576,0.5237226771708643,0.9785949040452858
2,10088003,Hofkirchen,1004,DE,13.115212,48.676627,299.6,47496,Danube,Danube,Danube,C059,47525,4547500.0,2847500.0,47585.7,13.10833,48.675,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,keeping it for routing,3,,1,1,03/01/1990,31/12/2021,10451.0,01/11/2013 00:00,31/12/2021 18:00,11585.0,True,True,01/11/2013 00:00,31/12/2021 18:00,2896.25,6.0,1095.0,1460.0,0.0,,880.483456,,,recommended,2013-11-01 00:00:00,2021-12-31 18:00:00,11585.0,0.843672604137433,0.8780937616470987,1.0978575852414618,1.0010083444487936,0.6754436997214627,0.6684061858132178,104.05626300253005,142.02753055726404,0.8780937616470987,53.94459975844094,9.785758524146239,9.785758524146189,18.87620757643065,9.785758524146189,0.5696984292400099,0.9989916555512064
3,10078000,Pfelling,1004,DE,12.747379,48.879843,310.25,37687,Danube,Danube,Danube,C362,37725,4517500.0,2867500.0,37764.2,12.75833,48.875,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Use 886 which has more data almost same location Same location as 886,2,close to 886  excluded by DP,3,DP,0,1,03/01/1990,31/12/2021,10482.0,13/10/2013 00:00,31/12/2021 18:00,11720.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
4,502070,Barby,1004,DE,11.882244,51.984836,46.11,94060,Elbe,Elbe,Elbe,C348,93975,4452500.0,3207500.0,93702.5,11.89167,51.99167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10247.0,01/07/2013 00:00,31/12/2021 18:00,12230.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3057.5,6.0,1095.0,1460.0,0.0,,975.535488,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12230.0,0.6132590732458281,0.6529655534312593,1.1617930895036581,1.0543933222947905,-0.00022881048300349427,0.25109535956868356,131.30893431302502,192.26029276601938,0.6529655534312593,60.60369425672217,16.179308950365797,16.179308950365815,35.05541769771041,16.179308950365815,1.0001143986979706,0.9456066777052095
5,501420,Wittenberg / Lutherstadt,1004,DE,12.646309,51.856531,62.44,61879,Elbe,Elbe,Elbe,C164,61675,4497500.0,3197500.0,60768.0,12.64167,51.85833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,03/01/1990,31/12/2021,10865.0,15/08/2012 06:00,31/12/2021 18:00,13296.0,True,True,15/08/2012 06:00,31/12/2021 18:00,3324.0,6.0,1095.0,1460.0,0.0,,2987.836672,,,recommended,2012-08-15 06:00:00,2021-12-31 18:00:00,13296.0,0.6918231499486944,0.7532918646567068,1.1679263821659807,0.92313130002644,0.4246502916008592,0.1873268375782765,114.62361385456738,181.89644282999714,0.7532918646567068,46.292880326923395,16.79263821659824,16.792638216598057,41.57945811419623,16.792638216598057,0.7585181002449074,0.92313130002644
6,596390,Malliss OP,1004,DE,11.345254,53.190627,19.75,2879,Muritz-Elde,Elbe,Elbe,C558,2900,4407500.0,3342500.0,2935.1,11.34167,53.19167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,unrealistic low discharge same for daily data  possibly wrong location,0,low discharge but seems OK,1,,1,0,03/01/1990,31/12/2021,10080.0,11/07/2014 00:00,31/12/2021 18:00,9984.0,True,True,11/07/2014 00:00,31/12/2021 18:00,2496.0,6.0,1095.0,1460.0,0.0,,1695.675264,,1.0,,2014-07-11 00:00:00,2021-12-31 18:00:00,9984.0,0.3454619472253796,0.8999970040483128,1.6240234664642137,1.1703354826002643,-0.8134265393966362,0.2166833428114916,4.936124117790629,7.038186183606798,0.8999970040483128,4.122345722751791,62.402346646421,62.402346646421364,74.72098387772121,62.402346646421364,1.3466352659115395,0.8296645173997357
7,5910010,Schnackenburg,1004,DE,11.569159,53.038253,13.7,125482,Elbe,Elbe,Elbe,-,125175,4422500.0,3327500.0,123010.6,11.575,53.04167,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,582670,Grosse Traenke Wehr UP,1004,DE,13.996386,52.369055,34.8,6170.92,Muggelspree,Elbe,Elbe,-,6625,4592500.0,3257500.0,5971.3,13.99167,52.375,False,False,True,False,1,0,1,0,1,1,1,1,1,0,HIST_24h,oscillations doscharge is too low compared to size of catchment possibly wrong data,0,discharge is too low compared to size of catchment  station is probably on a lateral channel,0,no_calib,0,0,03/01/1990,01/01/2020,9981.0,01/07/2013 00:00,01/01/2020 00:00,9501.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,580650,Rathenow UP,1004,DE,12.321014,52.607446,24.52,19288.46,Lower Havel,Elbe,Elbe,C351,18875,4472500.0,3287500.0,18002.4,12.325,52.60833,False,False,True,True,1,0,1,0,1,1,0,1,1,0,HIST_24h,-,3,,2,,1,1,03/01/1990,19/05/2010,7381.0,,,,True,False,03/01/1990 00:00,19/05/2010 00:00,7381.0,24.0,1095.0,1460.0,0.0,,3049.74464,,,recommended,1991-01-03 00:00:00,2010-05-19 00:00:00,7020.0,0.692300189876089,0.7411893005241668,0.8904469374421178,1.1252769790157378,0.4443027378103024,0.540378909315624,22.92019850957775,30.671203741191835,0.7411893005241668,-7.918247661569354,-10.95530625578822,-10.955306255788223,31.711283209108263,10.955306255788223,0.7454510461389803,0.8747230209842622
10,596080,Plau OP,1004,DE,12.259913,53.456704,60.16,1230,Muritz-Elde,Elbe,Elbe,-,1250,4467500.0,3377500.0,1239.4,12.25833,53.45833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,low quality data  very small flow a   lake,0,Regulated,1,,1,0,03/01/1990,31/12/2021,10246.0,01/01/2014 00:00,31/12/2021 18:00,10955.0,True,True,01/01/2014 00:00,31/12/2021 18:00,2738.75,6.0,1095.0,1460.0,1.0,0.0,1239.42208,,1.0,,2014-01-01 00:00:00,2021-12-31 18:00:00,10955.0,-0.714552568761653,0.32431026346410197,2.575711270013478,0.9836328212649731,-10.05379441532364,-2.3335890986123724,2.561315369887364,3.4014097303555584,0.32431026346410197,2.350426721857178,157.57112700134806,157.5711270013478,171.70896913566935,157.5711270013478,3.3247247127128507,0.9836328212649731
11,570940,Calbe Grizehne,1004,DE,11.812211,51.916414,49.36,23719,Saale,Elbe,Elbe,C169,23725,4442500.0,3202500.0,23685.8,11.80833,51.90833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10244.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,5760.169984,1.0,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.7183327722773953,0.753044266552512,1.120465712267632,0.9380540149952966,0.4329154576914104,0.5482088475717486,21.449488189345903,33.68226990891659,0.753044266552512,9.524856889187376,12.046571226763273,12.046571226763202,27.128259275360072,12.046571226763202,0.7530501592248612,0.9380540149952966
12,502350,Tangermuende,1004,DE,11.978054,52.541308,27.56,97780,Elbe,Elbe,Elbe,C170,97875,4457500.0,3272500.0,97792.8,11.975,52.54167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,03/01/1990,31/12/2021,10871.0,27/08/2012 06:00,31/12/2021 18:00,13282.0,True,True,27/08/2012 06:00,31/12/2021 18:00,3320.5,6.0,1095.0,1460.0,0.0,,4090.345728,,,recommended,2012-08-27 06:00:00,2021-12-31 18:00:00,13282.0,0.7508311047529861,0.7751638116962256,1.107331810917524,1.003702587313207,0.4647018133117681,0.4115590885398055,143.5877465308271,218.86850905286352,0.7751638116962256,45.46742932410669,10.733181091752314,10.733181091752401,33.89576470413905,10.733181091752401,0.731640749745555,0.996297412686793
13,570910,Bernburg UP,1004,DE,11.73542,51.796794,55.11,19660,Saale,Elbe,Elbe,-,19700,4442500.0,3187500.0,19613.8,11.74167,51.79167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Few outliers removed with qc close to 11,2,close to 11  excluded by DP,3,DP,0,1,03/01/1990,31/12/2021,10900.0,15/08/2012 06:00,31/12/2021 18:00,13367.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
14,503050,Wittenberge,1004,DE,11.759441,52.985531,16.72,123532,Elbe,Elbe,Elbe,C171,123300,4432500.0,3327500.0,122857.2,11.75833,52.99167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,03/01/1990,31/12/2021,10893.0,15/08/2012 06:00,31/12/2021 18:00,13410.0,True,True,15/08/2012 06:00,31/12/2021 18:00,3352.5,6.0,1095.0,1460.0,0.0,,1531.30944,,,recommended,2012-08-15 06:00:00,2021-12-31 18:00:00,13410.0,0.7445231259906456,0.755678070616542,1.0688044001942438,0.9709968537940029,0.4813340792068215,0.43147237789840465,166.59204302722995,251.19519474113406,0.755678070616542,35.086649488693226,6.880440019424417,6.880440019424384,32.66845300038136,6.880440019424384,0.7201846435416267,0.9709968537940029
15,502010,Aken,1004,DE,12.058857,51.857869,50.2,70093,Elbe,Elbe,Elbe,C349,69875,4457500.0,3202500.0,69041.1,12.05833,51.85833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10232.0,01/07/2013 00:00,31/12/2021 18:00,12198.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3049.5,6.0,1095.0,1460.0,0.0,,2094.724864,1.0,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12198.0,0.5610572446462637,0.6294876357738792,1.1824149070575762,1.148714935753865,-0.2579100293343699,0.1357657212128306,113.58436491547874,170.96064855109913,0.6294876357738792,53.47219168617852,18.241490705757723,18.241490705757617,38.748143129892505,18.241490705757617,1.1215658827435724,0.8512850642461349
16,502180,Magdeburg-Strombruecke,1004,DE,11.644332,52.1297,39.88,94942,Elbe,Elbe,Elbe,-,94975,4437500.0,3222500.0,94197.0,11.65833,52.125,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Close to 4,2,close to 4 excluded by DP,3,DP,0,1,01/01/1991,31/12/2021,10237.0,01/07/2013 00:00,31/12/2021 18:00,12230.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
17,580790,Havelberg Stadt,1004,DE,12.07804,52.824075,21.57,23858,Lower Havel waterway,Elbe,Elbe,-,23550,4462500.0,3302500.0,23533.1,12.075,52.825,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Outliers exclude 2013 flood  negative values removed with qc ,1,minor outliers,3,,1,0,01/01/1991,31/12/2021,10237.0,01/07/2013 00:00,31/12/2021 18:00,12227.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3056.75,6.0,1095.0,1460.0,0.0,,5530.64192,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12227.0,0.6299782298879784,0.6387320087369124,0.9576503236964913,1.0678826469913736,0.25608933227579833,0.5043630901219727,26.138507545597964,38.41693509414867,0.6387320087369124,-2.98458066052593,-4.234967630350953,-4.2349676303508765,37.089208150864415,4.2349676303508765,0.8625025609957365,0.9321173530086264
18,570810,Halle-Trotha UP,1004,DE,11.954551,51.514254,69.34,17988,Saale,Elbe,Elbe,C350,18000,4457500.0,3157500.0,17925.7,11.95833,51.50833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,small outliers,3,,3,,1,1,01/01/1991,31/12/2021,10237.0,01/07/2013 00:00,31/12/2021 18:00,12232.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3058.0,6.0,1095.0,1460.0,0.0,,3215.503104,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12232.0,0.7108434808271356,0.7579017797884344,0.9901486779712525,1.157806513822609,0.42313323336925124,0.44756458821127876,17.86084955587794,28.235887403317875,0.7579017797884344,-0.6960468367501398,-0.9851322028747437,-0.9851322028747499,25.2788995498485,0.9851322028747499,0.7595174564358296,0.842193486177391
19,5930010,Neu Darchau,1004,DE,10.8888,53.232262,5.68,131950,Elbe,Elbe,Elbe,C172,131450,4377500.0,3352500.0,131250.1,10.875,53.24167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,03/01/1990,31/12/2021,10903.0,10/08/2012 06:00,31/12/2021 18:00,13409.0,True,True,10/08/2012 06:00,31/12/2021 18:00,3352.25,6.0,1095.0,1460.0,0.0,,5457.8304,,,recommended,2012-08-10 06:00:00,2021-12-31 18:00:00,13409.0,0.7138697416080462,0.7227980928750859,1.0707231343896284,1.005278798714038,0.38420091842685633,0.45568559019958765,168.0349364425408,255.90574206516305,0.7227980928750859,37.49432287653703,7.072313438962835,7.07231343896283,31.69535140375923,7.07231343896283,0.7847286674852271,0.9947212012859621
20,603130,Schwedt-Oderbruecke,1004,DE,14.311627,53.035578,-4.99,112950,Oder,Oder,Oder,-,112475,4607500.0,3332500.0,112705.2,14.30833,53.04167,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,603000,Eisenhuettenstadt,1004,DE,14.687965,52.153321,25.17,52033,Oder,Oder,Oder,C365,51150,4642500.0,3237500.0,52124.8,14.69167,52.15833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10238.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,725.516864,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.6400666177532572,0.6911115807588262,1.1525339988330423,1.1042754204703589,0.055098785057273614,0.3016046223128126,68.94613586714374,104.42946083225839,0.6911115807588262,31.18720580023554,15.253399883304356,15.253399883304224,33.720974797371184,15.253399883304224,0.9720602938823961,0.8957245795296411
22,603050,Kienitz,1004,DE,14.433228,52.679839,5.2,109093,Oder,Oder,Oder,-,109425,4622500.0,3292500.0,109685.1,14.44167,52.675,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,603031,Frankfurt (Oder),1004,DE,14.551714,52.357808,17.19,53580,Oder,Oder,Oder,-,51925,4632500.0,3262500.0,53690.4,14.55833,52.35833,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,603100,Stuetzkow,1004,DE,14.19335,52.983722,-5,112143,Oder,Oder,Oder,-,112450,4602500.0,3327500.0,112545.3,14.19167,52.975,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,603040,Kietz,1004,DE,14.630298,52.577597,8.69,53752,Oder,Oder,Oder,-,52450,4637500.0,3282500.0,54111.0,14.625,52.575,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,603080,Hohensaaten-Finow,1004,DE,14.141123,52.864739,0.16,109564,Oder,Oder,Oder,C178,109875,4602500.0,3307500.0,111349.4,14.14167,52.85833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10186.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,1374.342656,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.5719326199505415,0.5809872163650356,1.035121043842964,0.9197723159235747,0.19447805135737273,0.34407512686323427,116.73024621349217,167.65761295763892,0.5809872163650356,13.678093876490987,3.51210438429642,3.51210438429642,29.972656512544756,3.51210438429642,0.8975087457193008,0.9197723159235747
27,25800200,Leun (Neu),1004,DE,8.355275,50.545134,135,3571,Lahn,Rhine,Rhine,C338,3575,4207500.0,3047500.0,3559.9,8.35833,50.54167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10246.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,1907.729792,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.8495521878692031,0.9155018374993277,0.9414256992058486,0.890165324257638,0.829614634753594,0.7545654873196347,7.604583721359484,12.828798788780563,0.9155018374993277,-1.5620951535016867,-5.857430079415117,-5.857430079415138,28.515111471327568,5.857430079415138,0.41277762202717105,0.890165324257638
28,23700200,Maxau,1004,DE,8.305614,49.038957,97.79,50196,Rhine,Rhine,Rhine,-,50425,4192500.0,2877500.0,50539.5,8.30833,49.04167,True,True,True,False,1,1,1,1,1,1,1,1,1,0,HIST_6h,Limited data period,1,,3,,1,1,01/01/1991,31/12/2021,10212.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,10230.00064,1.0,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.9322785184215008,0.9337568662690019,1.0075876633580991,0.9881478413169468,0.8677663781126916,0.8384213446148421,140.53478250877225,185.39588418364133,0.9337568662690019,8.908179889829068,0.7587663358099154,0.7587663358099136,11.970241204914586,0.7587663358099136,0.3636394119004553,0.9881478413169468
29,24900108,Raunheim,1004,DE,8.44832,50.01613,82.9,27142,Main,Rhine,Rhine,-,27100,4207500.0,2987500.0,27128.7,8.44167,50.00833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,oscillations jumps missing data,0,some zeros,3,,1,0,03/01/1990,31/12/2021,10542.0,15/08/2012 06:00,31/12/2021 18:00,11877.0,True,True,15/08/2012 06:00,31/12/2021 18:00,2969.25,6.0,1095.0,1460.0,0.0,,713.199552,,,,2012-08-15 06:00:00,2021-12-31 18:00:00,11877.0,0.8003609262102735,0.813649032108336,1.0715918405697902,0.9980803872032116,0.5846883248160805,0.430720576413095,53.52281433782725,78.85595458739886,0.813649032108336,13.32507215040392,7.159184056978993,7.159184056979007,28.75629300666887,7.159184056979007,0.6444467977916557,0.9980803872032116
30,23500700,Plittersdorf,1004,DE,8.135974,48.885937,106.76,48276,Rhine,Rhine,Rhine,-,48500,4182500.0,2862500.0,48496.1,8.14167,48.89167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,excluded by DP,3,DP,0,1,01/01/1991,31/12/2021,10248.0,01/07/2013 00:00,31/12/2021 18:00,12226.0,True,True,,,,,,,,,,,,exclude,,,,,,,,,,,,,,,,,,,
31,24700404,Frankfurt-Osthafen,1004,DE,8.715027,50.105711,90.64,24764,Main,Rhine,Rhine,C211,24775,4222500.0,2997500.0,24783.0,8.70833,50.10833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Quite large oscillations in low flow  no large flood peaks could use hist_24 instead,1,,3,,1,0,03/01/1990,31/12/2021,10484.0,13/10/2013 00:00,31/12/2021 18:00,11706.0,True,True,13/10/2013 00:00,31/12/2021 18:00,2926.5,6.0,1095.0,1460.0,0.0,,5925.946368,,,,2013-10-13 00:00:00,2021-12-31 18:00:00,11706.0,0.6071126765474837,0.8265770067019329,1.3079348714308172,0.8283578452649035,0.4795387081148563,0.20859301381883244,59.66517372540558,80.70346654294427,0.8265770067019329,41.51315843349294,30.793487143081688,30.793487143081723,44.25822629098415,30.793487143081723,0.7214300325638985,0.8283578452649035
32,26100100,Perl,1004,DE,6.369075,49.472537,138.5,11522,Moselle,Rhine,Rhine,C207,11525,4057500.0,2942500.0,11483.9,6.375,49.475,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,Use after 03-2013  Outliers removed with qcc and small oscillations zeros,3,Outliers and small oscillations zeros,3,,1,1,01/01/1991,31/12/2021,10255.0,01/07/2013 00:00,31/12/2021 18:00,12227.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3056.75,6.0,1095.0,1460.0,0.0,,848.150144,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12227.0,0.8430011146276086,0.9147679294771444,1.0383807528494207,0.8738609419201493,0.83572169704576,0.6334308134939537,38.26964244476054,61.34417978948609,0.9147679294771444,4.844124442337277,3.8380752849421347,3.8380752849420725,30.32163409079086,3.8380752849420725,0.4053125990568742,0.8738609419201493
33,23800100,Plochingen,1004,DE,9.419239,48.707411,245.9,3995,Neckar,Rhine,Rhine,C342,3975,4277500.0,2842500.0,3980.4,9.425,48.70833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10241.0,01/07/2013 00:00,31/12/2021 18:00,12187.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3046.75,6.0,1095.0,1460.0,1.0,0.0,3980.3584,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12187.0,0.7219828091986026,0.8066481421230352,0.927210196155634,1.1860383344714882,0.560138520772871,-1.2459536655204246,14.05920037362218,28.51187785289589,0.8066481421230352,-2.934461862999215,-7.278980384436565,-7.278980384436598,34.874075220001004,7.278980384436598,0.6632205358906854,0.8139616655285118
34,24300304,Schweinfurt Neuer Hafen,1004,DE,10.220745,50.031183,204.04,12715,Main,Rhine,Rhine,-,12825,4332500.0,2982500.0,12723.7,10.225,50.025,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Outliers  small oscillations  zeros  qc,1,,3,,1,0,01/01/1991,31/12/2021,10236.0,01/07/2013 00:00,31/12/2021 18:00,12200.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3050.0,6.0,1095.0,1460.0,0.0,,714.83712,,,,2013-07-01 00:00:00,2021-12-31 18:00:00,12200.0,0.7805211010318436,0.8448084201503374,1.1523140426161118,0.9702175713217122,0.5879582566601171,0.5315618195206364,26.87937431022169,39.10388489482434,0.8448084201503374,13.77242453682595,15.231404261611331,15.231404261611178,29.726836790678163,15.231404261611178,0.6419047774708359,0.9702175713217122
35,24700200,Kleinheubach,1004,DE,9.233046,49.713596,119.62,21505,Main,Rhine,Rhine,C335,21550,4262500.0,2957500.0,21523.9,9.24167,49.70833,True,True,True,False,1,1,1,1,1,1,1,1,1,0,NRT_6h,Wrong hydrometric zero or wrong rating curve  could use hist_24 instead,0,Low flow is missing after 2010,0,,0,0,03/01/1990,31/12/2021,9044.0,22/10/2013 06:00,31/12/2021 18:00,5278.0,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,25700100,Kaub,1004,DE,7.764994,50.085407,67.68,103488,Rhine,Rhine,Rhine,C202,103525,4162500.0,2992500.0,103713.5,7.75833,50.09167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10234.0,01/07/2013 00:00,31/12/2021 18:00,12238.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3059.5,6.0,1095.0,1460.0,0.0,,1174.58176,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12238.0,0.9222882178106951,0.9304035534355233,1.016476779997959,1.03039689848545,0.8505249255696383,0.8346744562662056,190.0166623557347,258.42143151340235,0.9304035534355233,25.39647773527914,1.647677999795931,1.6476779997958944,12.327940804298043,1.6476779997958944,0.3866200647022367,0.9696031015145501
37,24700302,Obernau,1004,DE,9.129109,49.933776,107.8,22300,Main,Rhine,Rhine,-,22275,4257500.0,2977500.0,22349.2,9.10833,49.94167,False,False,False,False,1,0,1,0,1,1,0,1,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,26900400,Cochem,1004,DE,7.16831,50.143322,77,27088,Moselle,Rhine,Rhine,C208,27025,4122500.0,3007500.0,27092.9,7.19167,50.14167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,01/01/1991,31/12/2021,10187.0,01/07/2013 00:00,31/12/2021 18:00,12077.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3019.25,6.0,1095.0,1460.0,0.0,,2490.849792,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12077.0,0.9114975874556198,0.9210314392988787,0.993046178210538,0.9606517114795398,0.8471764444276845,0.7081372153972014,77.82001535022563,127.88860620637712,0.9210314392988787,-2.0011764643219148,-0.6953821789462041,-0.695382178946206,27.041419287430596,0.695382178946206,0.3909265347508598,0.9606517114795398
39,24300202,Trunstadt,1004,DE,10.75524,49.92968,223.4,12010,Main,Rhine,Rhine,-,11950,4372500.0,2982500.0,12008.8,10.75833,49.925,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,Outliers  zeros removed with qc,3,,3,,1,1,01/01/1991,31/12/2021,10218.0,01/07/2013 00:00,31/12/2021 18:00,12169.0,True,True,01/07/2013 00:00,31/12/2021 18:00,3042.25,6.0,1095.0,1460.0,0.0,,772.602752,,,recommended,2013-07-01 00:00:00,2021-12-31 18:00:00,12169.0,0.7976879680330464,0.8342596848873315,1.1119087974034287,1.0306060008604412,0.5663690824540153,0.4795488294323531,25.919678920503628,37.28567597046537,0.8342596848873315,10.203765426589682,11.190879740342995,11.19087974034288,28.427153857515258,11.19087974034288,0.658506581247282,0.9693939991395588
