ObsID,National_Station_Identifier,StationName,Provider ID,Country code,StationLon,StationLat,Height,DrainingArea.km2.Provider,River,Catchment,EC_Catchments,Calibration ID,DrainingArea.km2.LDD5k,LisfloodX5k,LisfloodY5k,DrainingArea.km2.LDD,LisfloodX,LisfloodY,RealTime,PostProcess,FixedRepPoint,LSFCalib,HasWL,HasD,HasOpWL,HasOpD,Alive,HasRTWL,HasRTD,HasHWL,HasHD,Exclude5k,CAL_TYPE5k,Notes5k,EC_calib5k,Notes,QC,EC_issue,EC_calib,send_to_partners,first_valid_date_24H,last_valid_date_24H,data_count_24H,first_valid_date_6H,last_valid_date_6H,data_count_6H,HRES_cal_step_24,HRES_cal_step_6,first_valid_date_calib,last_valid_date_calib,data_count_calib,CAL_TYPE,Spinup_days,Min_calib_days,Cal_head,Cal_single,Cal_area,CalRes,CalLakes,DP_comment,calc_start_date,calc_end_date,calc_steps,KGE,KGE_r,KGE_B,KGE_y,NS,NSLOG,MAE,RMSE,CORR,BIAS,PC_BIAS,PC_BIAS2,APB,APB2,RSR,VR
380,3172,Borgotaro,1016,IT,9.84219,44.514057,354,-,Taro,Po,Po,-,400,4307500.0,2377500.0,412.6,9.84167,44.525,False,False,True,True,1,0,1,0,1,1,1,1,1,0,NRT_6h,-,3,,2,,2,1,21/09/2006,08/11/2017,2375.0,20/09/2006 18:00,07/11/2017 12:00,9441.0,True,True,20/09/2006 18:00,07/11/2017 12:00,2360.25,6.0,1095.0,1460.0,1.0,0.0,412.623424,,,,2006-09-20 18:00:00,2017-11-07 12:00:00,9441.0,0.6682556049024784,0.7381252091372882,1.0904430976706136,1.1824718709088482,0.23807811306643867,0.33683292317694813,6.785550848266557,15.31046870705084,0.7381252091372882,0.9325439681082857,9.044309767061351,9.04430976706136,65.8098984183689,9.04430976706136,0.872881370481444,0.8175281290911518
381,3173,Farini,1016,IT,9.569663,44.712114,436,-,Nure,Po,Po,-,250,4287500.0,2402500.0,208.1,9.575,44.70833,False,False,True,False,1,0,1,0,1,1,1,1,1,0,NRT_6h,Missing data  small LDD uparea,0,,2,,1,1,21/09/2006,08/11/2017,2039.0,20/09/2006 18:00,07/11/2017 12:00,8084.0,True,True,20/09/2006 18:00,07/11/2017 12:00,2021.0,6.0,1095.0,1460.0,1.0,0.0,208.100272,,,,2006-09-20 18:00:00,2017-11-07 12:00:00,8084.0,0.6542486181595586,0.6639777449499621,1.0813329904321483,0.9957565552877274,0.2675708400491733,0.42725529069862034,2.782926871593642,5.594730143662911,0.6639777449499621,0.3532111660583653,8.133299043214825,8.13329904321483,64.08171268948267,8.13329904321483,0.8558207522319294,0.9957565552877274
382,3174,Corniglio,1016,IT,10.099499,44.487276,544,-,Parma,Po,Po,-,150,4332500.0,2377500.0,90.9,10.09167,44.49167,False,False,True,False,1,0,1,0,1,1,1,1,1,0,-,Not enough discarge data available for calibration period,-,low quality,0,,0,1,08/03/2007,04/06/2015,1596.0,07/03/2007 12:00,03/06/2015 18:00,6308.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,3177,Ferriere idro,1016,IT,9.498643,44.643676,629,-,Nure,Po,Po,-,100,4282500.0,2392500.0,26.9,9.49167,44.64167,False,False,True,False,1,0,1,0,1,1,1,1,1,0,NRT_6h,low data quality  small LDD uparea,0,low quality,0,,0,0,21/09/2006,08/11/2017,1986.0,20/09/2006 18:00,07/11/2017 12:00,7941.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,3179,Compiano,1016,IT,10.352731,44.524367,296,-,Tassobio,Po,Po,-,125,4352500.0,2377500.0,100.7,10.35833,44.525,False,False,True,False,1,0,1,0,1,1,1,1,1,0,NRT_6h,Low quality data Moved on affluent,0,low quality,0,,0,0,21/09/2006,07/11/2017,2307.0,20/09/2006 18:00,07/11/2017 12:00,9093.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,3205,Rivalta RE,1016,IT,10.599173,44.655464,94,-,Crostolo,Po,Po,-,125,4367500.0,2392500.0,103.0,10.60833,44.65833,False,False,False,False,1,0,1,0,1,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,3776,Berceto Baganza,1016,IT,9.993069,44.503582,803,-,Baganza,Po,Po,-,25,4322500.0,2377500.0,29.5,9.99167,44.50833,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,few Low quality data small LDD uparea,0,,-,,0,0,09/05/2012,08/11/2017,814.0,08/05/2012 12:00,07/11/2017 12:00,2952.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,3794,Ponte dell'Olio,1016,IT,9.643822,44.873783,207,-,Nure,Po,Po,-,350,4292500.0,2417500.0,342.5,9.64167,44.875,False,False,False,False,1,0,1,0,1,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,3795,Ponte Lamberti,1016,IT,9.812113,44.650996,341,-,Ceno,Po,Po,-,350,4307500.0,2392500.0,340.7,9.80833,44.64167,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Low quality data,0,,-,,0,0,09/05/2012,08/11/2017,1258.0,08/05/2012 12:00,07/11/2017 12:00,5006.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,3798,Pradella,1016,IT,9.737732,44.474762,422,-,Taro,Po,Po,-,325,4302500.0,2372500.0,297.2,9.74167,44.475,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Large change in rating curve  use 380  small LDD uparea,0,Large change in rating curve  use 380  small LDD uparea,0,,0,0,09/05/2012,08/11/2017,1741.0,08/05/2012 12:00,07/11/2017 12:00,6967.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,5301,Bobbio,1016,IT,9.383694,44.755103,272,-,Trebbia,Po,Po,-,700,4272500.0,2407500.0,693.5,9.39167,44.75833,False,False,True,True,1,0,1,0,1,1,1,1,1,0,NRT_6h,-,3,,2,,1,1,21/09/2006,08/11/2017,2465.0,20/09/2006 18:00,07/11/2017 12:00,9791.0,True,True,20/09/2006 18:00,07/11/2017 12:00,2447.75,6.0,1095.0,1460.0,0.0,,271.581728,,,,2006-09-20 18:00:00,2017-11-07 12:00:00,9791.0,0.5896627289653106,0.8007791170370847,1.2603159144368503,1.2468265392590088,0.016543167269393866,0.3757987358100434,8.073997832146372,19.66117720262064,0.8007791170370847,3.482510105703473,26.031591443684984,26.031591443685024,60.35273595887432,26.031591443685024,0.9916939208902155,0.7531734607409912
391,5340,Ponte Bacchello,1016,IT,10.98734,44.747546,38,-,Secchia,Po,Po,-,1575,4397500.0,2402500.0,1435.5,10.99167,44.74167,False,False,True,False,1,0,1,0,1,1,1,1,1,0,NRT_6h,close to 410,2,close to 410,2,close,0,1,21/09/2006,08/11/2017,2442.0,20/09/2006 18:00,07/11/2017 12:00,9639.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,5381,Varano,1016,IT,9.905313,44.682705,259,-,Ceno,Po,Po,-,400,4312500.0,2397500.0,416.5,9.90833,44.69167,False,False,False,False,0,0,0,0,0,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,5393,Pontelagoscuro,1016,IT,11.608072,44.888296,8,70091,Po,Po,Po,C140,71175,4447500.0,2422500.0,71361.9,11.60833,44.89167,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,03/01/1990,31/12/2021,9960.0,20/09/2006 18:00,31/12/2021 18:00,15389.0,True,True,20/09/2006 18:00,31/12/2021 18:00,3847.25,6.0,1095.0,1460.0,0.0,,3119.399936,,,,2006-09-20 18:00:00,2021-12-31 18:00:00,15389.0,0.8907792122099547,0.8976736769504653,0.9792548942432084,0.9679353047140643,0.8023741994663294,0.626756073894482,319.31040880920386,432.0114279458068,0.8976736769504653,-29.565922516046868,-2.074510575679172,-2.0745105756791506,22.404605154451318,2.0745105756791506,0.4445512349928518,0.9679353047140643
394,5411,Lugo,1016,IT,10.653639,44.433441,247,-,Secchia,Po,Po,-,925,4372500.0,2367500.0,694.2,10.64167,44.425,False,False,True,True,1,0,1,0,1,1,1,0,0,0,NRT_6h,-,3,,2,,1,1,09/05/2012,08/11/2017,1997.0,08/05/2012 12:00,07/11/2017 12:00,8000.0,True,True,08/05/2012 12:00,07/11/2017 12:00,2000.0,6.0,1095.0,1460.0,1.0,0.0,694.17184,,,,2012-05-08 12:00:00,2017-11-07 12:00:00,8000.0,0.8010993911655903,0.8096982447706249,1.0509908907726178,0.972675593153138,0.609371632422461,0.5655394485643633,7.792509451760193,16.203092849775718,0.8096982447706249,0.8406640076411854,5.099089077261752,5.09908907726177,47.26585112335321,5.09908907726177,0.6250026940562241,0.972675593153138
395,5414,Ponte Samone,1016,IT,10.922664,44.356595,226,-,Panaro,Po,Po,-,600,4392500.0,2362500.0,594.3,10.925,44.35833,False,False,True,True,1,0,1,0,1,1,1,0,0,0,NRT_6h,-,3,,2,,1,1,09/05/2012,08/11/2017,1981.0,08/05/2012 12:00,07/11/2017 12:00,7930.0,True,True,08/05/2012 12:00,07/11/2017 12:00,1982.5,6.0,1095.0,1460.0,1.0,0.0,594.285632,,,,2012-05-08 12:00:00,2017-11-07 12:00:00,7930.0,0.7176324619843818,0.725170788129698,0.9352764797766882,0.9966538443471944,0.48103167549509707,-0.08248054244807612,8.210825213914267,14.49745329184658,0.725170788129698,-0.9004113449946922,-6.472352022331168,-6.472352022331184,59.0211923402625,6.472352022331184,0.72039456168471,0.9966538443471944
396,5415,Bomporto,1016,IT,11.045084,44.727163,32,-,Panaro,Po,Po,C689,1100,4402500.0,2402500.0,1139.1,11.04167,44.725,False,False,True,True,1,0,1,0,1,1,1,1,1,0,NRT_6h,-,3,,2,,1,1,03/02/1993,08/11/2017,7149.0,20/09/2006 18:00,07/11/2017 12:00,9646.0,True,True,20/09/2006 18:00,07/11/2017 12:00,2411.5,6.0,1095.0,1460.0,0.0,,544.819648,,,,2006-09-20 18:00:00,2017-11-07 12:00:00,9646.0,0.7668800229574084,0.8083842006282924,0.9482419003432437,0.8777322272739,0.6520877885300845,0.4088162888029838,9.255044425314983,19.138615282870624,0.8083842006282924,-0.9320525550653594,-5.175809965675646,-5.175809965675629,51.394474387720486,5.175809965675629,0.5898408357090196,0.8777322272739
397,5416,Trebbia Valsigiara,1016,IT,9.330116,44.640245,462,-,Trebbia,Po,Po,-,250,4267500.0,2392500.0,228.0,9.325,44.64167,False,False,True,False,1,0,1,0,1,1,1,1,1,0,NRT_6h,small LDD uparea,0,,2,,1,1,21/09/2006,08/11/2017,2468.0,20/09/2006 18:00,07/11/2017 12:00,9832.0,True,True,20/09/2006 18:00,07/11/2017 12:00,2458.0,6.0,1095.0,1460.0,1.0,0.0,228.045712,1.0,,,2006-09-20 18:00:00,2017-11-07 12:00:00,9832.0,0.6905597538056292,0.7928975687925387,0.9883799278055877,1.2296232193724934,0.45018561341124863,0.1924577643104689,4.275198242119701,9.446787462763572,0.7928975687925387,-0.08793039002206697,-1.1620072194412503,-1.162007219441229,56.497090717314954,1.162007219441229,0.7414946976133724,0.7703767806275066
398,5417,Piacenza,1016,IT,9.705535,45.060519,55,42030,Po,Po,Po,C468,41950,4302500.0,2442500.0,41773.6,9.70833,45.05833,True,True,True,True,1,1,1,1,1,1,1,1,1,0,NRT_6h,-,3,,3,,1,1,03/01/1990,31/12/2021,9987.0,20/09/2006 18:00,31/12/2021 18:00,15768.0,True,True,20/09/2006 18:00,31/12/2021 18:00,3942.0,6.0,1095.0,1460.0,0.0,,1687.368576,,,,2006-09-20 18:00:00,2021-12-31 18:00:00,15768.0,0.8440439615114897,0.887640379550249,0.9688796239726304,0.89641851599184,0.786047159699701,0.6416247607762514,216.6865899095601,329.3071824936709,0.887640379550249,-27.506591475470138,-3.112037602736962,-3.1120376027369634,24.51546264497215,3.1120376027369634,0.46255036514989023,0.89641851599184
399,5418,Cremona,1016,IT,9.995033,45.128596,38,-,Po,Po,Po,C138,51075,4322500.0,2447500.0,50898.2,10.00833,45.125,False,False,True,True,0,0,0,0,0,0,0,0,1,0,HIST_24h,Located manually,3,,2,,1,1,03/01/1990,31/12/2007,6299.0,,,,True,False,03/01/1990 00:00,31/12/2007 00:00,6299.0,24.0,1095.0,1460.0,0.0,,2324.434688,,,,1991-01-03 00:00:00,2007-12-31 00:00:00,5948.0,0.8702146513778306,0.9066822330726189,1.0351877636610671,1.0830533104770539,0.7742270108635527,0.603714557931718,258.84443161930074,394.8308663549405,0.9066822330726189,35.677030551131494,3.5187763661066858,3.518776366106714,25.529469645041047,3.518776366106714,0.47515575250274195,0.9169466895229461
400,5419,Polesella,1016,IT,11.756259,44.959259,9,-,Po,Po,Po,-,71225,4457500.0,2427500.0,71388.7,11.75833,44.95833,False,False,False,False,0,0,0,0,0,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,5420,Ariano,1016,IT,12.122145,44.942901,4,-,Po,Po,Po,-,71375,4487500.0,2432500.0,195.0,12.125,44.94167,False,False,False,False,1,0,1,0,1,1,0,0,0,0,-,No discharge data available for calibration period,-,on Po delta cannot be modelled,-,exclude,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,5422,Ponte Cavola,1016,IT,10.52302,44.409339,367,-,Secchia,Po,Po,-,375,4362500.0,2367500.0,344.6,10.525,44.40833,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Exclude from 02-2017 for change to hydro zero,1,issues with rating curve,0,,0,0,09/05/2012,08/11/2017,1985.0,08/05/2012 12:00,07/11/2017 12:00,7960.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,5426,Solignano,1016,IT,9.985977,44.615581,235,-,Taro,Po,Po,-,600,4317500.0,2387500.0,601.5,9.99167,44.60833,False,False,False,False,0,0,0,0,0,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,5427,Bardi idro,1016,IT,9.733152,44.620757,381,-,Ceno,Po,Po,-,200,4297500.0,2392500.0,220.6,9.725,44.60833,False,False,False,False,0,0,0,0,0,0,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,5433,Ponte Veggia,1016,IT,10.770793,44.548592,122,-,Secchia,Po,Po,-,1075,4382500.0,2382500.0,1008.8,10.775,44.54167,False,False,True,False,1,0,1,0,1,1,1,0,0,0,-,Not enough discarge data available for calibration period,-,,-,,0,0,22/06/2017,07/11/2017,137.0,21/06/2017 18:00,07/11/2017 06:00,508.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,5434,Ponte Val di Sasso,1016,IT,10.818805,44.272581,367,-,Scoltenna,Po,Po,-,275,4387500.0,2352500.0,281.2,10.825,44.275,False,False,False,False,1,0,1,0,1,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,5435,Ponte Dolo,1016,IT,10.613663,44.373776,339,-,Dolo,Po,Po,-,300,4372500.0,2362500.0,133.0,10.60833,44.375,False,False,True,False,1,0,1,0,1,1,1,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,5436,San Donnino,1016,IT,10.962309,44.588553,44,-,Tiepido,Po,Po,-,875,4397500.0,2387500.0,105.5,10.95833,44.59167,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Wrong LDD,0,mapped on tiepido before confluence,-,,0,0,16/06/2012,08/11/2017,1010.0,15/06/2012 18:00,07/11/2017 06:00,4003.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,5437,Camposanto,1016,IT,11.135092,44.786696,28,-,Panaro,Po,Po,-,1150,4412500.0,2407500.0,1153.8,11.14167,44.79167,False,False,False,False,1,0,1,0,1,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,5438,Pioppa,1016,IT,10.964897,44.856755,32,-,Secchia,Po,Po,-,1675,4397500.0,2417500.0,1455.0,10.95833,44.85833,False,False,True,True,1,0,1,0,1,1,1,0,0,0,NRT_6h,-,3,,2,,1,1,09/05/2012,08/11/2017,2001.0,08/05/2012 12:00,07/11/2017 12:00,7984.0,True,True,08/05/2012 12:00,07/11/2017 12:00,1996.0,6.0,1095.0,1460.0,0.0,,583.673536,,,,2012-05-08 12:00:00,2017-11-07 12:00:00,7984.0,0.8239083616097714,0.8440415385322037,0.9964745547387295,0.9183128244871774,0.707356023173148,0.5016561594985604,10.968839916577236,21.9306852466826,0.8440415385322037,-0.08398108405394251,-0.3525445261270761,-0.35254452612704945,46.04613662845215,0.35254452612704945,0.5409657815674218,0.9183128244871774
411,5448,Navicello,1016,IT,10.995307,44.66995,36,-,Panaro,Po,Po,-,1075,4402500.0,2397500.0,1087.7,10.99167,44.675,False,False,False,False,1,0,1,0,1,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,5473,Gatta,1016,IT,10.464939,44.402599,397,-,Secchia,Po,Po,-,225,4347500.0,2362500.0,228.9,10.45833,44.39167,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Moved upstream of concluence  low quality data  small LDD uparea,0,,-,,0,0,09/05/2012,08/11/2017,911.0,08/05/2012 12:00,07/11/2017 12:00,3637.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,5475,Selvanizza,1016,IT,10.235787,44.439781,474,-,Cedra,Po,Po,-,100,4337500.0,2372500.0,78.7,10.225,44.44167,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Moved on right affluent   low quality data small LDD uparea,0,,-,,0,0,09/05/2012,08/11/2017,180.0,08/05/2012 12:00,07/11/2017 12:00,649.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,5476,Currada,1016,IT,10.385704,44.545713,243,-,Enza,Po,Po,-,450,4352500.0,2382500.0,422.6,10.39167,44.54167,False,False,False,False,0,0,0,0,0,0,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,5477,Langhirano idro,1016,IT,10.273863,44.612393,263,-,Parma,Po,Po,-,325,4342500.0,2387500.0,311.8,10.275,44.60833,False,False,False,False,1,0,1,0,1,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,5478,Parma Ponte Nuovo,1016,IT,10.31883,44.790114,65,-,Baganza,Po,Po,-,250,4342500.0,2407500.0,218.1,10.30833,44.775,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Moved on affluent   low quality data slamm LDD uparea,0,low quality,0,,0,0,17/07/2012,08/11/2017,339.0,13/07/2012 18:00,07/11/2017 12:00,1039.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,5480,San Giorgio Piacentino,1016,IT,9.73786,44.96474,94,-,Nure,Po,Po,-,425,4302500.0,2427500.0,388.8,9.74167,44.95833,False,False,False,False,0,0,0,0,0,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,5481,Marzolara,1016,IT,10.171386,44.634852,309,-,Baganza,Po,Po,-,150,4332500.0,2392500.0,152.0,10.175,44.64167,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h, small LDD upareaLow quality  few data,0,,-,,0,0,09/05/2012,08/11/2017,1136.0,08/05/2012 12:00,07/11/2017 12:00,4545.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,5485,Pianello Val Tidone idro,1016,IT,9.440624,44.964274,154,-,Tidone,Po,Po,-,225,4277500.0,2427500.0,217.0,9.44167,44.95833,False,False,False,False,1,0,1,0,1,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,5486,Rottofreno,1016,IT,9.529765,45.056681,65,-,Tidone,Po,Po,-,375,4282500.0,2437500.0,365.6,9.525,45.05833,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Change in hydrometric zero,0,low quality,0,,0,0,09/05/2012,07/11/2017,1430.0,08/05/2012 18:00,06/11/2017 18:00,4958.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,5487,Salsominore,1016,IT,9.405315,44.632711,408,-,Aveto,Po,Po,-,225,4272500.0,2392500.0,193.8,9.40833,44.625,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Exclude from 10-2015 to 05-2016 for change in hydrometric zero  small LDD uparea,0,,2,,1,0,09/05/2012,08/11/2017,1571.0,08/05/2012 12:00,07/11/2017 12:00,6256.0,True,True,08/05/2012 12:00,07/11/2017 12:00,1564.0,6.0,1095.0,1460.0,1.0,0.0,193.847424,,,,2012-05-08 12:00:00,2017-11-07 12:00:00,6256.0,0.06678931124753684,0.6477827334973895,1.7592611105710845,1.4127320592753114,-3.2700996650681686,-0.07306004758137719,6.520710176794631,13.830594271131988,0.6477827334973895,3.74459192052965,75.92611105710834,75.92611105710844,132.21525217212417,75.92611105710844,2.0664219474899514,0.5872679407246886
422,5488,Saliceto,1016,IT,9.866951,44.992099,57,-,Chiavenna,Po,Po,-,300,4312500.0,2432500.0,170.8,9.85833,44.99167,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Error in LDD  draining also Riglio,0,issues with rating curve,0,,0,1,09/05/2012,08/11/2017,1721.0,08/05/2012 12:00,07/11/2017 12:00,6820.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,5489,Ciriano,1016,IT,9.813531,44.908826,116,-,Torrente Chero,Po,Po,-,150,4307500.0,2422500.0,61.1,9.80833,44.90833,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Very low quality data small LDD uparea,0,,-,,0,0,09/05/2012,08/08/2015,37.0,08/05/2012 12:00,07/08/2015 18:00,123.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,5490,Rivergaro,1016,IT,9.582107,44.900392,148,-,Trebbia,Po,Po,-,900,4287500.0,2422500.0,913.2,9.575,44.89167,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Exclude from 10-2015 to 05-2016 for change in hydrometric zero,1,issues with rating curve,0,,0,0,09/05/2012,08/11/2017,1432.0,08/05/2012 12:00,07/11/2017 12:00,5697.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,5491,Tornolo,1016,IT,9.630549,44.49151,491,-,Taro,Po,Po,-,150,4292500.0,2377500.0,108.1,9.625,44.49167,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Close to 380  small LDD uparea,0,,2,basin_area,0,1,09/05/2012,08/11/2017,1939.0,08/05/2012 12:00,07/11/2017 12:00,7652.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,5492,Parma Ovest,1016,IT,10.224643,44.822626,64,-,Taro,Po,Po,-,1375,4337500.0,2412500.0,1436.4,10.225,44.825,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Low quality data and wrong LDD  use 428,0,,-,,0,0,03/06/2012,08/11/2017,1215.0,02/06/2012 12:00,07/11/2017 12:00,4879.0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,5493,Noceto,1016,IT,10.169464,44.80862,80,-,Recchio,Po,Po,-,25,4332500.0,2407500.0,61.1,10.175,44.80833,False,False,False,False,1,0,1,0,1,1,0,0,0,0,-,No discharge data available for calibration period,-,,-,,0,0,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,5494,San Secondo,1016,IT,10.254303,44.916891,42,-,Taro,Po,Po,-,1450,4342500.0,2422500.0,1492.5,10.25833,44.925,False,False,True,True,1,0,1,0,1,1,1,0,0,0,NRT_6h,-,3,,2,,2,1,12/06/2012,08/11/2017,1850.0,11/06/2012 18:00,07/11/2017 12:00,7290.0,True,True,11/06/2012 18:00,07/11/2017 12:00,1822.5,6.0,1095.0,1460.0,0.0,,1079.883008,,,,2012-06-11 18:00:00,2017-11-07 12:00:00,7290.0,0.7074043343582078,0.736335274694465,0.8731519955855702,1.001649229516181,0.5179890268526701,0.3677898426295355,29.64300477716902,59.619114347147566,0.736335274694465,-6.1239498757538575,-12.684800441442972,-12.684800441442974,61.40082915633647,12.684800441442974,0.6942701010034413,0.998350770483819
429,5498,Ponte Alto,1016,IT,10.899344,44.669669,43,-,Secchia,Po,Po,-,1525,4392500.0,2397500.0,1398.8,10.89167,44.675,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Closr to 391,2,close to 410,2,close,0,1,09/05/2012,07/11/2017,1986.0,08/05/2012 12:00,07/11/2017 06:00,7871.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,5500,Rossenna,1016,IT,10.66763,44.43004,250,-,Rosenna,Po,Po,-,200,4377500.0,2367500.0,177.2,10.675,44.425,False,False,False,False,1,0,1,0,1,1,1,0,0,1,NRT_6h,DO NOT USE  Same as 4242 (mistake)  small LDD uparea,0,Wrong coords in HYDRO DB  TO CORRECT,2,,1,0,09/05/2012,08/11/2017,1671.0,08/05/2012 12:00,07/11/2017 12:00,6453.0,True,True,08/05/2012 12:00,07/11/2017 12:00,1613.25,6.0,1095.0,1460.0,1.0,0.0,177.167152,,,,2012-05-08 12:00:00,2017-11-07 12:00:00,6453.0,0.5006674489815635,0.6024604131432721,0.7779193828809399,0.7951208334447374,0.35428061835220936,0.19240728559972287,1.5163299032864401,3.8844614479765625,0.6024604131432721,-0.4435565361163676,-22.208061711905795,-22.20806171190601,75.9198553641848,22.20806171190601,0.8035666628524253,0.7951208334447374
431,5502,Pievepelago idro,1016,IT,10.630172,44.215298,737,-,Scoltenna,Po,Po,-,150,4372500.0,2347500.0,130.8,10.625,44.20833,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,small LDD uparea,0,,2,basin_area,0,1,09/05/2012,08/11/2017,1994.0,08/05/2012 12:00,07/11/2017 12:00,7843.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,5503,Fanano,1016,IT,10.799092,44.203858,512,-,Leo,Po,Po,-,75,4382500.0,2342500.0,66.6,10.79167,44.20833,False,False,True,False,1,0,1,0,1,1,1,0,0,0,NRT_6h,Exclude after 06-2015  small LDD uparea,0,low quality data,0,,0,0,09/05/2012,07/11/2017,1367.0,08/05/2012 12:00,07/11/2017 12:00,5425.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
