like1,parFFf,paralpha,parbeta,parQQf,pargamma,park,chain,like_val
2.32831900,0.41578048,0.92388535,0.95946990,0.89605190,0.68840930,2.65165570,0.00000000,261631.01591551
2.23028700,0.86221474,0.37540594,0.09494743,0.51579070,0.69305560,3.73812560,0.00000000,711476.75959981
1.24535260,0.54283760,0.61793584,0.10759725,0.14154026,0.41438806,3.87854980,0.00000000,521093.85119937
6.49530460,0.70225513,0.36382480,0.38372386,0.65676090,0.84197974,2.14186200,0.00000000,426816.66571174
1.31111480,0.93436617,0.74714070,0.54707235,0.19305383,0.93075240,3.14208320,0.00000000,895970.45690194
1.33205890,0.33295524,0.96097046,0.55770860,0.54231540,0.19195524,3.53586840,0.00000000,297288.98809244
1.21059810,0.67284065,0.97215780,0.18781760,0.48576808,0.78357880,4.23158700,0.00000000,617811.98223667
2.57310770,0.72079890,0.84439080,0.05999138,0.75036633,0.70713200,1.44628670,0.00000000,517985.28979930
1.57083650,0.36653352,0.42195216,0.63142633,0.58789970,0.39502370,4.75285670,0.00000000,310162.19863088
8.90612400,0.67856574,0.17453898,0.00270363,0.97637800,0.74119700,2.12029960,0.00000000,120625.83913813
1.27593350,0.70069950,0.75202644,0.89406450,0.20039582,0.42499748,2.83427240,0.00000000,671771.23315348
4.47086500,0.49142522,0.45692828,0.46652610,0.85488445,0.50799555,4.29558700,0.00000000,267706.67657982
4.68930150,0.30275430,0.25834453,0.77283674,0.93134475,0.82911515,3.30583450,0.00000000,130699.30574623
1.17283190,0.52083844,0.17908038,0.16800609,0.36415650,0.01432536,2.47362330,0.00000000,483226.52958825
1.30713140,0.52046770,0.82705180,0.45499063,0.68812835,0.32378554,1.97582320,0.00000000,445704.19017087
6.52601600,0.71378005,0.05940387,0.53811085,0.71672270,0.61293170,1.98347940,0.00000000,421220.45850626
1.32291900,0.98057836,0.50728640,0.33017996,0.71860050,0.02630253,4.02081250,0.00000000,827077.55649213
1.24149560,0.36543074,0.44893318,0.06641102,0.27714753,0.65653867,1.05174790,0.00000000,345058.21553174
1.23538610,0.36623140,0.12958798,0.70167285,0.25875790,0.47120044,3.81269380,0.00000000,346721.25611771
1.38595180,0.97495400,0.84157580,0.07824406,0.13316163,0.83442336,4.01678400,0.00000000,936242.02952164
1.53720840,0.79056100,0.24784610,0.17578974,0.63138247,0.00906734,2.98665830,0.00000000,661583.36961457
1.40930950,0.34585285,0.93385357,0.10154265,0.59293460,0.32651043,4.89128070,0.00000000,300158.09749159
2.62996550,0.22202317,0.02485845,0.67262244,0.69634200,0.18834725,1.59481980,0.00000000,164014.07503719
1.38500240,0.67692330,0.30484060,0.65541255,0.62876430,0.49309470,3.13566950,0.00000000,576188.65731248
