like1,parFFf,paralpha,parbeta,parQQf,pargamma,park,chain,like_val
1.24980750,0.32642480,0.18408264,0.99659260,0.57331300,0.28824150,2.52276640,0.00000000,6005295.87455432
2.27594900,0.67483340,0.27979950,0.63677270,0.65028423,0.98676510,4.13843150,0.00000000,11767537.22637130
3.47496820,0.72179276,0.15555093,0.08390436,0.94231580,0.54639390,3.77705740,0.00000000,5123558.88160750
0.75291320,0.36389488,0.80852610,0.00271601,0.86048410,0.40742132,1.37898970,0.00000000,6146122.23584235
0.99360560,0.49215725,0.04681572,0.75726837,0.30312982,0.56376590,3.21133420,0.00000000,9066404.29126971
0.98474780,0.65070950,0.76446960,0.79106706,0.71882890,0.33775810,4.90054800,0.00000000,11882416.69886064
2.46073770,0.49897194,0.10806178,0.15024348,0.89423180,0.66984990,4.68970350,0.00000000,5017139.45440770
1.17916950,0.55272870,0.09894800,0.94547250,0.22505029,0.13912304,1.85783170,0.00000000,10191679.57293508
1.08500800,0.43476024,0.28256223,0.25998875,0.19453323,0.58422095,2.13560900,0.00000000,8016879.00183699
1.87153970,0.95988387,0.56756794,0.23500636,0.74167730,0.95287350,1.85187360,0.00000000,15625530.97455722
1.40029200,0.49032930,0.40012400,0.53834020,0.62187946,0.91637653,4.92132200,0.00000000,8642421.65843963
1.19171490,0.55547870,0.60317945,0.67387724,0.14667025,0.55760103,3.06048560,0.00000000,10243714.04613306
0.64237080,0.47638586,0.41561136,0.89212150,0.65358496,0.68965390,2.02460310,0.00000000,8654147.68467984
1.45671740,0.37374568,0.29917553,0.51144030,0.65915750,0.91820180,3.32893250,0.00000000,6355580.15888937
0.60043687,0.90107420,0.28261003,0.58619785,0.66008130,0.18411480,1.87560380,0.00000000,16297067.78487196
1.10120270,0.63523970,0.97298867,0.48310485,0.69434640,0.05350637,2.79258280,0.00000000,11670247.38546223
0.61330040,0.87005115,0.93170810,0.56390080,0.55861190,0.85043100,2.57887200,0.00000000,15924556.33564688
0.92149353,0.84084340,0.70758410,0.75332165,0.65829575,0.31480190,4.11465930,0.00000000,15381426.28556300
1.62434090,0.83199650,0.12698373,0.96021926,0.53359070,0.98229235,4.06458000,0.00000000,15151909.67517535
1.19888770,0.27165246,0.58476853,0.44896260,0.22256812,0.55353200,2.58132500,0.00000000,5008135.50727498
0.75429744,0.74913630,0.41034478,0.41290215,0.46529925,0.31928563,2.32229900,0.00000000,13749227.95967977
1.26596860,0.24672844,0.89337050,0.05377240,0.30549192,0.21875694,3.77120140,0.00000000,4545672.29931740
0.50540200,0.65000105,0.51955550,0.08961738,0.57782020,0.46917390,4.70542100,0.00000000,11799279.09127884
