like1,parFFn,parFFf,paralpha,parQQn,parQQf,park,chain,like_val
1.0807558,0.49250042,0.75185627,0.53071123,0.24290566,0.65626043,4.283219,0.0,1.1117512412148582
1.1897061,0.6186282,0.79143757,0.15287946,0.050323717,0.675796,1.4966272,0.0,1.2033805546272027
0.83397955,0.41035464,0.6991182,0.7120679,0.3204309,0.9610416,1.4567716,0.0,0.8062552426257122
0.9886168,0.35872948,0.81923807,0.40802747,0.34677595,0.69247293,4.5725083,0.0,1.0410930650166796
1.1806383,0.61815083,0.7706423,0.77872974,0.17634924,0.5741924,3.608744,0.0,1.1933961209545583
0.93393517,0.38932618,0.922783,0.1017163,0.24771386,0.7302583,4.5241036,0.0,1.006972593442811
1.1996804,0.35358796,0.76355207,0.37540796,0.080391414,0.63402414,1.6283865,0.0,1.2023572091794508
0.9499589,0.21119648,0.7547291,0.24057934,0.47317216,0.69516766,3.4704046,0.0,0.9726018682001655
1.098635,0.271463,0.88388926,0.019644486,0.21166669,0.64592624,3.9208386,0.0,1.1464770519338485
1.2025061,0.57538015,0.740986,0.17854978,0.06464332,0.56158483,2.8249383,0.0,1.197663764971844
0.4779452,0.55493236,0.86319965,0.5410264,0.45200568,0.98134005,3.6049018,0.0,0.6285218143898196
1.2219584,0.44743675,0.8645337,0.7766241,0.14984523,0.7739615,1.0612597,0.0,1.252724264487638
0.60297835,0.4722709,0.76122326,0.12449981,0.4687117,0.8725993,2.9983025,0.0,0.6973067754056019
1.1556733,0.31492934,0.96277064,0.3639649,0.23047335,0.61541504,3.1471186,0.0,1.2038013280876156
1.109759,0.6464312,0.8692528,0.3390805,0.011088795,0.65831167,3.4282143,0.0,1.1540115524943004
1.2315422,0.33276057,0.7685035,0.9882958,0.1453379,0.55420923,1.123905,0.0,1.242179688410952
1.1141809,0.5049421,0.8682045,0.810894,0.116378985,0.71160406,2.2263403,0.0,1.1510239777693756
0.7119241,0.22643127,0.8581256,0.63375205,0.20227218,0.91106063,1.8046457,0.0,0.7970474170601555
0.5089591,0.51296186,0.9284044,0.61392707,0.26321632,0.98204964,3.6257465,0.0,0.6629707565613918
0.9673292,0.25964746,0.9674584,0.0047964063,0.120012216,0.7269289,3.9266639,0.0,1.0346642690543173
0.77909595,0.49224824,0.7419022,0.75443214,0.119064525,0.85674196,4.0190063,0.0,0.8369090222524901
1.0594642,0.5094885,0.87835616,0.6740695,0.0013558447,0.67546695,4.557977,0.0,1.1165739734290827
1.1093777,0.34054604,0.9242306,0.15231903,0.39203838,0.7820353,1.215429,0.0,1.156078166905081
0.5839367,0.24875183,0.861848,0.45261362,0.49595338,0.9163502,2.4919019,0.0,0.7613202494788379
0.7167345,0.36949962,0.8978656,0.84242195,0.05892216,0.86300564,4.2518945,0.0,0.80327414324696
1.2199117,0.608343,0.80383945,0.1911367,0.1774656,0.921523,1.0087267,0.0,1.2252796314817684
1.0771427,0.4160504,0.9353999,0.76500195,0.45856434,0.65139747,2.0617242,0.0,1.1260664447899325
0.9346508,0.49932227,0.91370016,0.66090614,0.37933895,0.7343958,4.175964,0.0,1.0021024711683464
1.360271,0.264957,0.6882501,0.994808,0.40030533,0.97374743,1.4568993,0.0,1.2920200819885441
1.1768607,0.5497727,0.80447805,0.29834342,0.16143884,0.59601164,2.6269963,0.0,1.1983802659097043
1.137223,0.43320495,0.8625625,0.66285264,0.4213887,0.5392907,4.4186664,0.0,1.1862360578377895
0.6192532,0.22662967,0.9226682,0.1335352,0.03891678,0.9700067,2.3671103,0.0,0.7610201592900843
1.2064586,0.52813154,0.87283933,0.48805353,0.016233508,0.81223017,1.0870045,0.0,1.2352970538960364
1.1768361,0.42662883,0.8906272,0.62043554,0.4039934,0.5233454,1.7145599,0.0,1.2228203639101143
0.70222735,0.32798582,0.94514143,0.07162777,0.050124075,0.9772572,1.5641159,0.0,0.8147284335669724
0.73042935,0.40030554,0.90702784,0.81052876,0.13749586,0.98777795,1.5340614,0.0,0.839993866174516
0.6581505,0.46992493,0.76807636,0.27196252,0.21515529,0.8394033,4.9037995,0.0,0.724677015331015
0.71446496,0.24913304,0.68065363,0.18347484,0.05877745,0.93330395,2.7908607,0.0,0.748107771643826
0.7750748,0.30990636,0.9532631,0.507352,0.33633858,0.78918976,4.264375,0.0,0.8461991609516001
1.2270573,0.42800677,0.81501967,0.997679,0.12126852,0.6399344,3.1065485,0.0,1.245996745882818
0.6569859,0.4611176,0.8018445,0.1514656,0.4729436,0.96111196,1.3452377,0.0,0.7861155337379477
1.0101055,0.48214123,0.8084818,0.77327514,0.31783533,0.73898476,2.786741,0.0,1.0611137208511936
0.68055695,0.567806,0.78424245,0.74712,0.11565063,0.9618275,2.667547,0.0,0.7541982996906004
0.6904171,0.44289687,0.88826925,0.37950444,0.35926113,0.81629485,4.618942,0.0,0.7645733079385894
0.66478014,0.22521482,0.8763199,0.322328,0.4536983,0.8311012,2.8669937,0.0,0.7505337447533122
0.5619723,0.5782029,0.8060357,0.52369255,0.37846026,0.9283326,3.4680712,0.0,0.6514815765777159
0.48769343,0.33300206,0.93966985,0.80295503,0.41741002,0.97697186,4.571138,0.0,0.6319494291621065
1.0249041,0.2797048,0.7736124,0.6297806,0.13595757,0.68934035,4.4035273,0.0,1.0658435989653037
0.58305514,0.585269,0.81959707,0.104139686,0.36729103,0.9107679,3.2111845,0.0,0.7135870148550422
1.0767499,0.2588573,0.8686943,0.86840796,0.2284931,0.77708596,1.7305764,0.0,1.1237334636580716
1.2605506,0.46084595,0.67910486,0.8807878,0.41708973,0.5048085,4.3737206,0.0,1.1642624059557836
0.5602307,0.26115793,0.92705065,0.588938,0.4093921,0.9576448,2.2755256,0.0,0.7295744373769214
0.5563313,0.29249504,0.80321854,0.8139633,0.43902302,0.9123667,4.5988035,1.0,0.6257302817444196
0.6102433,0.62583935,0.963697,0.3207776,0.40294808,0.862248,4.172804,2.0,0.6961738786753316
0.9264217,0.50630397,0.83331734,0.03805999,0.38276845,0.8296514,1.663869,3.0,0.9664487981698666
0.78696674,0.3710196,0.81766814,0.5310972,0.22058816,0.8044569,3.79135,4.0,0.8479933985452631
0.6680634,0.50234324,0.8364971,0.30883643,0.3587739,0.86904,2.6905577,5.0,0.7384315300543415
1.0718659,0.5082051,0.7793362,0.0014501335,0.4789669,0.59307927,2.8334787,6.0,1.09463313119688
1.0398483,0.6622917,0.9285669,0.92680895,0.06755705,0.78873885,2.9391084,7.0,1.1173782103114296
0.6003062,0.35734287,0.7666901,0.32906452,0.17386977,0.92530376,3.0591714,8.0,0.7366791087878107
0.5481055,0.6168083,0.89382786,0.43091518,0.12269743,0.9226902,4.9585643,9.0,0.6669963038759081
0.6424318,0.4054502,0.8235576,0.51373947,0.21601224,0.8706057,3.655614,10.0,0.7051133074194199
0.61541116,0.43722057,0.8790269,0.13530482,0.45162246,0.87061,4.47808,11.0,0.7844139784813657
0.6150008,0.45867008,0.7947929,0.59032786,0.19163947,0.8934333,3.7827623,12.0,0.6772990596309509
0.6044443,0.49349737,0.8442899,0.36722803,0.34343868,0.88631594,3.40657,13.0,0.7017809123062546
0.61779994,0.24313298,0.8035279,0.646236,0.4792181,0.8483189,3.609625,1.0,0.6901248925991194
0.51472616,0.36077505,0.8206632,0.3262018,0.23324321,0.9776802,4.777975,2.0,0.6649924323638147
1.0026655,0.43979967,0.8009291,0.773874,0.4708123,0.7585085,1.5304397,3.0,1.0366700158503133
0.91723686,0.6618534,0.72805536,0.41015786,0.46127072,0.9013099,1.3436689,4.0,0.9325542957998157
0.97636235,0.26700914,0.8523001,0.9001752,0.18241934,0.7911105,2.446932,5.0,1.044362791046326
1.173102,0.2874705,0.8289984,0.8185838,0.13766342,0.56637,4.302776,6.0,1.2003382307968882
0.699458,0.65101266,0.8683117,0.06173181,0.07788075,0.9722017,1.5230398,7.0,0.8185798050954425
0.58272314,0.5276891,0.8569535,0.23174112,0.2330543,0.9436963,2.6060283,8.0,0.7330329733563123
