like1,parFFn,parFFf,paralpha,parQQn,parQQf,park,chain,like_val
1.4629358,0.41584465,0.7560074,0.1356794,0.21902792,0.59901154,3.4581358,0.0,0.9284017378811084
0.92863256,0.20512265,0.94183487,0.0962093,0.41110763,0.54365784,3.8208077,0.0,0.9328486873752175
1.8704708,0.32842746,0.7037619,0.40556565,0.21736352,0.5401866,4.6500244,0.0,0.9379630225305098
1.8457254,0.20742708,0.70328104,0.25458112,0.07200183,0.65362334,4.220794,0.0,0.9291386882868355
1.3453703,0.28683668,0.7582979,0.047794662,0.031029232,0.8060994,1.8633422,0.0,0.8559902115718588
1.2023438,0.59790695,0.7744067,0.42745724,0.46196726,0.75945985,4.2490735,0.0,0.8674220522077173
1.0546783,0.3063211,0.8295697,0.4190316,0.4025488,0.5969104,1.416254,0.0,0.9292129743231489
0.8068138,0.53666866,0.93638647,0.4428389,0.36574468,0.74023736,3.7863066,0.0,0.8931199451238866
1.1672004,0.6391917,0.7836083,0.6655446,0.028702602,0.94836944,1.2989008,0.0,0.8245855898718409
1.950513,0.27150422,0.67427874,0.58715147,0.36917233,0.8235722,2.9965644,0.0,0.867538836944634
1.8953462,0.20574857,0.70105773,0.5174991,0.13742678,0.5298261,4.075061,0.0,0.9405072207585301
0.5608707,0.5578951,0.932258,0.3702725,0.44740632,0.9486927,1.9369613,0.0,0.6095360459419793
1.3894311,0.6044179,0.76880515,0.56939644,0.13167492,0.5329474,3.4770167,0.0,0.9286631999723348
1.0806749,0.620127,0.82362735,0.59499145,0.034646664,0.57071286,3.930978,0.0,0.9283829705973708
0.9305095,0.23900986,0.9416999,0.521809,0.29035163,0.69133013,1.483209,0.0,0.929837435480776
1.3236265,0.33666378,0.7788425,0.9263105,0.07037931,0.5369887,4.686254,0.0,0.9280104721619684
0.8604167,0.22269301,0.79721206,0.40256935,0.47874445,0.8420495,4.9748898,0.0,0.6931127369297172
0.9384384,0.26755008,0.88326746,0.2032774,0.093468554,0.5761193,2.465646,0.0,0.9356888195445308
0.661384,0.56009334,0.89323735,0.010232833,0.10219891,0.80532235,3.5468307,0.0,0.8181330554646378
0.984229,0.5509765,0.85399276,0.5752646,0.21810299,0.7313538,1.1969265,0.0,0.9299500008731717
0.66016984,0.4948063,0.8526091,0.6465662,0.1290544,0.9797705,3.0189862,0.0,0.6226693320710536
0.9488102,0.39463535,0.95409715,0.6345984,0.32040012,0.54334825,1.8424457,0.0,0.9377663324585138
0.9811795,0.3351073,0.8582529,0.23613983,0.33923498,0.5191315,1.1249423,0.0,0.9350806048462679
1.1445773,0.29565653,0.75167114,0.26736978,0.47234932,0.9763234,4.6600018,0.0,0.5762289634514658
0.6076175,0.38204417,0.8528203,0.23650643,0.25271198,0.96531266,3.671738,0.0,0.5645381818710468
0.90375674,0.4902619,0.87538046,0.39547718,0.39648402,0.6260686,4.118321,0.0,0.927285390834171
1.5519303,0.28070763,0.72976816,0.81244814,0.47943825,0.74727905,4.2870283,0.0,0.8853814825540802
0.9440017,0.24157867,0.7823967,0.43390808,0.3709977,0.9777138,3.5563107,0.0,0.566440223130348
0.58656925,0.26399955,0.88581246,0.3038397,0.31474653,0.91539377,4.8431315,0.0,0.5810396400482537
1.2923062,0.6198812,0.78382444,0.33124793,0.024509154,0.58961666,2.130531,0.0,0.92695953811514
1.5637978,0.43682033,0.74279314,0.9869411,0.17863633,0.8201498,1.590462,0.0,0.9266865009726899
0.936459,0.37463117,0.95424384,0.5153336,0.35015103,0.6668667,1.3775026,0.0,0.9332391109619579
0.9364781,0.56012505,0.93393034,0.19787642,0.22449353,0.68185663,1.3997095,0.0,0.9316219031654108
0.77158314,0.2982274,0.87667805,0.4418821,0.40966186,0.74265647,4.394159,0.0,0.886208010314275
0.8870285,0.5610202,0.9195589,0.14434895,0.40601996,0.6922598,2.1172283,0.0,0.9175680247587717
1.5980695,0.53491026,0.73949194,0.26328978,0.2126549,0.7940199,1.0472292,0.0,0.9289981627509516
0.6265558,0.20590055,0.9191962,0.28503066,0.40310377,0.82508296,2.8309133,0.0,0.7692489009393034
1.1812328,0.3252397,0.79878503,0.6693484,0.42389876,0.70363295,1.2824018,0.0,0.9187660722944753
1.9799604,0.36458704,0.68642455,0.49341154,0.012408185,0.67965144,3.6897638,0.0,0.9433930890668081
0.83151823,0.30264035,0.8189665,0.2244671,0.190996,0.8539336,2.3668485,0.0,0.7311789594462562
0.5958879,0.40467456,0.92133796,0.48207134,0.48166934,0.8245428,3.996784,0.0,0.7527660603802319
2.0013478,0.48672274,0.68923324,0.41659483,0.18971372,0.5104807,1.1466473,0.0,0.9547443947325198
0.6789657,0.6340906,0.90047693,0.054908626,0.11536874,0.81882066,2.721904,0.0,0.8117818334701252
1.4695573,0.5206956,0.75344855,0.9597517,0.48921254,0.5859219,1.7048597,0.0,0.9249652282701849
1.2734445,0.576677,0.7770918,0.2191661,0.122947656,0.68300664,4.9918895,0.0,0.9077025237552523
0.96789116,0.31771615,0.82546,0.7864511,0.48448575,0.7012803,4.494048,0.0,0.9003113030184811
2.1108162,0.4277169,0.6720337,0.7170287,0.19731432,0.7655215,1.6372042,0.0,0.958611134824166
1.7316235,0.20588647,0.722031,0.9177132,0.17727822,0.60757625,1.3123201,0.0,0.9357531733498585
1.12912,0.49409053,0.76055443,0.41221187,0.38284975,0.93954366,4.2076383,0.0,0.6333943214452059
