like1,parFFn,parFFf,paralpha,parQQn,parQQf,park,chain,like_val
0.5017565,0.49250785,0.8905595,0.214029,0.08326971,0.67252403,1.826378,0.0,0.5851120344409656
0.5171871,0.55402946,0.74960846,0.2654334,0.22619812,0.76929456,4.701931,0.0,0.6659868181227339
0.4424335,0.49701157,0.94631135,0.1818203,0.34811673,0.7356685,3.1693475,0.0,0.5419307450032449
0.42706284,0.3413336,0.94524986,0.29112124,0.110222876,0.8075194,3.4938939,0.0,0.5079665757140921
0.5013394,0.32049027,0.7486303,0.84620255,0.45375583,0.63388187,4.3936934,0.0,0.6844282917166896
0.497642,0.5751954,0.9286752,0.13329014,0.01491807,0.7370507,2.2675307,0.0,0.573993614750682
0.5558425,0.2677065,0.8310774,0.8236746,0.23450758,0.5017743,1.373357,0.0,0.6194904140894061
0.4809254,0.29601875,0.9037525,0.8098313,0.41637653,0.9879439,4.767034,0.0,0.552362554571414
0.5805937,0.6154943,0.90130275,0.74137294,0.06664275,0.93275,1.0031518,0.0,0.6192258112141111
0.49961323,0.35475916,0.6869277,0.6891586,0.41370502,0.67094,4.0903296,0.0,0.8106975797623277
0.5797737,0.369729,0.8167014,0.90238136,0.09851028,0.9709199,4.7093697,0.0,0.6098548221108132
0.5224359,0.57035685,0.84679574,0.21855752,0.12926477,0.6708508,1.6769917,0.0,0.5906386453205252
0.49087426,0.62375283,0.90904564,0.43260336,0.30784217,0.7990007,4.6609073,0.0,0.5662710686995893
0.49327582,0.26294675,0.7945802,0.07994993,0.27267897,0.57477623,4.0289755,0.0,0.6204915540719533
0.56953347,0.6351187,0.7897797,0.8141064,0.22700341,0.9712645,2.2701638,0.0,0.6372870498465419
0.50090134,0.27852494,0.78050935,0.788943,0.4282312,0.60914195,4.704693,0.0,0.6376844223582635
0.47165605,0.3499044,0.9344176,0.34428632,0.3156173,0.6415443,2.4364734,0.0,0.579591588606952
0.44123498,0.50119114,0.83480746,0.2905796,0.36524633,0.8822685,2.287981,0.0,0.5116248999932959
0.58735245,0.6010908,0.84755206,0.72471666,0.01719352,0.52969164,3.1115353,0.0,0.6216503288916417
0.39112714,0.2910877,0.92827076,0.35551804,0.46822664,0.9451619,2.418024,0.0,0.44810523008644165
0.59288305,0.3820419,0.8215068,0.9727443,0.11712488,0.6562233,4.453974,0.0,0.6300817543852425
0.5282447,0.53937715,0.87776554,0.31004843,0.27835134,0.51424336,1.6840138,0.0,0.6116260463019813
0.47086915,0.37483785,0.7465926,0.716965,0.46964943,0.8559458,4.8318596,0.0,0.6464428451139355
0.5479687,0.59607214,0.8718997,0.81011295,0.30181253,0.672436,2.6193585,0.0,0.6141781135932775
0.5343841,0.25760958,0.8053394,0.54888487,0.038329147,0.6203075,2.3079395,0.0,0.6153429205848129
0.4495214,0.3439939,0.8160773,0.3786577,0.10540107,0.9293732,4.40702,0.0,0.5056555275540506
0.5116672,0.6263053,0.9492384,0.9827424,0.46878728,0.9465588,1.5353215,0.0,0.6120651593250923
0.4308444,0.3700319,0.6803344,0.035887957,0.41200858,0.9342855,3.2816498,0.0,0.714218894199586
0.49557072,0.30488005,0.9127952,0.9030899,0.45153576,0.7185079,4.288579,0.0,0.5974663970059423
0.4013179,0.28758973,0.84155387,0.29514527,0.44584534,0.82900167,3.2526565,0.0,0.4915874803652862
0.5370696,0.3625344,0.67431694,0.7709261,0.33669308,0.5823461,4.921402,0.0,0.8612649693211167
