like1,like2,parFFf,paralpha,parbeta,parQQf,pargamma,park,chain
0.46471292,0.7923735,0.5135327,0.5049342,0.16941126,0.59274983,0.058358412,3.3722248,1.0
0.4851214,1.2605498,0.22032079,0.3122766,0.6777921,0.15505533,0.44339037,2.604721,1.0
0.46334335,0.5439621,0.5590042,0.3786139,0.47275126,0.5835733,0.7906323,4.4265985,1.0
0.46505558,0.5745089,0.4106931,0.6447567,0.49224612,0.6481952,0.77356946,4.2118397,1.0
0.48505104,0.87607294,0.5507276,0.25104573,0.51321685,0.41700736,0.7989253,2.0755289,1.0
0.48512107,1.2124158,0.25707987,0.7273154,0.63892835,0.22757971,0.43795732,1.6785868,1.0
0.48503646,0.8506046,0.4158107,0.68240523,0.59604585,0.41866872,0.9862077,1.1398145,1.0
0.4851214,1.142405,0.89668596,0.5587907,0.6386009,0.21201514,0.16602011,4.5917606,1.0
0.48512107,1.0170623,0.6005108,0.7611869,0.7342026,0.30697456,0.61906826,1.6029994,1.0
0.787004,0.55773884,0.90949845,0.73770994,0.034954038,0.8186131,0.7800436,4.9470882,1.0
0.47157887,0.94292766,0.7442138,0.7303669,0.7021376,0.6106023,0.030201502,4.873456,1.0
0.47808832,0.7663114,0.79435664,0.8961656,0.6820696,0.98442614,0.11704273,1.4772826,1.0
0.48512107,1.0718598,0.44447717,0.5745279,0.5822682,0.28082693,0.24187203,4.590128,1.0
0.4756535,1.0648566,0.22419699,0.62939036,0.74881816,0.7195305,0.43988988,2.5556514,1.0
0.68119615,0.6420066,0.6481507,0.6723182,0.30113474,0.87230486,0.64523727,4.244553,1.0
0.48512128,0.95289546,0.87071747,0.8736679,0.53626364,0.38057086,0.9951375,1.8880255,1.0
0.75532776,1.2347683,0.7963375,0.077570245,0.7310173,0.98053426,0.97416246,4.864174,1.0
0.48512107,1.0587016,0.614572,0.9187891,0.11520814,0.2040044,0.8414045,1.8943977,1.0
0.48512107,0.9971446,0.40463302,0.650164,0.07944305,0.36366326,0.69440734,3.869113,1.0
0.46754456,0.79504323,0.46627185,0.20181075,0.163515,0.57445943,0.6708717,1.3213454,1.0
0.56465083,0.7728442,0.74883014,0.62155414,0.03180761,0.98932457,0.6415814,3.3872511,1.0
0.48512107,1.0710745,0.5781304,0.0978461,0.0921693,0.19265454,0.1498152,1.3310863,1.0
0.48512107,1.2552173,0.22951928,0.7089218,0.5218295,0.18819077,0.09614796,3.429748,1.0
0.48512107,1.0901517,0.64316076,0.7046339,0.514882,0.14597641,0.7647008,3.698103,1.0
0.46372205,0.68807447,0.75104,0.33187404,0.6374325,0.6678895,0.31287333,4.3588095,1.0
0.48512107,1.1475068,0.5052286,0.6462461,0.93314004,0.124411605,0.34256724,3.1058373,1.0
0.4797789,1.0964521,0.60728544,0.9688081,0.45081997,0.89797544,0.0266536,2.9408348,1.0
0.47012323,0.8752022,0.31347454,0.57901055,0.48744828,0.88539594,0.96344185,3.0260007,1.0
0.4798881,0.61010253,0.36016324,0.54387945,0.68767595,0.6428982,0.9428836,2.9480681,1.0
0.48512107,0.984698,0.7260074,0.44558564,0.15511613,0.33287147,0.5213442,2.1406615,1.0
0.48512107,1.1448848,0.89814013,0.5500657,0.32576212,0.17633078,0.4027213,3.932072,1.0
0.47748306,1.0755571,0.680835,0.88727343,0.8085373,0.7081123,0.024162004,3.034689,1.0
0.4960975,0.3196165,0.7918498,0.5850549,0.78780776,0.8560253,0.38821912,4.060595,1.0
0.47069716,0.89755255,0.5578606,0.71843046,0.80053645,0.7198389,0.33641955,1.894833,1.0
0.48512107,1.132684,0.8203097,0.2883005,0.07779796,0.17277288,0.0754748,3.420059,1.0
0.48512107,1.092067,0.33228144,0.23058058,0.1216156,0.2746366,0.5584766,3.6476877,1.0
0.48512107,1.1357733,0.81306934,0.05931308,0.1559147,0.16195555,0.12621868,1.8245705,1.0
0.4715539,0.6266268,0.8448587,0.30924395,0.42703065,0.6493288,0.516924,1.6975697,1.0
0.48512107,1.1012211,0.42159966,0.9270077,0.21105203,0.2813795,0.43302283,3.4693623,1.0
0.5882306,0.6308314,0.4897667,0.5609117,0.21364899,0.887128,0.4815836,4.7315216,1.0
0.67306256,1.0113639,0.4896634,0.057002075,0.7716566,0.87417567,0.686095,3.4101684,1.0
0.48512107,1.0260091,0.53149486,0.5822466,0.29189634,0.2920255,0.17176038,2.4827585,1.0
0.48512107,1.0565863,0.73209304,0.49396294,0.3461674,0.2773211,0.07658919,4.8140984,1.0
0.48512107,1.1414467,0.3518397,0.059621025,0.62331915,0.20535815,0.3705268,2.4656274,1.0
0.4704395,0.37744415,0.6538118,0.717323,0.15160705,0.6248296,0.9591791,1.9437633,1.0
0.48512107,1.1346415,0.8697102,0.37363893,0.72832865,0.27939457,0.71521646,1.1689442,1.0
0.48512107,1.064214,0.55379254,0.6393694,0.6630481,0.23355556,0.09689629,2.87227,1.0
0.5361979,0.48941272,0.48773414,0.069790795,0.111378156,0.68660784,0.4060321,2.6068976,1.0
0.46808374,0.5388134,0.8881018,0.5110759,0.12720099,0.6333767,0.5119469,4.1925497,1.0
0.7095011,0.51939243,0.77043694,0.79026717,0.86563253,0.771663,0.9263225,1.8089194,1.0
0.46408883,1.0582385,0.26475614,0.4851833,0.54956055,0.8978283,0.10071605,2.855966,1.0
0.48512107,1.2041007,0.25165147,0.74157137,0.9515756,0.16907854,0.9862804,1.0078958,1.0
0.4725046,1.0783584,0.8390033,0.41211453,0.031325817,0.5893302,0.09927828,1.1432031,1.0
0.7889081,1.3632928,0.7332393,0.24593596,0.3548031,0.7554403,0.93508744,3.892832,1.0
0.48511925,1.0163431,0.40017033,0.23584202,0.55227035,0.3877805,0.07873452,3.8862195,1.0
0.47858417,1.114048,0.31639454,0.91529477,0.23970027,0.61683273,0.25797546,2.7103567,1.0
0.48512107,1.0888405,0.93302125,0.2372986,0.7400713,0.28114477,0.75173503,1.861592,1.0
0.47957373,0.8547061,0.6521284,0.9482495,0.005853938,0.5509921,0.7395017,2.0787249,1.0
0.48170173,0.8880923,0.92560416,0.3608873,0.1123931,0.52453595,0.68724275,1.5608143,1.0
0.48420587,0.98244643,0.42568916,0.59319174,0.54841524,0.50710154,0.26015794,2.7356527,1.0
0.48512107,1.138329,0.32983524,0.110216364,0.93104285,0.34424555,0.3539229,1.2152876,1.0
0.46262288,0.63966995,0.66020644,0.29760528,0.7993945,0.7041113,0.46931782,1.5243355,1.0
0.48512107,1.0197808,0.6412088,0.22911902,0.5806044,0.244888,0.7071424,2.9393642,1.0
0.46287197,0.5055065,0.6491343,0.4311648,0.30442157,0.58195966,0.89243126,1.8240094,1.0
0.48497534,0.9269254,0.7164954,0.5454599,0.12457239,0.4277623,0.67566633,1.4619669,1.0
0.48512107,1.0381589,0.58523357,0.89375705,0.7094555,0.36661837,0.090311036,3.345033,1.0
0.47483295,1.0738243,0.8233396,0.83117706,0.8070925,0.72897965,0.12051116,3.1948493,1.0
0.48512107,1.101441,0.37360013,0.26798427,0.18130174,0.2328102,0.5394899,4.4888725,1.0
0.61912733,0.6539507,0.4318731,0.5147678,0.91113687,0.76653844,0.7674569,3.7485974,1.0
0.48512107,1.2131158,0.80308384,0.97730786,0.9093235,0.12409683,0.19986494,4.0215936,1.0
0.48511526,1.1227181,0.80182284,0.5713885,0.918755,0.39063835,0.27808905,1.9229773,1.0
0.4715479,0.7657513,0.37314948,0.4220136,0.09476283,0.5699312,0.48722374,4.514943,1.0
0.59545845,0.6770437,0.46689382,0.6094376,0.3739318,0.8256391,0.7808824,2.982454,1.0
0.48512107,1.085009,0.2721698,0.008252236,0.52154064,0.35541263,0.3090265,3.9132252,1.0
0.48512113,1.0091676,0.61869603,0.9226621,0.30531925,0.3816686,0.16587663,1.5067482,1.0
0.5040517,0.8063232,0.62199175,0.55012983,0.42411467,0.9795027,0.7046927,3.747769,1.0
0.48683605,0.5247537,0.6288137,0.5079569,0.02681795,0.8883304,0.2385752,1.0914392,1.0
0.73679173,1.0886083,0.5213921,0.18170756,0.40837583,0.846039,0.75455004,1.581546,1.0
0.47865063,1.1006978,0.9460331,0.07247731,0.9886422,0.88598907,0.14581732,4.900786,1.0
0.5062754,1.0412447,0.2708796,0.42422754,0.29021668,0.939979,0.49383786,4.5876327,1.0
0.46693328,0.7198622,0.472423,0.046696875,0.16597976,0.5806775,0.04827274,2.1599941,1.0
0.4771204,1.062846,0.45659253,0.9156953,0.5849854,0.7151403,0.19545804,2.4550645,1.0
0.4935589,0.67652273,0.3877908,0.91662025,0.30049935,0.91727793,0.84662807,3.1388798,1.0
0.7150917,0.54949075,0.7577935,0.8470999,0.66123223,0.8211028,0.86794114,2.2451022,1.0
0.984064,1.159661,0.943203,0.455581,0.44334063,0.797349,0.91307575,4.3087907,1.0
0.46672037,1.0234134,0.25097317,0.8840873,0.72332036,0.9341092,0.7010852,4.549367,1.0
0.46808842,1.0013652,0.27029184,0.492711,0.50939083,0.63635844,0.22004998,2.0066965,1.0
0.48512107,0.98177856,0.7113561,0.09812923,0.50213134,0.31656238,0.83316076,2.5252142,1.0
0.46217033,0.59787613,0.83205336,0.9493812,0.79968315,0.77680534,0.45651636,3.6616755,1.0
0.46117577,0.46359625,0.74229413,0.9407564,0.26486433,0.68029255,0.7593387,3.843217,1.0
0.48512107,1.099435,0.93011135,0.021856634,0.801546,0.2743739,0.78371686,1.5620254,1.0
0.58121854,0.47041163,0.58332956,0.23668835,0.15348814,0.8429931,0.08511322,2.9411986,1.0
0.48512053,1.0200154,0.39360914,0.39620686,0.50434625,0.38437626,0.2335679,2.4522288,1.0
0.48503658,0.9447772,0.8965705,0.37075713,0.15127227,0.4186161,0.3509537,2.7001503,1.0
