like1,like2,parFFn,parFFf,paralpha,parQQn,parQQf,park,chain
0.5840845,1.1306955,0.49876457,0.90863454,0.8176199,0.097227655,0.77463895,1.1069025,1.0
0.5998494,0.8353563,0.37781775,0.83757174,0.37910664,0.16120596,0.6989931,1.9552519,1.0
0.5866561,0.7782,0.29606766,0.8351478,0.6595165,0.26022765,0.7991236,2.4435923,1.0
0.58764684,1.09746,0.6595374,0.9627923,0.6997342,0.20466307,0.9885843,1.1709096,1.0
0.58564234,0.9719403,0.20414665,0.77034426,0.88126284,0.16060804,0.63546354,2.767935,1.0
0.5883934,0.89882606,0.47951943,0.6877164,0.794986,0.26154336,0.9522113,2.777503,1.0
0.5917137,0.98586017,0.30703554,0.74623567,0.96120393,0.24549754,0.62034976,1.0962731,1.0
0.6000821,0.72161156,0.63013387,0.8650634,0.7140028,0.382864,0.7024108,2.4240065,1.0
0.5871171,1.4390625,0.47106513,0.9664012,0.98786336,0.06874092,0.825747,3.9538589,1.0
0.61726326,0.6038077,0.50396496,0.8804427,0.2914606,0.36660403,0.68928593,2.8439584,1.0
0.58876985,0.81675225,0.6403138,0.7624596,0.9623634,0.33772218,0.81487864,2.9796638,1.0
0.6082029,0.9888089,0.5272792,0.9105508,0.06171466,0.13129447,0.5016008,3.1768808,1.0
0.5878032,1.1348557,0.4782946,0.9284241,0.9256162,0.16919227,0.7458997,4.3228936,1.0
0.57862794,0.70139277,0.25311568,0.8657204,0.3637506,0.0062296214,0.90025824,1.7029977,1.0
0.5916227,0.8649446,0.6322817,0.6872875,0.92472684,0.30083436,0.66781676,4.300795,1.0
0.59990525,0.5452328,0.33258584,0.90114194,0.7338918,0.40989318,0.8995018,4.1772265,1.0
0.60880715,0.54516345,0.53278553,0.80100346,0.72464275,0.44556564,0.92238027,3.9699929,1.0
0.5852061,0.45267203,0.34600258,0.7775349,0.16001955,0.32401717,0.9293568,2.6910238,1.0
0.60540026,0.7898617,0.2276939,0.7190519,0.3952722,0.059002776,0.6063626,3.160998,1.0
0.59606457,1.0672638,0.3239712,0.8963101,0.74549717,0.21563837,0.5386107,1.3291091,1.0
0.57745326,0.92401344,0.56434923,0.6757418,0.26583603,0.14235808,0.9006026,2.052089,1.0
0.56970507,0.60437095,0.35887417,0.803446,0.08155531,0.049618598,0.9401279,3.6827414,1.0
0.57465345,1.0733058,0.49099758,0.86472154,0.18901668,0.013190664,0.85101616,1.079566,1.0
0.59861344,0.97103506,0.65757674,0.85375965,0.10305678,0.10111701,0.5935891,3.4061363,1.0
0.5797335,0.9929783,0.57745767,0.7460517,0.60759175,0.14801432,0.96596813,3.1386251,1.0
0.56320393,0.8812596,0.22991902,0.7899113,0.6599631,0.02420083,0.9366594,2.879552,1.0
0.5800278,0.70507574,0.4094352,0.89820075,0.6403369,0.31427288,0.88644695,3.3190513,1.0
0.58588284,0.9656367,0.41401044,0.7780605,0.86902255,0.21223994,0.8193874,3.5645235,1.0
0.58243555,0.8658418,0.3233754,0.8512661,0.6555641,0.17743368,0.8283185,4.489992,1.0
0.61125803,0.69867253,0.2402528,0.96732455,0.8963043,0.41093177,0.767654,3.5265245,1.0
0.63148046,0.54977214,0.25083724,0.8923142,0.027919937,0.3150671,0.93593025,3.3867157,1.0
0.58592093,0.9601099,0.38322234,0.67045,0.8803078,0.1684832,0.63066256,3.4643934,1.0
0.58775645,0.64477384,0.39592594,0.7127351,0.57738155,0.3585238,0.7783056,1.0440065,1.0
0.604139,0.50966555,0.4362411,0.6792269,0.21870793,0.40438524,0.7557239,1.7803359,1.0
0.6398567,0.5084207,0.46603778,0.9015789,0.20919062,0.4380025,0.6895468,3.1392055,1.0
0.5875273,0.609547,0.45600984,0.7193702,0.57724524,0.37685555,0.9802549,2.6217334,1.0
0.58916295,1.1948165,0.5891987,0.9438443,0.9450591,0.14473437,0.5569496,4.181357,1.0
