like1,like2,parFFn,parFFf,paralpha,parQQn,parQQf,park,chain
0.4420249,0.97272134,0.52475893,0.9602614,0.29885003,0.032325707,0.73216444,3.5445907,1.0
0.45961636,0.77373254,0.2330709,0.7421951,0.20921557,0.25263745,0.95789707,1.0397085,1.0
0.5050795,1.1443655,0.39323476,0.95311165,0.098355,0.3362716,0.5125587,3.2006433,1.0
0.5143262,1.1711992,0.5919634,0.84911877,0.7576693,0.11706639,0.82879627,1.9725341,1.0
0.51759374,1.0070807,0.4370468,0.752132,0.60718286,0.2988674,0.5728172,3.6497912,1.0
0.41531664,0.83600616,0.44331002,0.82290447,0.3291721,0.22564876,0.86021763,4.8712144,1.0
0.50740755,1.1445498,0.5948194,0.6824557,0.064709514,0.056126587,0.94476306,2.3493452,1.0
0.43985122,0.97717905,0.31143773,0.79389995,0.64472353,0.24217726,0.8993183,1.8007754,1.0
0.43613273,0.89163035,0.35283658,0.8114425,0.5771048,0.3087074,0.82783836,3.5429034,1.0
0.4244122,0.8602927,0.2600338,0.7295584,0.47751427,0.033796724,0.8877822,3.1357448,1.0
0.5379393,1.2249768,0.3444875,0.85191953,0.9372157,0.24036881,0.516129,1.0432442,1.0
0.5637444,1.2382417,0.6224752,0.6840656,0.9954153,0.13947266,0.73085314,3.3712335,1.0
0.50002354,1.0769502,0.5285531,0.90859663,0.39475808,0.21755849,0.58173496,3.701577,1.0
0.5245127,1.127757,0.65548146,0.74027133,0.5334498,0.21505974,0.8865916,2.1985128,1.0
0.5238323,1.1413972,0.44581378,0.8791532,0.9404186,0.34453574,0.6800267,4.0548067,1.0
0.5059264,0.93943846,0.47832957,0.6913507,0.4365372,0.41864195,0.61865,3.0624835,1.0
0.54195225,1.2134318,0.5942517,0.78870964,0.9121691,0.043515205,0.63915896,3.208759,1.0
0.4478151,0.6611326,0.4826438,0.96458316,0.10487816,0.46738067,0.7968115,2.8542302,1.0
0.52584594,1.0049309,0.6497408,0.6762542,0.9663716,0.4872189,0.57220805,2.9388845,1.0
0.5295949,1.1687195,0.4933216,0.86928153,0.1850793,0.15115038,0.52556294,1.3542051,1.0
0.5246043,1.0961426,0.33404127,0.79881096,0.53155357,0.27415043,0.57939374,1.3378899,1.0
0.51108533,1.099355,0.49679083,0.82746685,0.7828129,0.20929922,0.76872116,3.2301364,1.0
0.43612754,0.7993275,0.27630606,0.82547784,0.5250373,0.42139694,0.74540573,4.7541523,1.0
0.51875156,1.1844995,0.4013488,0.8395184,0.5910182,0.03411608,0.6891326,1.3314654,1.0
0.47743398,1.0824019,0.55065024,0.93024176,0.786776,0.42120025,0.8042149,2.8231826,1.0
0.49578786,1.02153,0.47584933,0.6839642,0.6014792,0.38228032,0.97133404,4.5585523,1.0
0.4715929,0.8234973,0.23160735,0.7330684,0.18473174,0.44466296,0.63672024,3.2573862,1.0
0.51611847,0.97097915,0.2720309,0.6868927,0.008040064,0.05949481,0.5655023,2.4312892,1.0
0.5104851,1.1216424,0.46044272,0.9128966,0.30021724,0.24146254,0.54322034,2.1068468,1.0
0.50471324,1.0099576,0.36238292,0.77455777,0.95757693,0.48686182,0.8226111,4.5651045,1.0
0.52479005,1.0900398,0.20467709,0.82522607,0.84577364,0.20311877,0.5819352,1.8806186,1.0
0.50050145,1.0632778,0.36955267,0.6817531,0.7310753,0.20680311,0.8850586,2.5505605,1.0
0.50231797,0.9658797,0.56064713,0.7528227,0.12079438,0.45962477,0.5868385,2.3679042,1.0
0.5297308,1.161662,0.5673921,0.75171554,0.81856656,0.171023,0.87179667,3.0868409,1.0
0.5055781,1.0676789,0.47797054,0.8801026,0.36437604,0.22503707,0.5531766,3.6623657,1.0
0.43044835,0.68076545,0.27740982,0.72141093,0.38221052,0.44000262,0.7981316,4.9563475,1.0
0.44460112,0.6508288,0.21846363,0.9182688,0.21247517,0.06394976,0.7626121,4.7863436,1.0
0.50537264,1.0200082,0.4537052,0.8112884,0.8333911,0.45046386,0.62216866,3.8286,1.0
0.52165735,1.0127861,0.41506445,0.7058615,0.58646697,0.3772229,0.5683987,1.5914478,1.0
0.49278316,1.1185839,0.5188765,0.84244204,0.72910315,0.26695147,0.9631626,3.6479423,1.0
0.45286617,1.039241,0.5571877,0.84361374,0.4614576,0.15741765,0.9024074,2.7462409,1.0
0.49008226,1.1276214,0.21696775,0.9138598,0.88976353,0.30574062,0.8332156,1.9800481,1.0
0.4609579,0.76532656,0.25221607,0.67771304,0.4301588,0.44345313,0.70850813,4.127674,1.0
0.4778795,0.9641545,0.2050329,0.7069772,0.3152141,0.46075124,0.7093058,1.4195523,1.0
0.48006612,1.0907081,0.40538853,0.94866866,0.72833437,0.12169561,0.74577117,3.4486248,1.0
0.47889397,0.6333164,0.43298736,0.87316805,0.031134238,0.3980971,0.91761893,3.9759812,1.0
