like1,like2,parFFn,parFFf,paralpha,parQQn,parQQf,park,chain
0.9522588,1.9464986,0.59180415,0.79966617,0.7427173,0.4233966,0.87272465,1.0499265,1.0
0.968623,2.115378,0.6590267,0.8537795,0.9849328,0.081812575,0.6330934,3.5130825,1.0
0.96132964,1.7857381,0.24259008,0.694071,0.5919076,0.24277706,0.5725916,4.532538,1.0
0.9521977,2.3621612,0.46138546,0.94475436,0.5840851,0.05962094,0.82368356,1.9676973,1.0
0.98093,2.3889656,0.4007998,0.93388253,0.5846527,0.34416708,0.50508595,2.299733,1.0
0.88502896,1.7087518,0.6369264,0.76032114,0.48878095,0.26579237,0.94596905,4.783151,1.0
0.947796,1.5270355,0.30499464,0.8529345,0.23575272,0.14542593,0.9332993,2.602053,1.0
0.96765405,1.9964712,0.30756783,0.8064349,0.8657306,0.4920379,0.6441541,1.4234166,1.0
0.969573,2.3594987,0.58778733,0.94446874,0.8494421,0.076618746,0.71305394,3.643724,1.0
0.981723,1.9073528,0.5311312,0.9025056,0.19058767,0.30469248,0.8750231,4.214261,1.0
0.9779764,1.0571271,0.28191754,0.7429626,0.22276273,0.4052324,0.9498272,3.9527295,1.0
0.9374165,1.9567156,0.32757792,0.83489054,0.34608063,0.02238938,0.8295817,3.0251942,1.0
0.96593565,2.0459406,0.37454128,0.8108093,0.9324554,0.25992125,0.696388,1.6854277,1.0
0.8865275,1.725664,0.3522457,0.9248408,0.21432789,0.09928157,0.97757405,1.4215597,1.0
0.9522104,2.1748502,0.46544215,0.8777571,0.94581056,0.42233735,0.8006412,4.524178,1.0
0.910701,1.8515378,0.37874675,0.754849,0.9293136,0.26009604,0.9578867,1.3761988,1.0
0.9738406,1.3740096,0.45183855,0.7195065,0.051713727,0.44660833,0.889809,3.6825864,1.0
0.96281475,2.2821107,0.571427,0.9142703,0.57267034,0.13297394,0.77004874,1.7234788,1.0
0.95484114,1.7833053,0.5042525,0.71635497,0.47132036,0.18792126,0.6087455,3.1388314,1.0
0.9657964,1.9328152,0.34559932,0.7721253,0.010680702,0.33392057,0.5360555,4.367912,1.0
0.9371677,1.9318742,0.25120723,0.7729022,0.9542326,0.38753164,0.82018954,4.5115314,1.0
0.9595223,1.985992,0.457767,0.7924857,0.5938414,0.30385035,0.76815367,1.2951638,1.0
0.93800634,1.7251554,0.49061418,0.85440713,0.4402626,0.09313017,0.93216515,4.9747915,1.0
0.89394814,1.6330603,0.4775679,0.7349264,0.59548223,0.18594506,0.9220963,2.7333019,1.0
0.94015604,1.9187442,0.29537106,0.80070794,0.13413611,0.48271343,0.8678339,1.0899603,1.0
0.9417126,2.2075222,0.59361106,0.9297188,0.8589573,0.48110175,0.84531087,3.036619,1.0
0.9715869,2.3041627,0.23299533,0.88910705,0.6722787,0.30913365,0.6407787,4.6743646,1.0
0.956415,1.7311721,0.6177119,0.7207105,0.54968077,0.47490856,0.5013064,3.1394181,1.0
0.9452157,1.7418755,0.5615893,0.7167072,0.9554403,0.4319382,0.84291106,2.5795443,1.0
0.9645468,2.1158369,0.23883916,0.8214651,0.47473928,0.40252972,0.6678597,1.3587303,1.0
0.9477372,2.026018,0.2492849,0.8052274,0.5009273,0.20996508,0.7427537,2.779823,1.0
0.9718548,2.1620657,0.49249348,0.8528198,0.6221331,0.13346179,0.5912729,2.660831,1.0
0.962583,1.3117684,0.2715041,0.74604815,0.15368123,0.23877496,0.9030751,3.2778971,1.0
0.9519855,2.0765734,0.66115505,0.9132727,0.30920136,0.49618012,0.8233433,2.921932,1.0
0.96791786,2.1678073,0.43392023,0.86375374,0.8669657,0.048044655,0.6909983,4.9465165,1.0
0.8969878,1.8749384,0.66190493,0.79933643,0.71231514,0.13589826,0.9427127,3.8128998,1.0
0.98177946,1.4481729,0.26481825,0.7652848,0.30840766,0.14953347,0.8861713,4.22059,1.0
1.00582,1.548535,0.44893014,0.8946927,0.18712473,0.43510464,0.9231474,4.3099093,1.0
0.96577704,2.108636,0.6075367,0.85250497,0.88310695,0.28367123,0.68798107,2.5360653,1.0
0.9428691,1.9613663,0.31594554,0.7793708,0.9821959,0.2669707,0.88199335,2.306741,1.0
0.9508691,2.0047562,0.58595926,0.8329175,0.45996052,0.4740372,0.84934914,1.1075437,1.0
0.97683614,2.4503381,0.4243815,0.96182734,0.23736759,0.12348808,0.6827347,2.3575838,1.0
0.9490218,1.5500737,0.4189572,0.73431057,0.15103218,0.42357126,0.86340475,3.053892,1.0
0.95052856,1.6411264,0.3438985,0.68367887,0.25562942,0.4986647,0.6750074,2.0772626,1.0
0.96514964,1.9878513,0.22125791,0.763549,0.1385224,0.16467614,0.6277811,1.4671842,1.0
0.91819257,2.159749,0.5287,0.8837812,0.83596,0.20614108,0.97084624,1.2324097,1.0
0.950959,1.6969141,0.6415039,0.69428587,0.36909518,0.18671337,0.7658802,1.4578096,1.0
0.92917144,2.1765454,0.39042163,0.8855979,0.92254174,0.2510879,0.87418455,4.6348705,1.0
0.9372001,1.7715058,0.6560969,0.7591998,0.86395574,0.4712154,0.8603764,3.9608326,1.0
0.95328134,1.4442961,0.5632637,0.8204459,0.016746394,0.45171392,0.9602969,3.936813,1.0
0.97508764,1.9352908,0.41104966,0.8921503,0.31652024,0.09296261,0.85984564,4.4536715,1.0
0.94273067,1.8113178,0.3884065,0.75120294,0.52484614,0.0878291,0.7619339,3.2784371,1.0
0.9313054,1.8032336,0.6420715,0.7388663,0.8904952,0.0776983,0.9445986,2.093052,1.0
0.92826957,1.3847578,0.4639432,0.69517297,0.22438045,0.15863329,0.9057261,4.176504,1.0
