like1,like2,parFFn,parFFf,paralpha,parQQn,parQQf,park,chain
0.32140848,1.2147423,0.38989654,0.7240584,0.6891556,0.372134,0.9676549,3.978208,1.0
0.31216395,1.2377046,0.38001832,0.9538487,0.34982207,0.15475303,0.8492994,4.8055887,1.0
0.3555366,1.6228884,0.324102,0.84425205,0.68244,0.4183115,0.64550847,1.8433728,1.0
0.33696103,1.330297,0.31762043,0.86057925,0.083487876,0.11293587,0.58682317,1.7139218,1.0
0.3357417,1.5230982,0.5869439,0.6871793,0.54967093,0.46512333,0.717914,3.9495971,1.0
0.33972916,1.3384229,0.46052012,0.778694,0.58285457,0.11670269,0.5784619,1.7324075,1.0
0.28400508,1.3554748,0.41418633,0.7978621,0.031359818,0.36957097,0.9858216,3.913781,1.0
0.3428662,1.0305912,0.3728265,0.6751373,0.24731289,0.16456768,0.53575164,3.2598794,1.0
0.3526831,1.5866269,0.25272095,0.76623154,0.9489634,0.4420272,0.62087405,2.0187616,1.0
0.34994647,1.4613997,0.4326595,0.8406393,0.63287085,0.3730379,0.6309123,4.1964507,1.0
0.33608836,1.6946328,0.41363537,0.69939154,0.054493178,0.41195413,0.7652667,3.871889,1.0
0.33279333,1.5972289,0.42573977,0.6956951,0.8316198,0.4756963,0.77078575,1.5857892,1.0
0.3592245,1.5838174,0.22784586,0.9188494,0.08515556,0.2050958,0.71456033,3.0205605,1.0
0.3264011,1.3553128,0.2813713,0.7568816,0.87983507,0.3980952,0.907743,4.6422515,1.0
0.29360864,1.3344202,0.5452613,0.8173013,0.33992776,0.009014714,0.8396242,4.214615,1.0
0.32095778,1.2880695,0.2444696,0.76537627,0.8646759,0.3674555,0.7914884,1.8101122,1.0
0.34974146,1.6410264,0.5940747,0.92449397,0.37123448,0.4165909,0.73556465,1.2331381,1.0
0.29540488,1.3367686,0.5624644,0.85707957,0.16531275,0.061236687,0.8025633,1.4667566,1.0
0.35234427,1.3758613,0.41159028,0.81733125,0.17751668,0.3039668,0.5459474,4.69588,1.0
0.3142663,1.0908628,0.3051454,0.679182,0.8316049,0.33046123,0.8053582,2.120846,1.0
0.33501753,1.2820958,0.42537725,0.821265,0.25311354,0.26751205,0.67889225,4.5978007,1.0
0.34617358,1.6289338,0.57939345,0.8967837,0.9050732,0.43562064,0.7726083,3.4545634,1.0
0.33472282,1.7429984,0.43052045,0.92331564,0.7010794,0.47221464,0.90008825,2.2027004,1.0
0.34226957,1.4609793,0.60645264,0.9117925,0.86297387,0.32157224,0.6336259,1.4482833,1.0
0.34666985,1.5262083,0.22654116,0.6935214,0.9859564,0.4437623,0.66582465,1.9954139,1.0
0.36453193,1.5450481,0.5845973,0.7335033,0.798313,0.01721207,0.65636665,2.7344847,1.0
