like1,parFFf,paralpha,parbeta,parQQf,pargamma,park,chain
0.595998,0.5689676,0.9704101,0.8891392,0.7291088,0.9798009,4.258164,0.0
1.7636114,0.22249527,0.2532397,0.29965737,0.8037001,0.5611163,4.8779197,0.0
0.46788743,0.8746389,0.59413147,0.5533868,0.9332186,0.25077865,2.7403927,0.0
1.0915492,0.75112784,0.85027856,0.9503353,0.22400875,0.8819965,4.452072,0.0
1.0585252,0.41067162,0.5381692,0.30080184,0.46177447,0.60182595,2.8708012,0.0
1.2459592,0.3267415,0.35190213,0.53334814,0.8241685,0.6240245,4.83559,0.0
1.5835438,0.2840656,0.64506143,0.26951906,0.17941135,0.86339676,2.4988143,0.0
1.0659629,0.93823737,0.20747441,0.761357,0.31824985,0.66830593,4.54785,0.0
1.0001749,0.42141005,0.59443647,0.4649326,0.38801187,0.9399536,1.8889654,0.0
1.4534441,0.7426772,0.23473364,0.8869839,0.78920716,0.8867046,2.6360023,0.0
0.94211024,0.5496703,0.5308901,0.6482412,0.96129227,0.89403105,1.8808929,0.0
1.2800812,0.8928307,0.15229937,0.73306215,0.120032914,0.21081601,2.2259893,0.0
1.8837532,0.20184657,0.31407377,0.87657505,0.65246415,0.08044884,3.7350655,0.0
1.4976689,0.27057335,0.4817975,0.36784098,0.5257079,0.20606053,2.8735514,0.0
1.1613097,0.8975254,0.13443947,0.405394,0.19517471,0.67318666,3.5145822,0.0
1.5232825,0.2539068,0.26899666,0.38971874,0.78642344,0.33549398,4.6490445,0.0
1.5345151,0.25878516,0.24238285,0.61652786,0.729703,0.14678052,1.745746,0.0
0.4962284,0.6841245,0.9086788,0.91248643,0.6941161,0.6784687,3.8345304,0.0
0.99312425,0.8724241,0.8048292,0.316252,0.452761,0.49377015,1.6491697,0.0
0.5020172,0.726217,0.20528662,0.5399111,0.5003446,0.6988186,4.6676736,0.0
1.2739501,0.5013091,0.85730696,0.44773486,0.14644113,0.78098476,2.909085,0.0
1.0366054,0.76832104,0.44316703,0.5601011,0.24342112,0.8951943,1.9132303,0.0
0.8405647,0.9151177,0.2440702,0.80456203,0.9131574,0.13619973,2.0711238,0.0
0.6498726,0.9490857,0.81914717,0.9467769,0.7981075,0.84463054,2.8312755,0.0
1.7186517,0.23847134,0.3787195,0.26044884,0.16779071,0.42091733,4.2378955,0.0
1.1172166,0.85673004,0.24904059,0.95833796,0.2830237,0.6065146,4.995529,0.0
1.2788118,0.36171344,0.09821828,0.028974894,0.2789836,0.6342492,3.3826983,0.0
1.0979967,0.8902838,0.68360305,0.8216899,0.8634458,0.10383259,3.041399,0.0
0.81878936,0.95746565,0.02088118,0.3649562,0.4344955,0.5360115,3.0370734,0.0
1.2160287,0.40735334,0.81781304,0.029074589,0.5510673,0.30171537,4.844077,0.0
1.0502094,0.40654776,0.6638637,0.5030417,0.87679654,0.8644568,4.3579674,0.0
0.37187773,0.7626709,0.25047883,0.64416915,0.5861816,0.68767,4.0495977,0.0
0.83317155,0.91557336,0.60588574,0.34364125,0.93697494,0.0064531555,3.8580656,0.0
0.4737669,0.7929398,0.22618176,0.15100296,0.74954534,0.31931317,3.9538195,0.0
0.95180494,0.74648106,0.91877186,0.15381467,0.93872035,0.10267974,1.7851181,0.0
1.6818901,0.23809206,0.51371104,0.7010302,0.6899196,0.031276654,4.2213407,0.0
1.130582,0.68697613,0.304933,0.9803821,0.1717426,0.9573953,1.1674966,0.0
0.7309251,0.49869603,0.27139893,0.21276483,0.4121567,0.9083531,1.5408481,0.0
1.402483,0.42863262,0.8900356,0.21324122,0.12664849,0.48354933,3.194078,0.0
1.2632086,0.5230061,0.7204537,0.98590255,0.55395555,0.036186747,4.2400937,0.0
0.985177,0.6195664,0.25584558,0.63930684,0.3199271,0.38747126,3.740294,0.0
1.0539218,0.5819708,0.59093744,0.76057434,0.29928795,0.6352052,3.729072,0.0
1.0757655,0.58044165,0.23148812,0.9086257,0.43639684,0.33184943,1.8865664,0.0
0.52252066,0.6202398,0.7972347,0.17312153,0.7268664,0.8185926,3.6422288,0.0
1.5849243,0.23988752,0.08342097,0.9888763,0.8489073,0.45453572,3.8772602,0.0
0.9698825,0.40694764,0.29454276,0.7771399,0.6505671,0.7495271,4.376886,0.0
0.86176485,0.4522768,0.9522544,0.73336476,0.80012786,0.6642585,2.3034039,0.0
1.7129709,0.22148752,0.99507195,0.113433115,0.75538224,0.7404298,4.617886,0.0
1.2695464,0.41704336,0.51102066,0.7387942,0.3704182,0.41120598,1.3149506,0.0
1.37926,0.3861078,0.56669295,0.9942822,0.25711733,0.7727151,4.6882467,0.0
0.78250206,0.7178381,0.050659116,0.72512823,0.6847023,0.4251758,1.0423294,0.0
