7	85095500
12	233424625
14	298912500
16	191733000
17	166673500
18	111456000
30	107900000
31	46312750
32	113480000
48	222015500
50	343480500
51	50012875
54	246696000
56	104447500
64	394681000
71	361409500
76	143083500
81	48097750
84	19523000
85	394335500
92	142554500
95	370369500
100	36801000
103	489439500
107	415207500
114	173158875
133	511186000
140	805362500
143	212272000
146	408672000
149	578918500
156	580052500
161	566652500
166	57769000
169	522071000
174	523346430
189	148757500
193	532446000
195	501377500
201	433028125
203	631612000
207	132821000
212	57387750
220	579083000
226	333276000
227	613683125
228	939356500
236	864114500
240	362136000
247	684931500
250	1193490000
251	80197000
255	269677500
258	825381292
264	763515000
267	419513500
273	321249500
275	249779500
278	667796500
286	360006500
288	632075375
290	387539250
292	232305500
302	965136500
308	1021938000
313	368613000
315	405305250
327	207765000
334	1057672095
337	931987875
346	1108898500
348	1047656000
358	1495127000
359	1208168990
364	1066251000
374	1034889500
382	1088299500
386	523529500
392	-2147483648
393	1316080000
400	620596290
406	1487723750
417	1263398500
418	887413500
422	153260000
423	1529453500
429	1580803500
442	1636334000
446	1698107246
449	324213000
456	1806036500
462	2053053451
478	1961382875
479	1849254000
481	1720673875
487	2055662124
491	317692750
504	-2147483648
507	-2147483648
534	-2147483648
581	-2147483648
609	-2147483648
617	-2147483648
621	-2147483648
635	-2147483648
638	-2147483648
