7	397878200
12	-2147483648
14	716365000
16	516693200
17	506669400
18	484582400
30	256760000
31	120045100
32	525392000
48	607446200
50	1974672200
51	556005150
54	631558400
56	585779000
64	1516752400
71	741603800
76	657473400
81	651239100
84	655809200
85	1192374200
92	737021800
95	1216867800
100	442000400
103	1152575800
107	904643000
114	779743550
133	1173514400
140	2005585000
143	940908800
146	1035468800
149	1883407400
156	1812821000
161	1148741000
166	117027600
169	1614508400
174	1152298572
189	583503000
193	1216018400
195	1204391000
201	1181211250
203	1721124800
207	603608400
212	1081755100
220	1344353200
226	838830400
227	1653953250
228	-2147483648
236	1485405800
240	787254400
247	1433972600
250	-2147483648
251	1039598800
255	683791000
258	-2147483648
264	2091486000
267	873325400
273	772899800
275	1131111800
278	-2147483648
286	-2147483648
288	1636830150
290	1547015700
292	493722200
302	-2147483648
308	-2147483648
313	1797925200
315	1714122100
327	1683106000
334	-2147483648
337	2060795150
346	-2147483648
348	-2147483648
358	-2147483648
359	-2147483648
364	-2147483648
374	-2147483648
382	-2147483648
386	-2147483648
392	-2147483648
393	-2147483648
400	-2147483648
406	-2147483648
417	-2147483648
418	2004165400
422	305064000
423	-2147483648
429	-2147483648
442	-2147483648
446	-2147483648
449	648405200
456	-2147483648
462	-2147483648
478	-2147483648
479	-2147483648
481	-2147483648
487	-2147483648
491	1181957100
504	-2147483648
507	-2147483648
534	-2147483648
581	-2147483648
609	-2147483648
617	-2147483648
621	-2147483648
635	-2147483648
638	-2147483648
