7	0.0
12	0.531
14	0.81
16	0.542
17	0.943
18	0.705
30	0.789
31	0.98
32	0.949
48	0.577
50	0.0
51	0.964
54	0.999
56	0.077
64	0.0
71	0.987
76	0.951
81	0.574
84	0.916
85	0.0
92	0.785
95	0.791
100	0.295
103	0.14
107	0.948
114	0.05
133	0.988
140	0.0
143	0.937
146	0.932
149	0.0
156	0.0
161	0.995
166	1.0
169	0.712
174	0.419
189	0.958
193	0.965
195	0.931
201	0.267
203	0.612
207	0.0
212	0.82
220	0.0
226	0.96
227	0.947
228	0.969
236	1.024
240	0.999
247	0.996
250	0.0
251	0.0
255	0.688
258	0.16
264	0.0
267	0.7
273	0.486
275	0.0
278	0.0
286	0.847
288	0.826
290	0.0
292	0.996
302	0.457
308	0.875
313	0.965
315	0.0
327	0.0
334	0.526
337	0.852
346	0.965
348	0.998
358	0.701
359	0.0
364	0.952
374	0.451
382	0.973
386	0.833
392	0.048
393	0.0
400	0.0
406	0.929
417	0.0
418	0.964
422	1.0
423	0.48
429	0.009
442	0.847
446	0.577
449	1.0
456	0.0
462	0.177
478	0.58
479	0.451
481	0.503
487	0.928
491	0.955
504	0.742
507	0.723
534	0.522
581	0.99
609	0.854
617	0.932
621	0.961
635	0.869
638	0.901
