7	170191000
12	466849250
14	597825000
16	383466000
17	333347000
18	222912000
30	215800000
31	92625500
32	226960000
48	444031000
50	686961000
51	100025750
54	493392000
56	208895000
64	789362000
71	722819000
76	286167000
81	96195500
84	39046000
85	788671000
92	285109000
95	740739000
100	73602000
103	978879000
107	830415000
114	346317750
133	1022372000
140	1610725000
143	424544000
146	817344000
149	1157837000
156	1160105000
161	1133305000
166	115538000
169	1044142000
174	1046692860
189	297515000
193	1064892000
195	1002755000
201	866056250
203	1263224000
207	265642000
212	114775500
220	1158166000
226	666552000
227	1227366250
228	1878713000
236	1728229000
240	724272000
247	1369863000
250	-2147483648
251	160394000
255	539355000
258	1650762584
264	1527030000
267	839027000
273	642499000
275	499559000
278	1335593000
286	720013000
288	1264150750
290	775078500
292	464611000
302	1930273000
308	2043876000
313	737226000
315	810610500
327	415530000
334	2115344191
337	1863975750
346	-2147483648
348	2095312000
358	-2147483648
359	-2147483648
364	2132502000
374	2069779000
382	-2147483648
386	1047059000
392	-2147483648
393	-2147483648
400	1241192580
406	-2147483648
417	-2147483648
418	1774827000
422	306520000
423	-2147483648
429	-2147483648
442	-2147483648
446	-2147483648
449	648426000
456	-2147483648
462	-2147483648
478	-2147483648
479	-2147483648
481	-2147483648
487	-2147483648
491	635385500
504	-2147483648
507	-2147483648
534	-2147483648
581	-2147483648
609	-2147483648
617	-2147483648
621	-2147483648
635	-2147483648
638	-2147483648
