7	78.4
12	289.0
14	59.1
16	88.1
17	47.5
18	134.7
30	19.7
31	32.7
32	90.0
48	66.6
50	170.7
51	202.9
54	1464.6
56	52.3
64	151.3
71	843.9
76	204.4
81	52.1
84	149.5
85	75.8
92	72.5
95	172.4
100	78.7
103	74.3
107	264.3
114	69.4
133	593.2
140	338.3
143	23.6
146	131.9
149	119.6
156	144.9
161	1654.0
166	433.0
169	40.2
174	48.8
189	377.2
193	205.2
195	202.7
201	68.9
203	185.6
207	44.4
212	7.6
220	13.3
226	312.5
227	296.7
228	217.2
236	1221.6
240	1360.1
247	1027.7
250	63.7
251	52.0
255	151.4
258	838.3
264	43.2
267	65.9
273	65.3
275	56.3
278	807.3
286	593.5
288	355.5
290	192.6
292	2400.6
302	791.5
308	1843.4
313	2114.1
315	117.0
327	693.2
334	236.5
337	220.7
346	1115.0
348	1351.6
358	390.7
359	75.8
364	386.0
374	95.3
382	225.2
386	3068.5
392	1713.7
393	336.8
400	372.9
406	1467.5
417	226.4
418	442.2
422	720.0
423	375.0
429	168.9
442	1276.1
446	544.8
449	5803.4
456	249.6
462	907.8
478	147.5
479	249.7
481	349.3
487	458.7
491	3870.3
504	848.7
507	380.6
534	1027.0
581	3454.2
609	513.7
617	1335.9
621	1530.5
635	1415.9
638	1377.4
